"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","conn.in_enc_timed","conn.ou_enc_timed","conn.in_enc_count","conn.ou_enc_count","conn.in_tsize","conn.ou_tsize","conn.in_asize","conn.ou_asize","conn.in_rateps","conn.ou_rateps","attack"
"Tcp","4","76425","79","80","-1","24","10016389000","-1","12","0","1267","0","105.0","0.0","0.1","0.0","true"
"Tcp","4","76425","108","80","-1","24","10016428000","-1","12","0","1264","0","105.0","0.0","0.1","0.0","true"
"Tcp","4","76425","106","80","-1","24","20016194000","-1","11","0","1229","0","111.0","0.0","0.09166666666666666","0.0","true"
"Tcp","4","76425","94","80","-1","24","20016185000","-1","10","0","1090","0","109.0","0.0","0.08333333333333333","0.0","true"
"Tcp","4","76425","77","80","-1","24","10014984000","-1","11","0","1144","0","104.0","0.0","0.09090909090909091","0.0","true"
"Tcp","4","76425","100","80","-1","24","10014926000","-1","10","0","1102","0","110.0","0.0","0.08264462809917356","0.0","true"
"Tcp","4","76425","102","80","-1","24","10014903000","-1","10","0","1102","0","110.0","0.0","0.08264462809917356","0.0","true"
"Tcp","4","76425","88","80","-1","24","10014891000","-1","11","0","1185","0","107.0","0.0","0.09090909090909091","0.0","true"
"Tcp","4","76425","95","80","-1","24","10014873000","-1","11","0","1212","0","110.0","0.0","0.09090909090909091","0.0","true"
"Tcp","4","76425","76","80","-1","24","10014846000","-1","11","0","1170","0","106.0","0.0","0.09090909090909091","0.0","true"
"Tcp","4","76425","104","80","-1","24","10014824000","-1","11","0","1209","0","109.0","0.0","0.09090909090909091","0.0","true"
"Tcp","4","76426","97","80","-1","24","10016217000","-1","11","0","1199","0","109.0","0.0","0.09090909090909091","0.0","true"
"Tcp","4","76426","84","80","-1","24","10016213000","-1","10","0","1089","0","108.0","0.0","0.08264462809917356","0.0","true"
"Tcp","4","76426","101","80","-1","24","10014813000","-1","8","0","933","0","116.0","0.0","0.06611570247933884","0.0","true"
"Tcp","4","76426","92","80","-1","24","10014757000","-1","8","0","916","0","114.0","0.0","0.06611570247933884","0.0","true"
"Tcp","4","76426","94","80","-1","24","10014740000","-1","7","0","787","0","112.0","0.0","0.05785123966942149","0.0","true"
"Tcp","4","76426","99","80","-1","24","10014722000","-1","7","0","817","0","116.0","0.0","0.05785123966942149","0.0","true"
"Tcp","4","76426","100","80","-1","24","10014704000","-1","7","0","806","0","115.0","0.0","0.05785123966942149","0.0","true"
"Tcp","4","76426","93","80","-1","24","10014687000","-1","7","0","838","0","119.0","0.0","0.05785123966942149","0.0","true"
"Tcp","4","76426","89","80","-1","24","10014672000","-1","7","0","844","0","120.0","0.0","0.05785123966942149","0.0","true"
"Tcp","4","76426","103","80","-1","24","10014655000","-1","7","0","833","0","119.0","0.0","0.05785123966942149","0.0","true"
"Tcp","4","76426","112","80","-1","24","10016279000","-1","7","0","813","0","116.0","0.0","0.05785123966942149","0.0","true"
"Tcp","4","76426","85","80","-1","24","10016277000","-1","7","0","839","0","119.0","0.0","0.05785123966942149","0.0","true"
"Tcp","4","76426","112","80","-1","24","10016259000","-1","7","0","830","0","118.0","0.0","0.05785123966942149","0.0","true"
"Tcp","4","76426","112","80","-1","24","10016241000","-1","7","0","826","0","118.0","0.0","0.05737704918032787","0.0","true"
"Tcp","4","76426","87","80","-1","24","10014869000","-1","8","0","861","0","107.0","0.0","0.06557377049180328","0.0","true"
"Tcp","4","76426","109","80","-1","24","10014844000","-1","8","0","914","0","114.0","0.0","0.06557377049180328","0.0","true"
"Tcp","4","76427","95","80","-1","24","10014823000","-1","8","0","937","0","117.0","0.0","0.06557377049180328","0.0","true"
"Tcp","4","76427","87","80","-1","24","10014802000","-1","8","0","860","0","107.0","0.0","0.06557377049180328","0.0","true"
"Tcp","4","76427","90","80","-1","24","40013196000","-1","7","0","801","0","114.0","0.0","0.05737704918032787","0.0","true"
"Tcp","4","76427","96","80","-1","24","40013170000","-1","5","0","625","0","125.0","0.0","0.040983606557377046","0.0","true"
"Tcp","4","76427","84","80","-1","24","40013165000","-1","5","0","630","0","126.0","0.0","0.040983606557377046","0.0","true"
"Tcp","4","76427","95","80","-1","24","40013159000","-1","5","0","632","0","126.0","0.0","0.040983606557377046","0.0","true"
"Tcp","4","76427","111","80","-1","24","40013157000","-1","5","0","656","0","131.0","0.0","0.040983606557377046","0.0","true"
"Tcp","4","76427","93","80","-1","24","40013157000","-1","5","0","615","0","123.0","0.0","0.040983606557377046","0.0","true"
"Tcp","4","76427","104","80","-1","24","80015572000","-1","5","0","625","0","125.0","0.0","0.040983606557377046","0.0","true"
"Tcp","4","76427","99","80","-1","24","80015567000","-1","5","0","622","0","124.0","0.0","0.040983606557377046","0.0","true"
"Icmp","4","76427","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76427","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.03225806451612903","0.0","true"
"Icmp","4","76427","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Arp","4","76427","42","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76427","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.03571428571428571","0.0","true"
"Icmp","4","76427","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76427","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.04","0.0","true"
"Tcp","4","76428","66","80","-1","2","0","-1","1","0","66","0","66.0","0.0","0.041666666666666664","0.0","false"
"Tcp","4","76428","90","80","-1","24","10000661000","-1","13","0","1413","0","108.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","83","80","-1","24","10000679000","-1","13","0","1369","0","105.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","95","80","-1","24","10000680000","-1","13","0","1394","0","107.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","97","80","-1","24","10000686000","-1","13","0","1441","0","110.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","95","80","-1","24","10000692000","-1","13","0","1353","0","104.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","95","80","-1","24","10000715000","-1","13","0","1411","0","108.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","91","80","-1","24","10000721000","-1","13","0","1388","0","106.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","87","80","-1","24","9998290000","-1","13","0","1384","0","106.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","88","80","-1","24","9998236000","-1","13","0","1370","0","105.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","86","80","-1","24","9999470000","-1","13","0","1398","0","107.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","98","80","-1","24","9999497000","-1","13","0","1369","0","105.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","94","80","-1","24","9999487000","-1","13","0","1410","0","108.0","0.0","0.10483870967741936","0.0","true"
"Tcp","4","76428","74","80","-1","24","9999494000","-1","13","0","1322","0","101.0","0.0","0.104","0.0","true"
"Tcp","4","76428","107","80","-1","24","9999495000","-1","13","0","1403","0","107.0","0.0","0.104","0.0","true"
"Tcp","4","76429","90","80","-1","24","9999493000","-1","13","0","1414","0","108.0","0.0","0.104","0.0","true"
"Tcp","4","76429","91","80","-1","24","9999488000","-1","12","0","1306","0","108.0","0.0","0.096","0.0","true"
"Tcp","4","76429","108","80","-1","24","9999485000","-1","12","0","1276","0","106.0","0.0","0.096","0.0","true"
"Tcp","4","76429","112","80","-1","24","9999130000","-1","12","0","1300","0","108.0","0.0","0.096","0.0","true"
"Tcp","4","76429","90","80","-1","24","9999127000","-1","12","0","1305","0","108.0","0.0","0.096","0.0","true"
"Tcp","4","76429","104","80","-1","24","10000554000","-1","13","0","1407","0","108.0","0.0","0.104","0.0","true"
"Tcp","4","76429","108","80","-1","24","10000556000","-1","13","0","1378","0","106.0","0.0","0.104","0.0","true"
"Tcp","4","76429","100","80","-1","24","10000558000","-1","13","0","1383","0","106.0","0.0","0.104","0.0","true"
"Tcp","4","76429","96","80","-1","24","10000557000","-1","12","0","1244","0","103.0","0.0","0.096","0.0","true"
"Tcp","4","76429","97","80","-1","24","10000556000","-1","12","0","1283","0","106.0","0.0","0.096","0.0","true"
"Tcp","4","76429","108","80","-1","24","9999031000","-1","12","0","1316","0","109.0","0.0","0.096","0.0","true"
"Tcp","4","76429","93","80","-1","24","9999003000","-1","11","0","1185","0","107.0","0.0","0.088","0.0","true"
"Tcp","4","76429","104","80","-1","24","9998997000","-1","11","0","1183","0","107.0","0.0","0.088","0.0","true"
"Tcp","4","76429","95","80","-1","24","9999008000","-1","11","0","1159","0","105.0","0.0","0.088","0.0","true"
"Tcp","4","76429","95","80","-1","24","10000427000","-1","11","0","1173","0","106.0","0.0","0.088","0.0","true"
"Tcp","4","76430","97","80","-1","24","9998793000","-1","12","0","1299","0","108.0","0.0","0.096","0.0","true"
"Tcp","4","76430","109","80","-1","24","9998762000","-1","12","0","1278","0","106.0","0.0","0.096","0.0","true"
"Tcp","4","76430","110","80","-1","24","9998758000","-1","12","0","1304","0","108.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","101","80","-1","24","9998752000","-1","12","0","1317","0","109.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","105","80","-1","24","9998748000","-1","12","0","1302","0","108.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","97","80","-1","24","9990965000","-1","12","0","1323","0","110.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","101","80","-1","24","9990950000","-1","12","0","1316","0","109.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","84","80","-1","24","9990952000","-1","12","0","1264","0","105.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","112","80","-1","24","9990948000","-1","12","0","1287","0","107.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","83","80","-1","24","9992374000","-1","12","0","1297","0","108.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","90","80","-1","24","9992375000","-1","12","0","1260","0","105.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","78","80","-1","24","9992371000","-1","12","0","1216","0","101.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","111","80","-1","24","9992363000","-1","12","0","1307","0","108.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","113","80","-1","24","9992359000","-1","12","0","1305","0","108.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76430","83","80","-1","24","9990976000","-1","12","0","1253","0","104.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76431","92","80","-1","24","9990964000","-1","12","0","1267","0","105.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76431","85","80","-1","24","9990978000","-1","12","0","1289","0","107.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76431","111","80","-1","24","9990982000","-1","12","0","1317","0","109.0","0.0","0.09523809523809523","0.0","true"
"Tcp","4","76431","92","80","-1","24","9994365000","-1","13","0","1386","0","106.0","0.0","0.10317460317460317","0.0","true"
"Tcp","4","76431","95","80","-1","24","9992694000","-1","13","0","1412","0","108.0","0.0","0.10317460317460317","0.0","true"
"Tcp","4","76431","97","80","-1","24","9992659000","-1","13","0","1378","0","106.0","0.0","0.10317460317460317","0.0","true"
"Tcp","4","76431","99","80","-1","24","9992636000","-1","13","0","1371","0","105.0","0.0","0.10236220472440945","0.0","true"
"Tcp","4","76431","94","80","-1","24","9992610000","-1","13","0","1339","0","103.0","0.0","0.10236220472440945","0.0","true"
"Tcp","4","76431","107","80","-1","24","9992591000","-1","13","0","1453","0","111.0","0.0","0.10236220472440945","0.0","true"
"Tcp","4","76431","105","80","-1","24","9990867000","-1","13","0","1404","0","108.0","0.0","0.10236220472440945","0.0","true"
"Tcp","4","76431","91","80","-1","24","9990818000","-1","12","0","1287","0","107.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76431","86","80","-1","24","9990800000","-1","12","0","1296","0","108.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76431","100","80","-1","24","9990777000","-1","12","0","1339","0","111.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76431","92","80","-1","24","9990733000","-1","12","0","1304","0","108.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76431","106","80","-1","24","9990720000","-1","12","0","1291","0","107.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76432","80","80","-1","24","9990722000","-1","12","0","1279","0","106.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76432","95","80","-1","24","9984882000","-1","13","0","1362","0","104.0","0.0","0.10236220472440945","0.0","true"
"Tcp","4","76432","103","80","-1","24","9984830000","-1","13","0","1367","0","105.0","0.0","0.10236220472440945","0.0","true"
"Tcp","4","76432","98","80","-1","24","9984821000","-1","12","0","1327","0","110.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76432","99","80","-1","24","9984826000","-1","11","0","1189","0","108.0","0.0","0.08661417322834646","0.0","true"
"Tcp","4","76432","94","80","-1","24","9984822000","-1","12","0","1238","0","103.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76432","94","80","-1","24","9984822000","-1","11","0","1196","0","108.0","0.0","0.08661417322834646","0.0","true"
"Tcp","4","76432","96","80","-1","24","9986155000","-1","11","0","1198","0","108.0","0.0","0.08661417322834646","0.0","true"
"Tcp","4","76432","79","80","-1","24","9986173000","-1","12","0","1264","0","105.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76432","86","80","-1","24","9986179000","-1","12","0","1298","0","108.0","0.0","0.09448818897637795","0.0","true"
"Tcp","4","76432","89","80","-1","24","9986178000","-1","12","0","1259","0","104.0","0.0","0.09375","0.0","true"
"Tcp","4","76432","95","80","-1","24","9986175000","-1","12","0","1304","0","108.0","0.0","0.09375","0.0","true"
"Tcp","4","76432","88","80","-1","24","9984760000","-1","12","0","1287","0","107.0","0.0","0.09375","0.0","true"
"Tcp","4","76432","100","80","-1","24","9984737000","-1","11","0","1189","0","108.0","0.0","0.0859375","0.0","true"
"Tcp","4","76432","97","80","-1","24","9984734000","-1","9","0","1030","0","114.0","0.0","0.0703125","0.0","true"
"Tcp","4","76432","93","80","-1","24","9984736000","-1","9","0","1009","0","112.0","0.0","0.0703125","0.0","true"
"Tcp","4","76433","96","80","-1","24","9984734000","-1","8","0","883","0","110.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","87","80","-1","24","9985400000","-1","8","0","904","0","113.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","94","80","-1","24","9985411000","-1","8","0","900","0","112.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","84","80","-1","24","9985412000","-1","8","0","922","0","115.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","86","80","-1","24","9985408000","-1","8","0","930","0","116.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","88","80","-1","24","9985406000","-1","8","0","921","0","115.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","83","80","-1","24","9983763000","-1","8","0","896","0","112.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","84","80","-1","24","9983746000","-1","8","0","923","0","115.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","98","80","-1","24","9983743000","-1","8","0","928","0","116.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","102","80","-1","24","9983764000","-1","8","0","928","0","116.0","0.0","0.0625","0.0","true"
"Tcp","4","76433","92","80","-1","24","9985321000","-1","9","0","953","0","105.0","0.0","0.0703125","0.0","true"
"Tcp","4","76433","78","80","-1","24","9985399000","-1","9","0","992","0","110.0","0.0","0.0703125","0.0","true"
"Tcp","4","76433","83","80","-1","24","9985404000","-1","9","0","1020","0","113.0","0.0","0.0703125","0.0","true"
"Tcp","4","76433","109","80","-1","24","9985406000","-1","9","0","969","0","107.0","0.0","0.06976744186046512","0.0","true"
"Tcp","4","76434","97","80","-1","24","9985405000","-1","8","0","898","0","112.0","0.0","0.06201550387596899","0.0","true"
"Tcp","4","76434","87","80","-1","24","9985406000","-1","6","0","712","0","118.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","103","80","-1","24","9985406000","-1","6","0","733","0","122.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","83","80","-1","24","9985406000","-1","6","0","715","0","119.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","93","80","-1","24","9985410000","-1","6","0","749","0","124.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","92","80","-1","24","9985409000","-1","6","0","707","0","117.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","100","80","-1","24","9986549000","-1","6","0","725","0","120.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","81","80","-1","24","9986557000","-1","6","0","703","0","117.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","84","80","-1","24","90002125000","-1","5","0","614","0","122.0","0.0","0.03875968992248062","0.0","true"
"Tcp","4","76434","92","80","-1","24","90002117000","-1","5","0","620","0","124.0","0.0","0.03875968992248062","0.0","true"
"Tcp","4","76434","114","80","-1","24","49998215000","-1","6","0","726","0","121.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","105","80","-1","24","49998200000","-1","6","0","728","0","121.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","102","80","-1","24","49998200000","-1","6","0","729","0","121.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76434","95","80","-1","24","49998201000","-1","6","0","717","0","119.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76435","97","80","-1","24","49998204000","-1","6","0","737","0","122.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76435","97","80","-1","24","50000248000","-1","6","0","699","0","116.0","0.0","0.046511627906976744","0.0","true"
"Tcp","4","76435","78","80","-1","24","50000288000","-1","6","0","700","0","116.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76435","98","80","-1","24","50000284000","-1","6","0","705","0","117.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76435","102","80","-1","24","50000280000","-1","6","0","712","0","118.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76435","97","80","-1","24","49997612000","-1","6","0","723","0","120.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76435","104","80","-1","24","50000338000","-1","6","0","711","0","118.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76435","87","80","-1","24","50000371000","-1","5","0","620","0","124.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76435","108","80","-1","24","50000371000","-1","5","0","629","0","125.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76435","92","80","-1","24","50000372000","-1","5","0","607","0","121.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76435","81","80","-1","24","50000374000","-1","5","0","607","0","121.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76435","86","80","-1","24","50000375000","-1","5","0","595","0","119.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76435","97","80","-1","24","50000373000","-1","5","0","634","0","126.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76435","94","80","-1","24","50000371000","-1","6","0","701","0","116.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76435","95","80","-1","24","50000374000","-1","6","0","712","0","118.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76436","113","80","-1","24","50000374000","-1","6","0","746","0","124.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76436","101","80","-1","24","50000373000","-1","6","0","732","0","122.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76436","99","80","-1","24","50000338000","-1","6","0","725","0","120.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76436","90","80","-1","24","50000373000","-1","6","0","719","0","119.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76436","111","80","-1","24","50000376000","-1","6","0","712","0","118.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76436","94","80","-1","24","50000376000","-1","6","0","716","0","119.0","0.0","0.046153846153846156","0.0","true"
"Tcp","4","76436","94","80","-1","24","90001969000","-1","5","0","631","0","126.0","0.0","0.03816793893129771","0.0","true"
"Tcp","4","76436","79","80","-1","24","90001972000","-1","5","0","613","0","122.0","0.0","0.03816793893129771","0.0","true"
"Tcp","4","76436","98","80","-1","24","97808406000","-1","4","0","528","0","132.0","0.0","0.03076923076923077","0.0","true"
"Tcp","4","76436","104","80","-1","24","97796468000","-1","4","0","534","0","133.0","0.0","0.03076923076923077","0.0","true"
"Tcp","4","76436","104","80","-1","24","90001629000","-1","5","0","627","0","125.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76436","95","80","-1","24","90001591000","-1","5","0","629","0","125.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76436","89","80","-1","24","90001588000","-1","5","0","606","0","121.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76436","93","80","-1","24","90001587000","-1","5","0","615","0","123.0","0.0","0.038461538461538464","0.0","true"
"Tcp","4","76436","66","80","-1","2","502813000","-1","2","0","132","0","66.0","0.0","0.06060606060606061","0.0","false"
"Tcp","4","76436","62","80","-1","2","503885000","-1","3","0","194","0","64.0","0.0","0.09090909090909091","0.0","false"
"Tcp","4","76437","66","80","-1","2","500326000","-1","2","0","132","0","66.0","0.0","0.0625","0.0","false"
"Tcp","4","76437","66","80","-1","2","0","-1","1","0","66","0","66.0","0.0","0.03225806451612903","0.0","false"
"Tcp","4","76437","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.03225806451612903","0.0","true"
"Icmp","4","76437","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76437","66","80","-1","2","0","-1","1","0","66","0","66.0","0.0","0.03225806451612903","0.0","false"
"Tcp","4","76437","66","80","-1","2","499345000","-1","2","0","132","0","66.0","0.0","0.06451612903225806","0.0","false"
"Icmp","4","76437","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76437","66","80","-1","2","0","-1","1","0","66","0","66.0","0.0","0.03333333333333333","0.0","false"
"Tcp","4","76437","66","80","-1","2","509358000","-1","2","0","132","0","66.0","0.0","0.06666666666666667","0.0","false"
"Tcp","4","76437","62","80","-1","2","500345000","-1","3","0","194","0","64.0","0.0","0.1","0.0","false"
"Icmp","4","76437","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76437","66","80","-1","2","505329000","-1","2","0","132","0","66.0","0.0","0.07142857142857142","0.0","false"
"Tcp","4","76437","62","80","-1","2","503343000","-1","3","0","194","0","64.0","0.0","0.10714285714285714","0.0","false"
"Tcp","4","76438","66","80","-1","2","499547000","-1","2","0","132","0","66.0","0.0","0.07407407407407407","0.0","false"
"Tcp","4","76438","66","80","-1","2","0","-1","1","0","66","0","66.0","0.0","0.038461538461538464","0.0","false"
"Tcp","4","76438","66","80","-1","2","0","-1","1","0","66","0","66.0","0.0","0.038461538461538464","0.0","false"
"Tcp","4","76438","66","80","-1","2","438249000","-1","2","0","132","0","66.0","0.0","0.07407407407407407","0.0","false"
"Tcp","4","76438","66","80","-1","2","503365000","-1","3","0","198","0","66.0","0.0","0.1111111111111111","0.0","false"
"Tcp","4","76438","66","80","-1","2","499328000","-1","3","0","198","0","66.0","0.0","0.11538461538461539","0.0","false"
"Tcp","4","76438","77","80","-1","24","10000655000","-1","14","0","1524","0","108.0","0.0","0.1044776119402985","0.0","true"
"Tcp","4","76438","79","80","-1","24","10000686000","-1","14","0","1459","0","104.0","0.0","0.1044776119402985","0.0","true"
"Tcp","4","76438","87","80","-1","24","10000680000","-1","14","0","1486","0","106.0","0.0","0.1044776119402985","0.0","true"
"Tcp","4","76438","79","80","-1","24","10000679000","-1","14","0","1411","0","100.0","0.0","0.1044776119402985","0.0","true"
"Tcp","4","76438","89","80","-1","24","10000676000","-1","14","0","1506","0","107.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76438","106","80","-1","24","10000676000","-1","14","0","1489","0","106.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76438","102","80","-1","24","10000656000","-1","14","0","1511","0","107.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","95","80","-1","24","10000656000","-1","14","0","1493","0","106.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","91","80","-1","24","10000657000","-1","14","0","1466","0","104.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","85","80","-1","24","10000656000","-1","14","0","1447","0","103.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","81","80","-1","24","9999381000","-1","14","0","1445","0","103.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","105","80","-1","24","10000271000","-1","14","0","1474","0","105.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","93","80","-1","24","10000340000","-1","14","0","1453","0","103.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","104","80","-1","24","10000340000","-1","14","0","1549","0","110.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","92","80","-1","24","10000344000","-1","14","0","1494","0","106.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","80","80","-1","24","10000348000","-1","14","0","1470","0","105.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76439","94","80","-1","24","10000354000","-1","13","0","1421","0","109.0","0.0","0.0962962962962963","0.0","true"
"Tcp","4","76439","101","80","-1","24","10000362000","-1","13","0","1352","0","104.0","0.0","0.0962962962962963","0.0","true"
"Tcp","4","76439","105","80","-1","24","10000363000","-1","13","0","1362","0","104.0","0.0","0.0962962962962963","0.0","true"
"Tcp","4","76439","89","80","-1","24","9998970000","-1","13","0","1380","0","106.0","0.0","0.0962962962962963","0.0","true"
"Tcp","4","76439","97","80","-1","24","9998946000","-1","14","0","1490","0","106.0","0.0","0.1037037037037037","0.0","true"
"Tcp","4","76440","108","80","-1","24","9998952000","-1","14","0","1514","0","108.0","0.0","0.10294117647058823","0.0","true"
"Tcp","4","76440","98","80","-1","24","9999956000","-1","14","0","1460","0","104.0","0.0","0.10294117647058823","0.0","true"
"Tcp","4","76440","82","80","-1","24","9999964000","-1","13","0","1344","0","103.0","0.0","0.09558823529411764","0.0","true"
"Tcp","4","76440","102","80","-1","24","9999969000","-1","13","0","1358","0","104.0","0.0","0.09558823529411764","0.0","true"
"Tcp","4","76440","83","80","-1","24","9999978000","-1","13","0","1366","0","105.0","0.0","0.09558823529411764","0.0","true"
"Tcp","4","76440","87","80","-1","24","9999984000","-1","11","0","1151","0","104.0","0.0","0.08088235294117647","0.0","true"
"Tcp","4","76440","108","80","-1","24","9999998000","-1","12","0","1315","0","109.0","0.0","0.08823529411764706","0.0","true"
"Tcp","4","76440","109","80","-1","24","10000005000","-1","12","0","1290","0","107.0","0.0","0.08823529411764706","0.0","true"
"Tcp","4","76440","89","80","-1","24","9998562000","-1","13","0","1385","0","106.0","0.0","0.09558823529411764","0.0","true"
"Tcp","4","76440","95","80","-1","24","9998568000","-1","13","0","1333","0","102.0","0.0","0.09558823529411764","0.0","true"
"Tcp","4","76440","89","80","-1","24","9998574000","-1","13","0","1405","0","108.0","0.0","0.09558823529411764","0.0","true"
"Tcp","4","76440","106","80","-1","24","9999443000","-1","13","0","1381","0","106.0","0.0","0.09558823529411764","0.0","true"
"Tcp","4","76440","101","80","-1","24","9999512000","-1","13","0","1384","0","106.0","0.0","0.09558823529411764","0.0","true"
