"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","conn.in_enc_timed","conn.ou_enc_timed","conn.in_enc_count","conn.ou_enc_count","conn.in_tsize","conn.ou_tsize","conn.in_asize","conn.ou_asize","conn.in_rateps","conn.ou_rateps","attack"
"Tcp","4","76067","54","80","-1","16","2151649000","-1","14","0","4910","0","350.0","0.0","0.09655172413793103","0.0","false"
"Tcp","4","76068","54","80","-1","16","34000","-1","16","0","5018","0","313.0","0.0","0.1103448275862069","0.0","false"
"Tcp","4","76068","54","80","-1","16","32000","-1","18","0","5126","0","284.0","0.0","0.12413793103448276","0.0","false"
"Tcp","4","76068","54","80","-1","16","33000","-1","20","0","5234","0","261.0","0.0","0.13793103448275862","0.0","false"
"Tcp","4","76068","54","80","-1","16","58000","-1","22","0","5342","0","242.0","0.0","0.15172413793103448","0.0","false"
"Tcp","4","76068","54","80","-1","17","1069803000","-1","7","0","1677","0","239.0","0.0","0.04794520547945205","0.0","false"
"Tcp","4","76068","54","80","-1","17","784743000","-1","9","0","2559","0","284.0","0.0","0.06164383561643835","0.0","false"
"Tcp","4","76068","66","80","-1","2","0","-1","1","0","66","0","66.0","0.0","0.0072992700729927005","0.0","false"
"Tcp","4","76068","66","80","-1","2","0","-1","1","0","66","0","66.0","0.0","0.007246376811594203","0.0","false"
"Tcp","4","76068","54","80","-1","16","1886000","-1","2","0","120","0","60.0","0.0","0.014492753623188406","0.0","false"
"Tcp","4","76068","54","80","-1","16","1994000","-1","2","0","120","0","60.0","0.0","0.014492753623188406","0.0","false"
"Http","4","76068","740","80","-1","24","79000","-1","3","0","860","0","286.0","0.0","0.021739130434782608","0.0","false"
"Tcp","4","76068","54","80","-1","16","2060000","-1","2","0","120","0","60.0","0.0","0.014492753623188406","0.0","false"
"Http","4","76068","689","80","-1","24","1621000","-1","3","0","809","0","269.0","0.0","0.021739130434782608","0.0","false"
"Http","4","76068","687","80","-1","24","6030000","-1","4","0","1522","0","380.0","0.0","0.028985507246376812","0.0","false"
"Http","4","76069","719","80","-1","24","6006000","-1","4","0","1579","0","394.0","0.0","0.028985507246376812","0.0","false"
"Tcp","4","76069","54","80","-1","16","24993000","-1","23","0","5396","0","234.0","0.0","0.15753424657534246","0.0","false"
"Http","4","76069","800","80","-1","24","119185000","-1","5","0","2322","0","464.0","0.0","0.036231884057971016","0.0","false"
"Icmp","4","76069","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76069","54","80","-1","16","173541000","-1","4","0","863","0","215.0","0.0","0.028985507246376812","0.0","false"
"Tcp","4","76069","66","80","-1","16","19210079000","9600592000","12","2","1460","134","121.0","67.0","0.06593406593406594","0.01098901098901099","true"
"Tcp","4","76069","66","80","-1","16","19213038000","9607501000","12","2","1460","134","121.0","67.0","0.06593406593406594","0.01098901098901099","true"
"Tcp","4","76069","66","80","-1","16","3984000","-1","2","0","140","0","70.0","0.0","0.014492753623188406","0.0","true"
"Tcp","4","76069","66","80","-1","16","4946000","-1","4","0","468","0","117.0","0.0","0.028985507246376812","0.0","true"
"Tcp","4","76069","66","80","-1","16","4922000","-1","6","0","600","0","100.0","0.0","0.043478260869565216","0.0","true"
"Tcp","4","76069","66","80","-1","16","1931673000","9600535000","13","7","1526","480","117.0","68.0","0.07103825136612021","0.03825136612021858","true"
"Tcp","4","76069","66","80","-1","16","1888256000","9614515000","13","7","1526","480","117.0","68.0","0.07103825136612021","0.03825136612021858","true"
"Tcp","4","76069","66","80","-1","16","1925213000","9609105000","13","7","1526","480","117.0","68.0","0.07103825136612021","0.03825136612021858","true"
"Tcp","4","76069","66","80","-1","16","19199058000","9601367000","12","2","1460","134","121.0","67.0","0.06593406593406594","0.01098901098901099","true"
"Tcp","4","76069","66","80","-1","16","1937447000","9609088000","13","7","1526","480","117.0","68.0","0.07103825136612021","0.03825136612021858","true"
"Tcp","4","76069","66","80","-1","16","1919185000","9614516000","13","7","1526","480","117.0","68.0","0.07103825136612021","0.03825136612021858","true"
"Tcp","4","76070","66","80","-1","16","1977725000","9600450000","13","7","1526","480","117.0","68.0","0.07103825136612021","0.03825136612021858","true"
"Tcp","4","76070","66","80","-1","16","1983695000","9600714000","13","7","1526","480","117.0","68.0","0.07103825136612021","0.03825136612021858","true"
"Tcp","4","76070","66","80","-1","16","1895970000","9649612000","13","7","1526","480","117.0","68.0","0.07103825136612021","0.03825136612021858","true"
"Tcp","4","76070","66","80","-1","16","44997000","9609105000","14","7","1592","480","113.0","68.0","0.07608695652173914","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","1725034000","9607319000","13","7","1526","480","117.0","68.0","0.07065217391304347","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","44892000","9609088000","14","7","1592","480","113.0","68.0","0.07608695652173914","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","1948420000","9607539000","13","7","1526","480","117.0","68.0","0.07065217391304347","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","43104000","9614516000","14","7","1592","480","113.0","68.0","0.07608695652173914","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","1953282000","9607678000","13","7","1526","480","117.0","68.0","0.07065217391304347","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","43023000","9600450000","14","7","1592","480","113.0","68.0","0.07608695652173914","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","1931162000","9649662000","13","7","1526","480","117.0","68.0","0.07065217391304347","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","42144000","9649612000","14","7","1592","480","113.0","68.0","0.07608695652173914","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","1940163000","9599765000","13","7","1526","480","117.0","68.0","0.07065217391304347","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","1749087000","9639608000","13","7","1526","480","117.0","68.0","0.07065217391304347","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","1755145000","9639475000","13","7","1526","480","117.0","68.0","0.07065217391304347","0.03804347826086957","true"
"Tcp","4","76070","66","80","-1","16","43923000","9607539000","14","7","1592","480","113.0","68.0","0.07608695652173914","0.03804347826086957","true"
"Tcp","4","76071","66","80","-1","16","42993000","9607678000","14","7","1592","480","113.0","68.0","0.07608695652173914","0.03804347826086957","true"
"Tcp","4","76071","66","80","-1","16","1965107000","9600634000","13","7","1526","480","117.0","68.0","0.07065217391304347","0.03804347826086957","true"
"Tcp","4","76071","66","80","-1","16","1702937000","9597286000","13","7","1526","480","117.0","68.0","0.07065217391304347","0.03804347826086957","true"
"Tcp","4","76071","66","80","-1","16","43061000","9600586000","14","7","1592","480","113.0","68.0","0.07567567567567568","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","1957187000","9609058000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","42038000","9639475000","14","7","1592","480","113.0","68.0","0.07567567567567568","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","1900182000","9600568000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","1900398000","9600397000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","1810218000","9639523000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","42091000","9597286000","14","7","1592","480","113.0","68.0","0.07567567567567568","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","1882097000","9608625000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","42950000","9609058000","14","7","1592","480","113.0","68.0","0.07567567567567568","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","1768098000","9597930000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","1773937000","9596995000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76071","66","80","-1","16","44082000","9600568000","14","7","1592","480","113.0","68.0","0.07567567567567568","0.03783783783783784","true"
"Tcp","4","76072","66","80","-1","16","1911124000","9608345000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76072","66","80","-1","16","41017000","9640527000","14","7","1592","480","113.0","68.0","0.07567567567567568","0.03783783783783784","true"
"Tcp","4","76072","66","80","-1","16","1929180000","9609605000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76072","66","80","-1","16","1769220000","9640306000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76072","66","80","-1","16","43090000","9596773000","14","7","1592","480","113.0","68.0","0.07567567567567568","0.03783783783783784","true"
"Tcp","4","76072","66","80","-1","16","1976299000","9600570000","13","7","1526","480","117.0","68.0","0.07027027027027027","0.03783783783783784","true"
"Tcp","4","76072","66","80","-1","16","44027000","9596995000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76072","66","80","-1","16","42108000","9597161000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76072","66","80","-1","16","1959178000","9609591000","13","7","1526","480","117.0","68.0","0.06989247311827956","0.03763440860215054","true"
"Tcp","4","76072","66","80","-1","16","1789156000","9608105000","13","7","1526","480","117.0","68.0","0.06989247311827956","0.03763440860215054","true"
"Tcp","4","76072","66","80","-1","16","43965000","9640306000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76072","66","80","-1","16","41098000","9640364000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76072","66","80","-1","16","43914000","9600570000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76072","66","80","-1","16","42113000","9600452000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76072","66","80","-1","16","1836067000","9640382000","13","7","1526","480","117.0","68.0","0.06989247311827956","0.03763440860215054","true"
"Tcp","4","76073","66","80","-1","16","41569000","9609591000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76073","66","80","-1","16","43038000","9608282000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76073","66","80","-1","16","42061000","9608105000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76073","66","80","-1","16","44016000","9601058000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76073","66","80","-1","16","42042000","9600625000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76073","66","80","-1","16","44032000","9640363000","14","7","1592","480","113.0","68.0","0.07526881720430108","0.03763440860215054","true"
"Tcp","4","76073","66","80","-1","16","1957159000","9601515000","13","7","1526","480","117.0","68.0","0.06989247311827956","0.03763440860215054","true"
"Tcp","4","76073","66","80","-1","16","1963321000","9601467000","13","7","1526","480","117.0","68.0","0.06989247311827956","0.03763440860215054","true"
"Tcp","4","76073","66","80","-1","16","1915206000","9601845000","13","7","1526","480","117.0","68.0","0.06951871657754011","0.0374331550802139","true"
"Tcp","4","76073","66","80","-1","16","1896280000","9641081000","13","6","1526","402","117.0","67.0","0.06951871657754011","0.03208556149732621","true"
"Tcp","4","76073","66","80","-1","16","40983000","9602445000","14","7","1592","480","113.0","68.0","0.0748663101604278","0.0374331550802139","true"
"Tcp","4","76073","66","80","-1","16","1877120000","9602677000","13","6","1526","402","117.0","67.0","0.06951871657754011","0.03208556149732621","true"
"Tcp","4","76073","66","80","-1","16","44085000","9608235000","14","7","1592","480","113.0","68.0","0.0748663101604278","0.0374331550802139","true"
"Tcp","4","76073","66","80","-1","16","1715041000","9601865000","13","6","1526","402","117.0","67.0","0.06951871657754011","0.03208556149732621","true"
"Tcp","4","76073","66","80","-1","16","42011000","9601467000","14","7","1592","480","113.0","68.0","0.0748663101604278","0.0374331550802139","true"
"Tcp","4","76074","66","80","-1","16","1727019000","9601905000","13","6","1526","402","117.0","67.0","0.06951871657754011","0.03208556149732621","true"
"Tcp","4","76074","66","80","-1","16","42088000","9602648000","14","7","1592","480","113.0","68.0","0.0748663101604278","0.0374331550802139","true"
"Tcp","4","76074","66","80","-1","16","40992000","9640349000","14","6","1592","402","113.0","67.0","0.0748663101604278","0.03208556149732621","true"
"Tcp","4","76074","66","80","-1","16","41050000","9602677000","14","6","1592","402","113.0","67.0","0.0748663101604278","0.03208556149732621","true"
"Tcp","4","76074","66","80","-1","16","44018000","9602636000","14","6","1592","402","113.0","67.0","0.0748663101604278","0.03208556149732621","true"
"Tcp","4","76074","66","80","-1","16","1937290000","9602677000","13","6","1526","402","117.0","67.0","0.06951871657754011","0.03208556149732621","true"
"Tcp","4","76074","66","80","-1","16","41006000","9601905000","14","6","1592","402","113.0","67.0","0.0748663101604278","0.03208556149732621","true"
"Tcp","4","76074","66","80","-1","16","1879096000","9605276000","13","5","1526","335","117.0","67.0","0.06951871657754011","0.026737967914438502","true"
"Tcp","4","76074","66","80","-1","16","42371000","9602076000","14","6","1592","402","113.0","67.0","0.0748663101604278","0.03208556149732621","true"
"Tcp","4","76074","66","80","-1","16","40923000","9602676000","14","6","1592","402","113.0","67.0","0.07446808510638298","0.031914893617021274","true"
"Tcp","4","76074","66","80","-1","16","1962176000","9602689000","13","5","1526","335","117.0","67.0","0.06914893617021277","0.026595744680851064","true"
"Tcp","4","76074","66","80","-1","16","1682037000","9602405000","13","5","1526","335","117.0","67.0","0.06914893617021277","0.026595744680851064","true"
"Tcp","4","76074","66","80","-1","16","42035000","9602677000","14","6","1592","402","113.0","67.0","0.07446808510638298","0.031914893617021274","true"
"Tcp","4","76074","66","80","-1","16","41004000","9605854000","14","5","1592","335","113.0","67.0","0.07446808510638298","0.026595744680851064","true"
"Tcp","4","76074","66","80","-1","16","42023000","9605276000","14","5","1592","335","113.0","67.0","0.07446808510638298","0.026595744680851064","true"
"Tcp","4","76074","66","80","-1","16","1921260000","9605853000","13","5","1526","335","117.0","67.0","0.06914893617021277","0.026595744680851064","true"
"Tcp","4","76075","66","80","-1","16","43016000","9605831000","14","5","1592","335","113.0","67.0","0.07446808510638298","0.026595744680851064","true"
"Tcp","4","76075","66","80","-1","16","1934295000","9605846000","13","4","1526","268","117.0","67.0","0.06914893617021277","0.02127659574468085","true"
"Tcp","4","76075","66","80","-1","16","1890186000","9594334000","13","4","1526","268","117.0","67.0","0.06914893617021277","0.02127659574468085","true"
"Tcp","4","76075","66","80","-1","16","40035000","9602573000","14","5","1592","335","113.0","67.0","0.07446808510638298","0.026595744680851064","true"
"Tcp","4","76075","66","80","-1","16","42977000","9605730000","14","5","1592","335","113.0","67.0","0.07446808510638298","0.026595744680851064","true"
"Tcp","4","76075","66","80","-1","16","1753191000","9615483000","13","4","1526","268","117.0","67.0","0.06914893617021277","0.02127659574468085","true"
"Tcp","4","76075","66","80","-1","16","1748241000","9602407000","13","4","1526","268","117.0","67.0","0.06914893617021277","0.02127659574468085","true"
"Tcp","4","76075","66","80","-1","16","40022000","9605853000","14","5","1592","335","113.0","67.0","0.07446808510638298","0.026595744680851064","true"
"Tcp","4","76075","66","80","-1","16","1940206000","9601767000","13","4","1526","268","117.0","67.0","0.06914893617021277","0.02127659574468085","true"
"Tcp","4","76075","66","80","-1","16","42084000","9605846000","14","4","1592","268","113.0","67.0","0.07446808510638298","0.02127659574468085","true"
"Tcp","4","76075","66","80","-1","16","1776110000","9615307000","13","4","1526","268","117.0","67.0","0.06914893617021277","0.02127659574468085","true"
"Tcp","4","76075","66","80","-1","16","1939265000","9594333000","13","4","1526","268","117.0","67.0","0.06878306878306878","0.021164021164021163","true"
"Tcp","4","76075","66","80","-1","16","43944000","9615483000","14","4","1592","268","113.0","67.0","0.07407407407407407","0.021164021164021163","true"
"Tcp","4","76075","66","80","-1","16","40999000","9602429000","14","4","1592","268","113.0","67.0","0.07407407407407407","0.021164021164021163","true"
"Tcp","4","76075","66","80","-1","16","43991000","9602407000","14","4","1592","268","113.0","67.0","0.07407407407407407","0.021164021164021163","true"
"Tcp","4","76075","66","80","-1","16","43084000","9601775000","14","4","1592","268","113.0","67.0","0.07407407407407407","0.021164021164021163","true"
"Tcp","4","76076","66","80","-1","16","41024000","9615454000","14","4","1592","268","113.0","67.0","0.07407407407407407","0.021164021164021163","true"
"Tcp","4","76076","66","80","-1","16","40040000","9615307000","14","4","1592","268","113.0","67.0","0.07407407407407407","0.021164021164021163","true"
"Tcp","4","76076","66","80","-1","16","1809022000","9602451000","13","3","1526","201","117.0","67.0","0.06878306878306878","0.015873015873015872","true"
"Tcp","4","76076","66","80","-1","16","42017000","9594327000","14","4","1592","268","113.0","67.0","0.07407407407407407","0.021164021164021163","true"
"Tcp","4","76076","66","80","-1","16","1935379000","9602243000","13","3","1526","201","117.0","67.0","0.06878306878306878","0.015873015873015872","true"
"Tcp","4","76076","66","80","-1","16","41033000","9602165000","14","4","1592","268","113.0","67.0","0.07407407407407407","0.021164021164021163","true"
"Tcp","4","76076","66","80","-1","16","43939000","9602492000","14","4","1592","268","113.0","67.0","0.07407407407407407","0.021164021164021163","true"
"Tcp","4","76076","66","80","-1","16","43008000","9602407000","14","3","1592","201","113.0","67.0","0.07407407407407407","0.015873015873015872","true"
"Tcp","4","76076","66","80","-1","16","1771186000","9611543000","13","3","1526","201","117.0","67.0","0.06878306878306878","0.015873015873015872","true"
"Tcp","4","76076","66","80","-1","16","1776091000","9611544000","13","3","1526","201","117.0","67.0","0.06878306878306878","0.015873015873015872","true"
"Tcp","4","76076","66","80","-1","16","1976264000","9602163000","13","2","1526","134","117.0","67.0","0.06878306878306878","0.010582010582010581","true"
"Tcp","4","76076","66","80","-1","16","41041000","9606903000","14","3","1592","201","113.0","67.0","0.07368421052631578","0.015789473684210527","true"
"Tcp","4","76076","66","80","-1","16","1790973000","9609585000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76076","66","80","-1","16","1807074000","9611544000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76076","66","80","-1","16","42088000","9594672000","14","3","1592","201","113.0","67.0","0.07368421052631578","0.015789473684210527","true"
"Tcp","4","76077","66","80","-1","16","1873248000","9605448000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","43023000","9602163000","14","2","1592","134","113.0","67.0","0.07368421052631578","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","42038000","9601345000","14","2","1592","134","113.0","67.0","0.07368421052631578","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1897196000","9605673000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","44013000","9609419000","14","2","1592","134","113.0","67.0","0.07368421052631578","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","42093000","9611544000","14","2","1592","134","113.0","67.0","0.07368421052631578","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1845035000","9609635000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1851115000","9609469000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1967295000","9602952000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1973202000","9602994000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1785122000","9604464000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1785183000","9604628000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","44024000","9604580000","14","2","1592","134","113.0","67.0","0.07368421052631578","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1761164000","9608242000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1893101000","9601564000","13","2","1526","134","117.0","67.0","0.06842105263157895","0.010526315789473684","true"
"Tcp","4","76077","66","80","-1","16","1898982000","9601413000","13","2","1526","134","117.0","67.0","0.06806282722513089","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","43995000","9602952000","14","2","1592","134","113.0","67.0","0.07329842931937172","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","42075000","9602994000","14","2","1592","134","113.0","67.0","0.07329842931937172","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","42043000","9604628000","14","2","1592","134","113.0","67.0","0.07329842931937172","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","1813173000","9600592000","13","2","1526","134","117.0","67.0","0.06806282722513089","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","1928935000","9602487000","13","2","1526","134","117.0","67.0","0.06806282722513089","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","42068000","9601564000","14","2","1592","134","113.0","67.0","0.07329842931937172","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","1615098000","9604446000","13","2","1526","134","117.0","67.0","0.06806282722513089","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","1620020000","9604615000","13","2","1526","134","117.0","67.0","0.06806282722513089","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","1821216000","9604381000","13","2","1526","134","117.0","67.0","0.06806282722513089","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","1827178000","9604523000","13","2","1526","134","117.0","67.0","0.06806282722513089","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","1965054000","9601395000","13","2","1526","134","117.0","67.0","0.06806282722513089","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","1970965000","9601566000","13","2","1526","134","117.0","67.0","0.06806282722513089","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","43907000","9601425000","14","2","1592","134","113.0","67.0","0.07329842931937172","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","41044000","9604615000","14","2","1592","134","113.0","67.0","0.07329842931937172","0.010471204188481676","true"
"Tcp","4","76078","66","80","-1","16","44015000","9604523000","14","2","1592","134","113.0","67.0","0.07329842931937172","0.010471204188481676","true"
"Tcp","4","76078","60","21","-1","24","5993250000","-1","6","0","383","0","63.0","0.0","0.03821656050955414","0.0","false"
"Icmp","4","76079","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76079","54","80","-1","16","2332529000","-1","6","0","2395","0","399.0","0.0","0.04054054054054054","0.0","false"
"Tcp","4","76079","54","80","-1","16","4113000","-1","8","0","2503","0","312.0","0.0","0.05405405405405406","0.0","false"
"Tcp","4","76079","54","80","-1","16","35000","-1","10","0","2611","0","261.0","0.0","0.06756756756756757","0.0","false"
"Tcp","4","76079","66","80","-1","16","1920220000","9607501000","13","2","1526","134","117.0","67.0","0.06770833333333333","0.010416666666666666","true"
"Tcp","4","76079","66","80","-1","16","1927399000","9600592000","13","2","1526","134","117.0","67.0","0.06770833333333333","0.010416666666666666","true"
"Tcp","4","76079","66","80","-1","16","43046000","9607501000","14","2","1592","134","113.0","67.0","0.07291666666666667","0.010416666666666666","true"
"Tcp","4","76079","66","80","-1","16","43107000","9607342000","14","2","1592","134","113.0","67.0","0.07291666666666667","0.010416666666666666","true"
"Tcp","4","76079","66","80","-1","16","44049000","9601367000","14","2","1592","134","113.0","67.0","0.07291666666666667","0.010416666666666666","true"
"Tcp","4","76079","66","80","-1","16","19208051000","9597540000","12","2","1460","134","121.0","67.0","0.0625","0.010416666666666666","true"
"Icmp","4","76079","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Http","4","76079","839","80","-1","24","1478677000","-1","12","0","3504","0","292.0","0.0","0.08053691275167785","0.0","false"
"Tcp","4","76079","54","80","-1","16","4801222000","-1","7","0","1955","0","279.0","0.0","0.0457516339869281","0.0","false"
"Tcp","4","76079","66","80","-1","16","1935312000","9597540000","13","2","1526","134","117.0","67.0","0.06770833333333333","0.010416666666666666","true"
"Tcp","4","76079","54","80","-1","16","4831000000","-1","5","0","917","0","183.0","0.0","0.03355704697986577","0.0","false"
"Tcp","4","76079","54","80","-1","16","5002309000","-1","24","0","5450","0","227.0","0.0","0.15286624203821655","0.0","false"
"Tcp","4","76080","66","80","-1","16","43015000","9597541000","14","2","1592","134","113.0","67.0","0.07253886010362694","0.010362694300518135","true"
"Icmp","4","76080","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76080","74","80","-1","2","0","-1","1","0","74","0","74.0","0.0","0.006944444444444444","0.0","true"
"Http","4","76080","262","80","-1","24","76000","-1","3","0","402","0","134.0","0.0","0.020833333333333332","0.0","true"
"Tcp","4","76080","66","80","-1","17","3005000","-1","5","0","534","0","106.0","0.0","0.034722222222222224","0.0","true"
"Tcp","4","76080","66","80","-1","16","19211067000","9606450000","12","3","1460","201","121.0","67.0","0.06217616580310881","0.015544041450777202","true"
"Tcp","4","76080","66","21","-1","2","0","-1","1","0","66","0","66.0","0.0","0.006944444444444444","0.0","false"
"Tcp","4","76080","66","80","-1","16","19201207000","9602313000","12","3","1460","201","121.0","67.0","0.06217616580310881","0.015544041450777202","true"
"Tcp","4","76080","54","21","-1","16","4034000","-1","3","0","174","0","58.0","0.0","0.020833333333333332","0.0","false"
"Tcp","4","76080","66","80","-1","16","19205381000","9607403000","12","2","1460","134","121.0","67.0","0.06217616580310881","0.010362694300518135","true"
"Icmp","4","76080","74","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1.0","-1.0","-1.0","-1.0","false"
"Tcp","4","76080","66","80","-1","16","19210872000","9619566000","12","2","1460","134","121.0","67.0","0.06217616580310881","0.010362694300518135","true"
"Tcp","4","76080","66","80","-1","16","19203731000","9609420000","12","2","1460","134","121.0","67.0","0.06217616580310881","0.010362694300518135","true"
"Tcp","4","76080","66","80","-1","16","19203918000","9609464000","12","3","1460","201","121.0","67.0","0.06217616580310881","0.015544041450777202","true"
"Tcp","4","76080","66","80","-1","16","19203869000","9609421000","12","2","1460","134","121.0","67.0","0.06217616580310881","0.010362694300518135","true"
"Tcp","4","76081","66","80","-1","16","19202836000","9609513000","12","2","1460","134","121.0","67.0","0.06217616580310881","0.010362694300518135","true"
"Tcp","4","76081","66","80","-1","16","19208804000","9611384000","12","2","1460","134","121.0","67.0","0.06217616580310881","0.010362694300518135","true"
"Tcp","4","76081","66","80","-1","16","19208790000","9611328000","12","2","1460","134","121.0","67.0","0.061855670103092786","0.010309278350515464","true"
"Tcp","4","76081","66","80","-1","16","19208828000","9612223000","12","2","1460","134","121.0","67.0","0.061855670103092786","0.010309278350515464","true"
"Tcp","4","76081","66","80","-1","16","19202325000","-1","12","1","1460","67","121.0","67.0","0.061855670103092786","0.005154639175257732","true"
"Tcp","4","76081","66","80","-1","16","19208897000","-1","12","1","1460","67","121.0","67.0","0.061855670103092786","0.005154639175257732","true"
"Tcp","4","76081","66","80","-1","16","19208897000","9610556000","12","2","1460","134","121.0","67.0","0.061855670103092786","0.010309278350515464","true"
"Tcp","4","76081","66","80","-1","16","19208892000","-1","12","1","1460","67","121.0","67.0","0.061855670103092786","0.005154639175257732","true"
