"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Tcp","4","75863","54","80","-1","16","109113000","74","14816","200.0","3.7","false"
"Tcp","4","75863","66","21","-1","2","158597000","76","14956","196.0","3.8","false"
"Tcp","4","75863","54","21","-1","16","3993000","78","15064","193.0","3.9","false"
"Icmp","4","75863","74","-1","-1","-1","434297000","81","15262","188.0","4.05","false"
"Tcp","4","75863","66","21","-1","2","154130000","82","15328","186.0","4.1","false"
"Tcp","4","75864","54","21","-1","16","3984000","84","15436","183.0","4.2","false"
"Tcp","4","75864","54","80","-1","17","75563000","86","15560","180.0","4.3","false"
"Tcp","4","75864","54","80","-1","16","5426000","88","15680","178.0","4.4","false"
"Icmp","4","75864","74","-1","-1","-1","23854000","90","16558","183.0","4.5","false"
"Icmp","4","75864","74","-1","-1","-1","299197000","91","16632","182.0","4.55","false"
"Tcp","4","75864","54","21","-1","17","3988000","95","16860","177.0","4.75","false"
"Tcp","4","75864","66","21","-1","2","3988000","95","16860","177.0","4.75","false"
"Tcp","4","75864","54","21","-1","16","3988000","95","16860","177.0","4.75","false"
"Tcp","4","75864","54","21","-1","16","3988000","95","16860","177.0","4.75","false"
"Icmp","4","75864","74","-1","-1","-1","337184000","97","17004","175.0","4.619047619047619","false"
"Tcp","4","75864","54","80","-1","16","66000","100","17166","171.0","4.761904761904762","false"
"Tcp","4","75864","54","80","-1","16","3932000","101","17220","170.0","4.809523809523809","false"
"Tcp","4","75864","54","80","-1","16","32000","104","17382","167.0","4.9523809523809526","false"
"Tcp","4","75864","54","21","-1","17","43925000","105","17436","166.0","5.0","false"
"Icmp","4","75864","74","-1","-1","-1","5982000","107","17564","164.0","5.095238095238095","false"
"Tcp","4","75865","54","21","-1","16","4003000","110","17738","161.0","5.238095238095238","false"
"Tcp","4","75865","70","21","-1","24","67000","111","17808","160.0","5.285714285714286","false"
"Tcp","4","75865","54","21","-1","17","11230000","114","18740","164.0","5.428571428571429","false"
"Tcp","4","75865","66","21","-1","2","142360000","115","18806","163.0","5.476190476190476","false"
"Tcp","4","75865","54","21","-1","16","4058000","117","18914","161.0","5.318181818181818","false"
"Icmp","4","75865","74","-1","-1","-1","152973000","119","19058","160.0","5.409090909090909","false"
"Tcp","4","75866","66","21","-1","2","162130000","121","19178","158.0","5.5","false"
"Tcp","4","75866","54","21","-1","16","3995000","123","19286","156.0","5.590909090909091","false"
"Tcp","4","75866","54","80","-1","17","52961000","125","19410","155.0","5.681818181818182","false"
"Tcp","4","75866","54","80","-1","16","3951000","127","19530","153.0","5.7727272727272725","false"
"Icmp","4","75866","74","-1","-1","-1","25527000","129","20473","158.0","5.608695652173913","false"
"Icmp","4","75866","74","-1","-1","-1","42037000","131","20601","157.0","5.695652173913044","false"
"Tcp","4","75866","54","80","-1","16","38001000","133","20709","155.0","5.782608695652174","false"
"Tcp","4","75867","54","80","-1","16","35000","135","20817","154.0","5.869565217391305","false"
"Tcp","4","75867","54","21","-1","16","3990000","137","20937","152.0","5.956521739130435","false"
"Tcp","4","75867","70","21","-1","24","83000","139","21061","151.0","6.043478260869565","false"
"Icmp","4","75867","74","-1","-1","-1","213174000","141","21189","150.0","6.130434782608695","false"
"Tcp","4","75867","54","21","-1","17","56649000","143","21317","149.0","5.958333333333333","false"
"Tcp","4","75868","54","80","-1","17","98000","145","21425","147.0","6.041666666666667","false"
"Tcp","4","75868","54","80","-1","17","29000","148","22262","150.0","6.166666666666667","false"
"Icmp","4","75868","74","-1","-1","-1","97875000","149","22336","149.0","6.208333333333333","false"
"Tcp","4","75868","54","80","-1","16","22027000","151","22464","148.0","6.04","false"
"Http","4","75869","729","80","-1","24","154082000","153","23247","151.0","6.12","false"
"Icmp","4","75869","74","-1","-1","-1","31097000","155","24125","155.0","6.2","false"
"Icmp","4","75870","74","-1","-1","-1","688471000","157","24273","154.0","6.038461538461538","false"
"Tcp","4","75870","54","80","-1","4","53000","159","24381","153.0","5.888888888888889","false"
"Tcp","4","75870","54","80","-1","4","34000","161","24489","152.0","5.962962962962963","false"
"Tcp","4","75870","54","80","-1","4","33000","163","24597","150.0","6.037037037037037","false"
"Tcp","4","75870","54","80","-1","4","32000","165","24705","149.0","6.111111111111111","false"
"Tcp","4","75870","54","80","-1","4","51000","168","24867","148.0","6.222222222222222","false"
"Tcp","4","75870","54","80","-1","4","34000","169","24921","147.0","6.2592592592592595","false"
"Tcp","4","75870","54","80","-1","4","32000","171","25029","146.0","6.333333333333333","false"
"Tcp","4","75871","66","21","-1","2","8841000","173","25149","145.0","6.407407407407407","false"
"Tcp","4","75871","54","21","-1","16","3983000","175","25257","144.0","6.481481481481482","false"
"Tcp","4","75871","54","80","-1","16","57007000","177","25381","143.0","6.555555555555555","false"
"Tcp","4","75871","54","21","-1","17","23001000","180","25563","142.0","6.666666666666667","false"
"Tcp","4","75871","54","80","-1","16","69000","181","25617","141.0","6.703703703703703","false"
"Tcp","4","75871","54","80","-1","16","57000","183","25725","140.0","6.777777777777778","false"
"Tcp","4","75871","54","80","-1","16","3880000","186","25887","139.0","6.642857142857143","false"
"Tcp","4","75871","54","80","-1","16","55000","187","25941","138.0","6.678571428571429","false"
"Tcp","4","75871","66","80","-1","2","10959000","189","26061","137.0","6.75","false"
"Tcp","4","75871","66","80","-1","2","40000","191","26193","137.0","6.821428571428571","false"
"Tcp","4","75871","66","80","-1","2","30000","193","26325","136.0","6.892857142857143","false"
"Tcp","4","75872","54","80","-1","16","10814000","195","27085","138.0","6.964285714285714","false"
"Tcp","4","75872","54","80","-1","16","41000","197","27193","138.0","7.035714285714286","false"
"Tcp","4","75872","54","80","-1","16","32000","199","27301","137.0","7.107142857142857","false"
"Tcp","4","75872","740","80","-1","24","31000","202","29442","145.0","7.214285714285714","false"
"Http","4","75872","694","80","-1","24","32000","204","30825","151.0","7.285714285714286","false"
"Http","4","75872","687","80","-1","24","31000","205","31512","153.0","7.321428571428571","false"
"Http","4","75872","719","80","-1","24","35000","208","33639","161.0","7.428571428571429","false"
"Tcp","4","75872","66","21","-1","2","3984000","210","33759","160.0","7.5","false"
"Tcp","4","75872","54","21","-1","16","60000","212","33883","159.0","7.310344827586207","false"
"Tcp","4","75872","54","80","-1","16","84000","214","33991","158.0","7.379310344827586","false"
"Tcp","4","75872","54","80","-1","16","42000","215","34045","158.0","7.413793103448276","false"
"Tcp","4","75872","54","80","-1","16","30000","217","34153","157.0","7.482758620689655","false"
"Http","4","75872","785","80","-1","24","38030000","220","35066","159.0","7.586206896551724","false"
"Http","4","75872","837","80","-1","24","32030000","221","35903","162.0","7.620689655172414","false"
"Http","4","75872","785","80","-1","24","15989000","224","37542","167.0","7.724137931034483","false"
"Tcp","4","75873","54","80","-1","16","71050000","226","37670","166.0","7.793103448275862","false"
"Icmp","4","75873","74","-1","-1","-1","684474000","227","37744","166.0","7.827586206896552","false"
"Icmp","4","75873","74","-1","-1","-1","680452000","229","37892","165.0","7.896551724137931","false"
"Tcp","4","75873","54","80","-1","16","137103000","231","38020","164.0","7.7","false"
"Tcp","4","75873","54","80","-1","16","70000","233","38128","163.0","7.766666666666667","false"
"Tcp","4","75873","54","80","-1","16","35000","236","38290","162.0","7.866666666666666","false"
"Tcp","4","75874","54","80","-1","16","30000","237","38344","161.0","7.9","false"
"Icmp","4","75874","74","-1","-1","-1","323233000","239","38492","161.0","7.709677419354839","false"
"Tcp","4","75875","54","80","-1","16","69049000","241","38620","160.0","7.774193548387097","false"
"Tcp","4","75876","54","80","-1","16","510311000","243","38748","159.0","7.59375","false"
"Tcp","4","75876","54","80","-1","16","33000","245","38856","158.0","7.65625","false"
"Tcp","4","75876","54","80","-1","16","47996000","247","38984","157.0","7.71875","false"
"Tcp","4","75877","79","21","-1","24","497307000","249","39137","157.0","7.545454545454546","false"
"Icmp","4","75877","74","-1","-1","-1","328481000","251","39285","156.0","7.382352941176471","false"
"Tcp","4","75878","54","80","-1","17","34000","254","39447","155.0","7.470588235294118","false"
"Tcp","4","75878","54","80","-1","17","31000","255","39501","154.0","7.5","false"
"Icmp","4","75878","74","-1","-1","-1","333049000","257","40304","156.0","7.5588235294117645","false"
"Tcp","4","75878","54","80","-1","16","104052000","259","40412","156.0","7.4","false"
"Tcp","4","75878","66","80","-1","2","26416000","261","40552","155.0","7.457142857142857","false"
"Tcp","4","75878","66","80","-1","2","32000","263","40684","154.0","7.514285714285714","false"
"Tcp","4","75878","54","80","-1","17","3784000","266","40858","153.0","7.6","false"
"Tcp","4","75879","54","80","-1","16","35000","268","40966","152.0","7.6571428571428575","false"
"Tcp","4","75879","54","80","-1","16","31000","270","41749","154.0","7.714285714285714","false"
"Icmp","4","75879","74","-1","-1","-1","639264000","271","41823","154.0","7.742857142857143","false"
"Tcp","4","75880","54","80","-1","20","526471000","273","41951","153.0","7.583333333333333","false"
"Tcp","4","75880","54","80","-1","4","32000","275","42059","152.0","7.638888888888889","false"
"Tcp","4","75880","54","80","-1","4","30000","277","42167","152.0","7.694444444444445","false"
"Tcp","4","75880","54","80","-1","4","31000","279","42275","151.0","7.75","false"
"Tcp","4","75880","54","80","-1","4","30000","281","42383","150.0","7.805555555555555","false"
"Tcp","4","75880","54","80","-1","4","79000","284","42545","149.0","7.675675675675675","false"
"Tcp","4","75880","54","80","-1","4","32000","285","42599","149.0","7.702702702702703","false"
"Tcp","4","75880","54","80","-1","4","137672000","288","42781","148.0","7.783783783783784","false"
"Icmp","4","75880","74","-1","-1","-1","334535000","289","42855","148.0","7.8108108108108105","false"
"Tcp","4","75880","54","80","-1","16","66000","291","42963","147.0","7.864864864864865","false"
"Tcp","4","75881","54","80","-1","16","75000","293","43071","147.0","7.918918918918919","false"
"Tcp","4","75881","54","80","-1","16","32000","295","43179","146.0","7.972972972972973","false"
"Tcp","4","75881","54","80","-1","16","62000","297","43287","145.0","8.027027027027026","false"
"Tcp","4","75881","66","80","-1","2","7932000","299","43407","145.0","8.08108108108108","false"
"Http","4","75881","706","80","-1","24","40000","301","44179","146.0","8.135135135135135","false"
"Http","4","75881","740","80","-1","24","32000","304","46320","152.0","8.216216216216216","false"
"Tcp","4","75881","54","80","-1","16","53000","306","46428","151.0","8.27027027027027","false"
"Http","4","75881","694","80","-1","24","33000","308","47811","155.0","8.105263157894736","false"
"Http","4","75881","687","80","-1","24","1954000","309","48498","156.0","8.131578947368421","false"
"Http","4","75881","719","80","-1","24","49000","311","49915","160.0","8.18421052631579","false"
"Http","4","75881","785","80","-1","24","25001000","314","51464","163.0","8.263157894736842","false"
"Http","4","75881","837","80","-1","24","21014000","315","52301","166.0","8.289473684210526","false"
"Http","4","75881","785","80","-1","24","4000000","317","53886","169.0","8.342105263157896","false"
"Tcp","4","75882","54","80","-1","16","32000","320","54048","168.0","8.421052631578947","false"
"Tcp","4","75882","54","80","-1","16","30000","321","54102","168.0","8.447368421052632","false"
"Tcp","4","75882","54","80","-1","16","2754000","323","54210","167.0","8.5","false"
"Icmp","4","75882","74","-1","-1","-1","84000","325","54338","167.0","8.552631578947368","false"
"Icmp","4","75882","74","-1","-1","-1","664460000","327","54486","166.0","8.605263157894736","false"
"Tcp","4","75883","60","21","-1","24","483294000","329","54620","166.0","8.435897435897436","false"
"Tcp","4","75883","54","80","-1","16","211173000","331","54748","165.0","8.275","false"
"Tcp","4","75883","54","80","-1","16","3905000","334","54910","164.0","8.35","false"
"Tcp","4","75883","54","80","-1","16","68000","335","54964","164.0","8.375","false"
"Tcp","4","75883","54","80","-1","16","107951000","338","55146","163.0","8.45","false"
"Icmp","4","75884","74","-1","-1","-1","659444000","339","55220","162.0","8.475","false"
"Icmp","4","75885","74","-1","-1","-1","655435000","341","55368","162.0","8.317073170731707","false"
"Tcp","4","75885","54","80","-1","16","62000","344","55550","161.0","8.19047619047619","false"
"Tcp","4","75886","54","80","-1","16","44000","345","55604","161.0","8.214285714285714","false"
"Tcp","4","75886","74","80","-1","2","84000","347","55752","160.0","8.261904761904763","true"
"Tcp","4","75886","66","80","-1","16","66000","349","55884","160.0","8.30952380952381","true"
"Http","4","75886","726","80","-1","24","77000","351","56872","162.0","8.162790697674419","true"
"Tcp","4","75886","66","80","-1","16","62000","353","57004","161.0","8.209302325581396","true"
"Tcp","4","75886","66","80","-1","17","60000","355","57144","160.0","8.255813953488373","true"
"Tcp","4","75887","66","80","-1","16","64000","357","57276","160.0","8.30232558139535","true"
"Http","4","75887","726","80","-1","24","4487000","360","58142","161.0","8.372093023255815","true"
"Tcp","4","75887","66","80","-1","16","49000","361","58208","161.0","8.395348837209303","true"
"Http","4","75887","726","80","-1","24","53000","363","59008","162.0","8.44186046511628","true"
"Tcp","4","75887","66","80","-1","16","3936000","365","59128","161.0","8.488372093023257","true"
"Tcp","4","75887","74","80","-1","2","1932000","367","59268","161.0","8.340909090909092","true"
"Tcp","4","75887","66","80","-1","16","3950000","369","60060","162.0","8.386363636363637","true"
"Tcp","4","75887","74","80","-1","2","1916000","371","60200","162.0","8.431818181818182","true"
"Tcp","4","75888","66","80","-1","16","3964000","373","60992","163.0","8.477272727272727","true"
"Http","4","75888","726","80","-1","24","68000","375","61792","164.0","8.522727272727273","true"
"Tcp","4","75888","66","80","-1","16","3878000","377","61924","164.0","8.568181818181818","true"
"Tcp","4","75888","74","80","-1","2","1942000","379","62064","163.0","8.613636363636363","true"
"Tcp","4","75888","66","80","-1","16","3934000","381","62856","164.0","8.659090909090908","true"
"Http","4","75888","726","80","-1","24","1939000","383","63656","166.0","8.511111111111111","true"
"Tcp","4","75888","66","80","-1","16","1942000","385","63788","165.0","8.555555555555555","true"
"Tcp","4","75888","74","80","-1","2","48000","387","63928","165.0","8.6","true"
"Tcp","4","75888","66","80","-1","16","3923000","389","64720","166.0","8.644444444444444","true"
"Tcp","4","75889","74","80","-1","2","47000","392","65586","167.0","8.71111111111111","true"
"Tcp","4","75889","66","80","-1","16","54000","394","65718","166.0","8.755555555555556","true"
"Tcp","4","75889","74","80","-1","2","1930000","395","65792","166.0","8.777777777777779","true"
"Tcp","4","75889","66","80","-1","16","3957000","397","66584","167.0","8.822222222222223","true"
"Tcp","4","75889","74","80","-1","2","1962000","399","66724","167.0","8.866666666666667","true"
"Tcp","4","75889","66","80","-1","16","53000","402","67582","168.0","8.933333333333334","true"
"Tcp","4","75889","74","80","-1","2","55000","404","68382","169.0","8.782608695652174","true"
"Tcp","4","75889","66","80","-1","16","49000","406","68514","168.0","8.826086956521738","true"
"Tcp","4","75889","74","80","-1","2","55000","408","69314","169.0","8.869565217391305","true"
"Tcp","4","75889","66","80","-1","16","3957000","409","69380","169.0","8.891304347826088","true"
"Tcp","4","75890","74","80","-1","2","1928000","411","69520","169.0","8.934782608695652","true"
"Tcp","4","75890","66","80","-1","16","3913000","413","70312","170.0","8.978260869565217","true"
"Tcp","4","75890","74","80","-1","2","1955000","415","70452","169.0","9.021739130434783","true"
"Tcp","4","75890","66","80","-1","16","3969000","417","71244","170.0","9.065217391304348","true"
"Tcp","4","75890","74","80","-1","2","1945000","419","71384","170.0","9.108695652173912","true"
"Tcp","4","75890","66","80","-1","16","3499000","421","72176","171.0","9.152173913043478","true"
"Tcp","4","75890","74","80","-1","2","2381000","423","72316","170.0","9.0","true"
"Tcp","4","75890","66","80","-1","16","4001000","425","73108","172.0","9.042553191489361","true"
"Tcp","4","75890","74","80","-1","2","1848000","427","73248","171.0","9.085106382978724","true"
"Tcp","4","75890","66","80","-1","16","3958000","429","74040","172.0","9.127659574468085","true"
"Tcp","4","75891","74","80","-1","2","1955000","431","74180","172.0","9.170212765957446","true"
"Tcp","4","75891","66","80","-1","16","3934000","433","74972","173.0","9.212765957446809","true"
"Tcp","4","75891","74","80","-1","2","1952000","435","75112","172.0","9.25531914893617","true"
"Tcp","4","75891","66","80","-1","16","3913000","437","75904","173.0","9.297872340425531","true"
"Tcp","4","75891","74","80","-1","2","1966000","439","76044","173.0","9.340425531914894","true"
"Tcp","4","75891","66","80","-1","16","56000","442","76902","173.0","9.208333333333334","true"
"Tcp","4","75891","74","80","-1","2","1923000","443","76976","173.0","9.229166666666666","true"
"Tcp","4","75891","66","80","-1","16","3976000","445","77768","174.0","9.270833333333334","true"
"Tcp","4","75891","74","80","-1","2","1955000","447","77908","174.0","9.3125","true"
"Tcp","4","75892","66","80","-1","16","54000","450","78766","175.0","9.375","true"
"Tcp","4","75892","74","80","-1","2","1939000","451","78840","174.0","9.395833333333334","true"
"Tcp","4","75892","66","80","-1","16","59000","454","79698","175.0","9.458333333333334","true"
"Tcp","4","75892","74","80","-1","2","34000","455","79772","175.0","9.479166666666666","true"
"Tcp","4","75892","66","80","-1","16","52000","457","80564","176.0","9.520833333333334","true"
"Tcp","4","75892","74","80","-1","2","72000","459","80704","175.0","9.36734693877551","true"
"Tcp","4","75892","66","80","-1","16","3869000","461","81496","176.0","9.408163265306122","true"
"Tcp","4","75892","74","80","-1","2","49000","464","82362","177.0","9.46938775510204","true"
"Tcp","4","75892","66","80","-1","16","53000","466","82494","177.0","9.510204081632653","true"
"Tcp","4","75892","74","80","-1","2","34000","467","82568","176.0","9.53061224489796","true"
"Tcp","4","75893","66","80","-1","16","60000","469","83360","177.0","9.571428571428571","true"
"Tcp","4","75893","74","80","-1","2","56000","471","83500","177.0","9.612244897959183","true"
"Tcp","4","75893","66","80","-1","16","3914000","473","84292","178.0","9.653061224489797","true"
"Tcp","4","75893","74","80","-1","2","2943000","475","84432","177.0","9.693877551020408","true"
"Tcp","4","75893","66","80","-1","16","52000","478","85298","178.0","9.755102040816327","true"
"Tcp","4","75893","66","80","-1","16","1924000","480","85438","177.0","9.6","true"
"Http","4","75893","726","80","-1","24","49000","481","86164","179.0","9.62","true"
"Tcp","4","75893","66","80","-1","16","64000","483","86296","178.0","9.66","true"
"Http","4","75893","726","80","-1","24","59000","485","87096","179.0","9.7","true"
"Tcp","4","75894","66","80","-1","16","81000","487","87228","179.0","9.74","true"
"Http","4","75894","726","80","-1","24","54000","489","88028","180.0","9.78","true"
"Tcp","4","75894","66","80","-1","16","72000","491","88160","179.0","9.82","true"
"Http","4","75894","726","80","-1","24","59000","493","88960","180.0","9.86","true"
"Tcp","4","75894","66","80","-1","16","50000","495","89092","179.0","9.9","true"
"Http","4","75894","726","80","-1","24","4000000","498","89958","180.0","9.764705882352942","true"
"Tcp","4","75894","66","80","-1","16","74000","499","90024","180.0","9.784313725490197","true"
"Http","4","75894","726","80","-1","24","3501000","502","90890","181.0","9.843137254901961","true"
"Tcp","4","75894","66","80","-1","16","69000","503","90956","180.0","9.862745098039216","true"
"Http","4","75894","726","80","-1","24","74000","505","91756","181.0","9.901960784313726","true"
"Tcp","4","75895","66","80","-1","16","73000","507","91888","181.0","9.941176470588236","true"
"Http","4","75895","726","80","-1","24","3926000","510","92754","181.0","10.0","true"
"Tcp","4","75895","66","80","-1","16","1405000","512","92894","181.0","10.03921568627451","true"
"Http","4","75895","726","80","-1","24","68000","513","93620","182.0","10.058823529411764","true"
"Tcp","4","75895","66","80","-1","16","2921000","516","93826","181.0","10.117647058823529","true"
"Http","4","75895","726","80","-1","24","3932000","518","94618","182.0","10.156862745098039","true"
"Tcp","4","75895","66","80","-1","16","64000","519","94684","182.0","9.98076923076923","true"
"Http","4","75895","726","80","-1","24","82000","521","95484","183.0","10.01923076923077","true"
"Tcp","4","75895","66","80","-1","16","46000","523","95616","182.0","10.057692307692308","true"
"Http","4","75895","726","80","-1","24","3938000","526","96482","183.0","10.115384615384615","true"
"Tcp","4","75895","66","80","-1","16","60000","527","96548","183.0","10.134615384615385","true"
"Http","4","75896","726","80","-1","24","3937000","530","97414","183.0","10.192307692307692","true"
"Tcp","4","75896","66","80","-1","16","45000","531","97480","183.0","10.211538461538462","true"
"Http","4","75896","726","80","-1","24","56000","533","98280","184.0","10.25","true"
"Tcp","4","75896","66","80","-1","16","71000","535","98412","183.0","10.288461538461538","true"
"Http","4","75896","726","80","-1","24","56000","537","99212","184.0","10.326923076923077","true"
"Tcp","4","75896","66","80","-1","16","62000","539","99344","184.0","10.365384615384615","true"
"Http","4","75896","726","80","-1","24","63000","541","100144","185.0","10.20754716981132","true"
"Tcp","4","75896","66","80","-1","16","58000","543","100276","184.0","10.245283018867925","true"
"Http","4","75896","726","80","-1","24","56000","545","101076","185.0","10.283018867924529","true"
"Tcp","4","75896","66","80","-1","16","58000","547","101208","185.0","10.320754716981131","true"
"Http","4","75897","726","80","-1","24","43000","549","102008","185.0","10.358490566037736","true"
"Tcp","4","75897","66","80","-1","16","57000","551","102140","185.0","10.39622641509434","true"
"Tcp","4","75897","726","80","-1","24","73000","553","102940","186.0","10.433962264150944","true"
"Tcp","4","75897","66","80","-1","16","1918000","556","103146","185.0","10.49056603773585","true"
"Http","4","75897","726","80","-1","24","55000","557","103872","186.0","10.50943396226415","true"
"Tcp","4","75897","66","80","-1","16","57000","559","104004","186.0","10.547169811320755","true"
"Http","4","75897","726","80","-1","24","73000","561","104804","186.0","10.38888888888889","true"
"Tcp","4","75897","66","80","-1","16","59000","563","104936","186.0","10.425925925925926","true"
"Http","4","75897","726","80","-1","24","3353000","566","105802","186.0","10.481481481481481","true"
"Tcp","4","75897","66","80","-1","16","1982000","567","105868","186.0","10.5","true"
"Http","4","75897","726","80","-1","24","34000","569","106668","187.0","10.537037037037036","true"
"Tcp","4","75898","66","80","-1","16","63000","571","106800","187.0","10.574074074074074","true"
"Http","4","75898","726","80","-1","24","83000","573","107600","187.0","10.61111111111111","true"
"Tcp","4","75898","66","80","-1","16","81000","575","107732","187.0","10.648148148148149","true"
"Http","4","75898","726","80","-1","24","48000","577","108532","188.0","10.685185185185185","true"
"Tcp","4","75898","66","80","-1","16","51000","579","108664","187.0","10.722222222222221","true"
"Http","4","75898","726","80","-1","24","49000","581","109464","188.0","10.75925925925926","true"
"Tcp","4","75898","66","80","-1","16","79000","583","109596","187.0","10.6","true"
"Http","4","75898","726","80","-1","24","72000","585","110396","188.0","10.636363636363637","true"
"Tcp","4","75898","66","80","-1","16","64000","587","110528","188.0","10.672727272727272","true"
"Http","4","75898","726","80","-1","24","52000","589","111328","189.0","10.709090909090909","true"
"Tcp","4","75899","66","80","-1","16","75000","591","111460","188.0","10.745454545454546","true"
"Http","4","75899","726","80","-1","24","48000","593","112260","189.0","10.781818181818181","true"
"Tcp","4","75899","66","80","-1","16","72000","595","112392","188.0","10.818181818181818","true"
"Http","4","75899","726","80","-1","24","63000","597","113192","189.0","10.854545454545455","true"
"Tcp","4","75899","66","80","-1","16","68000","599","113324","189.0","10.89090909090909","true"
"Http","4","75899","726","80","-1","24","71000","601","114124","189.0","10.732142857142858","true"
"Tcp","4","75899","74","80","-1","2","55000","603","114264","189.0","10.767857142857142","true"
"Http","4","75899","726","80","-1","24","55000","606","115122","189.0","10.821428571428571","true"
"Tcp","4","75899","66","80","-1","16","4972000","607","115188","189.0","10.839285714285714","true"
"Http","4","75899","726","80","-1","24","41000","609","115988","190.0","10.875","true"
"Tcp","4","75900","66","80","-1","16","60000","611","116120","190.0","10.910714285714286","true"
"Http","4","75900","726","80","-1","24","73000","613","116920","190.0","10.946428571428571","true"
"Tcp","4","75900","74","80","-1","2","53000","615","117060","190.0","10.982142857142858","true"
"Http","4","75900","726","80","-1","24","1926000","617","117852","191.0","11.017857142857142","true"
"Tcp","4","75900","66","80","-1","16","82000","620","118058","190.0","11.071428571428571","true"
"Http","4","75900","726","80","-1","24","36000","621","118784","191.0","10.894736842105264","true"
"Tcp","4","75900","66","80","-1","16","58000","623","118916","190.0","10.929824561403509","true"
"Http","4","75900","726","80","-1","24","3960000","626","119782","191.0","10.982456140350877","true"
"Tcp","4","75900","66","80","-1","16","1995000","627","119848","191.0","11.0","true"
"Http","4","75900","726","80","-1","24","3408000","630","120714","191.0","11.052631578947368","true"
"Tcp","4","75901","66","80","-1","16","2486000","631","120780","191.0","11.070175438596491","true"
