"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Tcp","4","75932","74","80","-1","2","73000","1343","308752","229.0","15.089887640449438","true"
"Tcp","4","75933","66","80","-1","16","5957000","1346","309618","230.0","15.123595505617978","true"
"Http","4","75933","726","80","-1","24","75000","1347","310344","230.0","15.134831460674157","true"
"Tcp","4","75933","74","80","-1","2","73000","1350","311210","230.0","15.168539325842696","true"
"Tcp","4","75933","66","80","-1","16","3930000","1351","311276","230.0","15.179775280898877","true"
"Http","4","75933","726","80","-1","24","69000","1353","312076","230.0","15.202247191011235","true"
"Tcp","4","75933","74","80","-1","2","3414000","1355","312216","230.0","15.224719101123595","true"
"Tcp","4","75933","66","80","-1","16","3965000","1357","313008","230.0","15.247191011235955","true"
"Http","4","75933","726","80","-1","24","4069000","1360","313874","230.0","15.280898876404494","true"
"Tcp","4","75933","74","80","-1","2","2884000","1361","313948","230.0","15.122222222222222","true"
"Tcp","4","75933","66","80","-1","16","4066000","1364","314814","230.0","15.155555555555555","true"
"Http","4","75933","726","80","-1","24","49000","1365","315540","231.0","15.166666666666666","true"
"Tcp","4","75933","66","80","-1","16","46000","1367","315672","230.0","15.188888888888888","true"
"Tcp","4","75933","66","80","-1","16","2859000","1369","315804","230.0","15.21111111111111","true"
"Http","4","75933","726","80","-1","24","53000","1371","316604","230.0","15.233333333333333","true"
"Tcp","4","75934","74","80","-1","2","2962000","1374","317470","231.0","15.266666666666667","true"
"Tcp","4","75934","66","80","-1","16","46000","1375","317536","230.0","15.277777777777779","true"
"Http","4","75934","726","80","-1","24","51000","1377","318336","231.0","15.3","true"
"Tcp","4","75934","74","80","-1","2","2997000","1379","318476","230.0","15.322222222222223","true"
"Tcp","4","75934","66","80","-1","16","3952000","1381","319268","231.0","15.344444444444445","true"
"Http","4","75934","726","80","-1","24","56000","1383","320068","231.0","15.366666666666667","true"
"Tcp","4","75934","74","80","-1","2","61000","1385","320208","231.0","15.38888888888889","true"
"Tcp","4","75934","66","80","-1","16","2053000","1387","321000","231.0","15.411111111111111","true"
"Http","4","75934","726","80","-1","24","4900000","1390","321866","231.0","15.274725274725276","true"
"Tcp","4","75934","74","80","-1","2","49000","1392","322666","231.0","15.296703296703297","true"
"Tcp","4","75934","66","80","-1","16","3572000","1393","322732","231.0","15.307692307692308","true"
"Http","4","75934","726","80","-1","24","87000","1395","323532","231.0","15.32967032967033","true"
"Tcp","4","75934","74","80","-1","2","57000","1397","323672","231.0","15.351648351648352","true"
"Tcp","4","75934","66","80","-1","16","3004000","1400","324538","231.0","15.384615384615385","true"
"Http","4","75934","726","80","-1","24","3981000","1402","325330","232.0","15.406593406593407","true"
"Tcp","4","75935","74","80","-1","2","3005000","1403","325404","231.0","15.417582417582418","true"
"Tcp","4","75935","66","80","-1","16","4925000","1405","326196","232.0","15.43956043956044","true"
"Http","4","75935","726","80","-1","24","3865000","1408","327062","232.0","15.472527472527473","true"
"Tcp","4","75935","74","80","-1","2","2113000","1409","327136","232.0","15.483516483516484","true"
"Tcp","4","75935","66","80","-1","16","2015000","1412","328002","232.0","15.516483516483516","true"
"Http","4","75935","726","80","-1","24","56000","1413","328728","232.0","15.527472527472527","true"
"Tcp","4","75935","74","80","-1","2","61000","1416","329594","232.0","15.56043956043956","true"
"Tcp","4","75935","66","80","-1","16","3927000","1417","329660","232.0","15.402173913043478","true"
"Http","4","75935","726","80","-1","24","62000","1419","330460","232.0","15.423913043478262","true"
"Tcp","4","75935","74","80","-1","2","2022000","1421","330600","232.0","15.445652173913043","true"
"Tcp","4","75935","66","80","-1","16","3929000","1423","331392","232.0","15.467391304347826","true"
"Http","4","75935","726","80","-1","24","57000","1425","332192","233.0","15.48913043478261","true"
"Tcp","4","75935","74","80","-1","2","2003000","1427","332332","232.0","15.51086956521739","true"
"Tcp","4","75936","66","80","-1","16","3959000","1429","333124","233.0","15.532608695652174","true"
"Http","4","75936","726","80","-1","24","50000","1431","333924","233.0","15.554347826086957","true"
"Tcp","4","75936","74","80","-1","2","1988000","1433","334064","233.0","15.576086956521738","true"
"Tcp","4","75936","66","80","-1","16","3944000","1435","334856","233.0","15.597826086956522","true"
"Http","4","75936","726","80","-1","24","4017000","1438","335722","233.0","15.630434782608695","true"
"Tcp","4","75936","74","80","-1","2","1907000","1440","336522","233.0","15.652173913043478","true"
"Tcp","4","75936","66","80","-1","16","2028000","1442","336662","233.0","15.673913043478262","true"
"Http","4","75936","726","80","-1","24","63000","1443","337388","233.0","15.684782608695652","true"
"Tcp","4","75936","74","80","-1","2","68000","1446","338254","233.0","15.548387096774194","true"
"Tcp","4","75936","66","80","-1","16","4844000","1447","338320","233.0","15.559139784946236","true"
"Http","4","75936","726","80","-1","24","1951000","1449","339120","234.0","15.580645161290322","true"
"Tcp","4","75936","74","80","-1","2","4937000","1451","339260","233.0","15.602150537634408","true"
"Tcp","4","75936","66","80","-1","16","3539000","1453","340052","234.0","15.623655913978494","true"
"Http","4","75936","726","80","-1","24","3950000","1456","340918","234.0","15.655913978494624","true"
"Tcp","4","75937","74","80","-1","2","3006000","1457","340992","234.0","15.666666666666666","true"
"Tcp","4","75937","66","80","-1","16","61000","1460","341858","234.0","15.698924731182796","true"
"Http","4","75937","726","80","-1","24","52000","1462","342650","234.0","15.720430107526882","true"
"Tcp","4","75937","74","80","-1","2","6980000","1463","342724","234.0","15.731182795698924","true"
"Tcp","4","75937","66","80","-1","16","3881000","1465","343516","234.0","15.75268817204301","true"
"Http","4","75937","726","80","-1","24","2003000","1468","344382","234.0","15.78494623655914","true"
"Tcp","4","75937","74","80","-1","2","4002000","1469","344456","234.0","15.795698924731182","true"
"Tcp","4","75937","66","80","-1","16","44000","1472","345322","234.0","15.659574468085106","true"
"Http","4","75937","726","80","-1","24","1966000","1473","346048","234.0","15.670212765957446","true"
"Tcp","4","75937","74","80","-1","2","60000","1476","346914","235.0","15.702127659574469","true"
"Tcp","4","75937","66","80","-1","16","3041000","1478","347054","234.0","15.72340425531915","true"
"Http","4","75937","726","80","-1","24","45000","1479","347780","235.0","15.73404255319149","true"
"Tcp","4","75937","74","80","-1","2","87000","1481","347920","234.0","15.75531914893617","true"
"Tcp","4","75937","66","80","-1","16","72000","1483","348712","235.0","15.77659574468085","true"
"Tcp","4","75938","74","80","-1","2","72000","1485","348852","234.0","15.797872340425531","true"
"Tcp","4","75938","66","80","-1","16","3152000","1487","349644","235.0","15.819148936170214","true"
"Http","4","75938","726","80","-1","24","79000","1489","350444","235.0","15.840425531914894","true"
"Tcp","4","75938","74","80","-1","2","2806000","1491","350584","235.0","15.861702127659575","true"
"Tcp","4","75938","66","80","-1","16","3109000","1493","351376","235.0","15.882978723404255","true"
"Http","4","75938","726","80","-1","24","77000","1495","352176","235.0","15.904255319148936","true"
"Tcp","4","75938","74","80","-1","2","2641000","1497","352316","235.0","15.925531914893616","true"
"Tcp","4","75938","66","80","-1","16","3129000","1499","353108","235.0","15.778947368421052","true"
"Http","4","75938","726","80","-1","24","3163000","1502","353974","235.0","15.810526315789474","true"
"Tcp","4","75938","74","80","-1","2","2776000","1503","354048","235.0","15.821052631578947","true"
"Tcp","4","75938","66","80","-1","16","3143000","1505","354840","235.0","15.842105263157896","true"
"Http","4","75938","726","80","-1","24","93000","1507","355640","235.0","15.863157894736842","true"
"Tcp","4","75939","74","80","-1","2","67000","1510","356506","236.0","15.894736842105264","true"
"Tcp","4","75939","66","80","-1","16","4956000","1511","356572","235.0","15.905263157894737","true"
"Tcp","4","75939","726","80","-1","24","91000","1513","357372","236.0","15.926315789473684","true"
"Tcp","4","75939","74","80","-1","2","2331000","1515","357512","235.0","15.947368421052632","true"
"Tcp","4","75939","66","80","-1","16","2314000","1518","358378","236.0","15.978947368421053","true"
"Http","4","75939","726","80","-1","24","72000","1519","359104","236.0","15.989473684210527","true"
"Tcp","4","75939","74","80","-1","2","2019000","1521","359244","236.0","16.010526315789473","true"
"Tcp","4","75939","66","80","-1","16","3225000","1523","360036","236.0","16.03157894736842","true"
"Http","4","75939","726","80","-1","24","3929000","1526","360902","236.0","15.895833333333334","true"
"Tcp","4","75939","74","80","-1","2","68000","1528","361702","236.0","15.916666666666666","true"
"Tcp","4","75939","66","80","-1","16","5002000","1529","361768","236.0","15.927083333333334","true"
"Http","4","75939","726","80","-1","24","3546000","1532","362634","236.0","15.958333333333334","true"
"Tcp","4","75939","74","80","-1","2","2999000","1533","362708","236.0","15.96875","true"
"Tcp","4","75939","66","80","-1","16","3931000","1535","363500","236.0","15.989583333333334","true"
"Http","4","75940","726","80","-1","24","66000","1537","364300","237.0","16.010416666666668","true"
"Tcp","4","75940","74","80","-1","2","1986000","1539","364440","236.0","16.03125","true"
"Tcp","4","75940","66","80","-1","16","2998000","1542","365306","236.0","16.0625","true"
"Http","4","75940","726","80","-1","24","3462000","1544","366098","237.0","16.083333333333332","true"
"Tcp","4","75940","74","80","-1","2","55000","1545","366172","237.0","16.09375","true"
"Tcp","4","75940","66","80","-1","16","2355000","1547","366964","237.0","16.114583333333332","true"
"Http","4","75940","726","80","-1","24","78000","1549","367764","237.0","16.135416666666668","true"
"Tcp","4","75940","74","80","-1","2","3363000","1551","367904","237.0","16.15625","true"
"Tcp","4","75940","74","80","-1","2","5569000","1553","368704","237.0","16.010309278350515","true"
"Tcp","4","75940","74","80","-1","2","6006000","1555","368852","237.0","16.030927835051546","true"
"Tcp","4","75940","74","80","-1","2","3963000","1558","369074","236.0","16.061855670103093","true"
"Tcp","4","75940","74","80","-1","2","2009000","1559","369148","236.0","16.072164948453608","true"
"Tcp","4","75940","74","80","-1","2","5980000","1561","369296","236.0","16.09278350515464","true"
"Tcp","4","75941","74","80","-1","2","5989000","1564","369518","236.0","16.123711340206185","true"
"Tcp","4","75941","74","80","-1","2","6016000","1565","369592","236.0","16.1340206185567","true"
"Tcp","4","75941","54","80","-1","16","54000","1567","369720","235.0","16.15463917525773","false"
"Tcp","4","75941","74","80","-1","2","7036000","1569","369868","235.0","16.175257731958762","true"
"Tcp","4","75941","74","80","-1","2","5999000","1571","370016","235.0","16.195876288659793","true"
"Tcp","4","75941","74","80","-1","2","5992000","1574","370238","235.0","16.22680412371134","true"
"Tcp","4","75941","74","80","-1","2","6010000","1575","370312","235.0","16.237113402061855","true"
"Tcp","4","75941","74","80","-1","2","5992000","1578","370534","234.0","16.102040816326532","true"
"Tcp","4","75941","74","80","-1","2","6011000","1579","370608","234.0","16.112244897959183","true"
"Tcp","4","75941","74","80","-1","2","6010000","1581","370756","234.0","16.132653061224488","true"
"Tcp","4","75941","74","80","-1","2","6013000","1583","370904","234.0","16.153061224489797","true"
"Tcp","4","75941","74","80","-1","2","6018000","1585","371052","234.0","16.1734693877551","true"
"Tcp","4","75942","74","80","-1","2","5982000","1587","371200","233.0","16.193877551020407","true"
"Tcp","4","75942","74","80","-1","2","5986000","1590","371422","233.0","16.224489795918366","true"
"Tcp","4","75942","74","80","-1","2","5994000","1591","371496","233.0","16.23469387755102","true"
"Tcp","4","75942","74","80","-1","2","5997000","1594","371718","233.0","16.26530612244898","true"
"Tcp","4","75942","74","80","-1","2","5994000","1596","371866","232.0","16.285714285714285","true"
"Tcp","4","75942","74","80","-1","2","6004000","1597","371940","232.0","16.29591836734694","true"
"Tcp","4","75942","74","80","-1","2","5972000","1599","372068","232.0","16.316326530612244","true"
"Tcp","4","75942","74","80","-1","2","5994000","1601","372216","232.0","16.171717171717173","true"
"Tcp","4","75942","74","80","-1","2","6036000","1603","372364","232.0","16.19191919191919","true"
"Tcp","4","75942","74","80","-1","2","6026000","1605","372512","232.0","16.21212121212121","true"
"Tcp","4","75942","74","80","-1","2","5983000","1608","372734","231.0","16.242424242424242","true"
"Tcp","4","75942","74","80","-1","2","6027000","1609","372808","231.0","16.252525252525253","true"
"Tcp","4","75943","74","80","-1","2","6012000","1611","372956","231.0","16.272727272727273","true"
"Tcp","4","75943","74","80","-1","2","6003000","1613","373104","231.0","16.292929292929294","true"
"Tcp","4","75943","74","80","-1","2","6002000","1615","373252","231.0","16.31313131313131","true"
"Tcp","4","75943","74","80","-1","2","6014000","1618","373474","230.0","16.343434343434343","true"
"Tcp","4","75943","74","80","-1","2","88000","1619","373548","230.0","16.353535353535353","true"
"Tcp","4","75943","74","80","-1","2","7019000","1621","373696","230.0","16.373737373737374","true"
"Tcp","4","75943","74","80","-1","2","6034000","1623","373844","230.0","16.23","true"
"Tcp","4","75943","74","80","-1","2","5965000","1625","373992","230.0","16.25","true"
"Tcp","4","75943","74","80","-1","2","5990000","1627","374140","229.0","16.27","true"
"Tcp","4","75943","74","80","-1","2","5987000","1629","374288","229.0","16.29","true"
"Tcp","4","75943","74","80","-1","2","5995000","1631","374436","229.0","16.31","true"
"Tcp","4","75944","74","80","-1","2","5999000","1633","374584","229.0","16.33","true"
"Tcp","4","75944","74","80","-1","2","5981000","1635","374732","229.0","16.35","true"
"Tcp","4","75944","74","80","-1","2","6002000","1637","374880","229.0","16.37","true"
"Tcp","4","75944","74","80","-1","2","6044000","1640","375102","228.0","16.4","true"
"Tcp","4","75944","74","80","-1","2","7002000","1641","375176","228.0","16.41","true"
"Tcp","4","75944","74","80","-1","2","5991000","1644","375398","228.0","16.44","true"
"Tcp","4","75944","74","80","-1","2","6000000","1645","375472","228.0","16.45","true"
"Tcp","4","75944","74","80","-1","2","6979000","1647","375620","228.0","16.306930693069308","true"
"Tcp","4","75944","74","80","-1","2","5986000","1649","375768","227.0","16.326732673267326","true"
"Tcp","4","75944","74","80","-1","2","6026000","1651","375916","227.0","16.346534653465348","true"
"Tcp","4","75944","74","80","-1","2","6016000","1654","376138","227.0","16.376237623762375","true"
"Tcp","4","75944","74","80","-1","2","6052000","1655","376212","227.0","16.386138613861387","true"
"Tcp","4","75945","74","80","-1","2","6243000","1657","376360","227.0","16.405940594059405","true"
"Tcp","4","75945","74","80","-1","2","5995000","1659","376508","226.0","16.425742574257427","true"
"Tcp","4","75945","74","80","-1","2","6036000","1661","376656","226.0","16.445544554455445","true"
"Tcp","4","75945","74","80","-1","2","6009000","1663","376804","226.0","16.465346534653467","true"
"Tcp","4","75945","74","80","-1","2","6026000","1665","376952","226.0","16.485148514851485","true"
"Tcp","4","75945","74","80","-1","2","5952000","1667","377100","226.0","16.504950495049506","true"
"Tcp","4","75945","74","80","-1","2","5993000","1669","377248","226.0","16.362745098039216","true"
"Tcp","4","75945","74","80","-1","2","5981000","1671","377396","225.0","16.38235294117647","true"
"Tcp","4","75945","74","80","-1","2","6017000","1673","377544","225.0","16.401960784313726","true"
"Tcp","4","75945","74","80","-1","2","6016000","1675","377692","225.0","16.42156862745098","true"
"Tcp","4","75945","74","80","-1","2","5969000","1677","377840","225.0","16.441176470588236","true"
"Tcp","4","75946","74","80","-1","2","5979000","1679","377988","225.0","16.46078431372549","true"
"Tcp","4","75946","74","80","-1","2","7016000","1681","378136","224.0","16.480392156862745","true"
"Tcp","4","75946","74","80","-1","2","5988000","1684","378358","224.0","16.50980392156863","true"
"Tcp","4","75946","74","80","-1","2","6027000","1685","378432","224.0","16.519607843137255","true"
"Tcp","4","75946","74","80","-1","2","6021000","1687","378580","224.0","16.53921568627451","true"
"Tcp","4","75946","74","80","-1","2","6009000","1689","378728","224.0","16.558823529411764","true"
"Tcp","4","75946","74","80","-1","2","5995000","1691","378876","224.0","16.41747572815534","true"
"Tcp","4","75946","74","80","-1","2","6969000","1693","379024","223.0","16.436893203883496","true"
"Tcp","4","75946","74","80","-1","2","6001000","1695","379172","223.0","16.45631067961165","true"
"Tcp","4","75946","74","80","-1","2","6010000","1697","379320","223.0","16.475728155339805","true"
"Tcp","4","75946","74","80","-1","2","5988000","1699","379468","223.0","16.49514563106796","true"
"Tcp","4","75947","74","80","-1","2","5966000","1701","379616","223.0","16.514563106796118","true"
"Tcp","4","75947","74","80","-1","2","5977000","1703","379764","222.0","16.533980582524272","true"
"Tcp","4","75947","74","80","-1","2","5995000","1705","379912","222.0","16.553398058252426","true"
"Tcp","4","75947","74","80","-1","2","7362000","1707","380060","222.0","16.57281553398058","true"
"Tcp","4","75947","74","80","-1","2","5990000","1709","380208","222.0","16.59223300970874","true"
"Tcp","4","75947","74","80","-1","2","6011000","1711","380356","222.0","16.611650485436893","true"
"Tcp","4","75947","74","80","-1","2","6040000","1713","380504","222.0","16.471153846153847","true"
"Tcp","4","75947","74","80","-1","2","5997000","1715","380652","221.0","16.490384615384617","true"
"Tcp","4","75947","74","80","-1","2","6002000","1717","380800","221.0","16.509615384615383","true"
"Tcp","4","75947","74","80","-1","2","5779000","1720","381022","221.0","16.53846153846154","true"
"Tcp","4","75947","74","80","-1","2","6022000","1722","381170","221.0","16.557692307692307","true"
"Tcp","4","75948","74","80","-1","2","6241000","1724","381318","221.0","16.576923076923077","true"
"Tcp","4","75948","74","80","-1","2","1977000","1726","381466","221.0","16.596153846153847","true"
"Tcp","4","75948","74","80","-1","2","4027000","1727","381540","220.0","16.60576923076923","true"
"Tcp","4","75948","74","80","-1","2","5981000","1730","381762","220.0","16.634615384615383","true"
"Tcp","4","75948","74","80","-1","2","6013000","1731","381836","220.0","16.64423076923077","true"
"Tcp","4","75948","74","80","-1","2","5341000","1733","381984","220.0","16.66346153846154","true"
"Tcp","4","75948","74","80","-1","2","5967000","1735","382132","220.0","16.523809523809526","true"
"Tcp","4","75948","74","80","-1","2","6020000","1737","382280","220.0","16.542857142857144","true"
"Tcp","4","75948","74","80","-1","2","5639000","1739","382428","219.0","16.561904761904763","true"
"Tcp","4","75948","74","80","-1","2","6320000","1741","382576","219.0","16.580952380952382","true"
"Tcp","4","75948","74","80","-1","2","6980000","1744","382798","219.0","16.60952380952381","true"
"Tcp","4","75949","74","80","-1","2","6991000","1745","382872","219.0","16.61904761904762","true"
"Tcp","4","75949","74","80","-1","2","6729000","1747","383020","219.0","16.63809523809524","true"
"Tcp","4","75949","74","80","-1","2","6291000","1749","383168","219.0","16.65714285714286","true"
"Tcp","4","75949","74","80","-1","2","5978000","1751","383316","218.0","16.676190476190477","true"
"Tcp","4","75949","74","80","-1","2","5960000","1753","383464","218.0","16.695238095238096","true"
"Tcp","4","75949","74","80","-1","2","6118000","1755","383612","218.0","16.714285714285715","true"
"Tcp","4","75949","74","80","-1","2","6687000","1757","383760","218.0","16.57547169811321","true"
"Tcp","4","75949","74","80","-1","2","5986000","1759","383908","218.0","16.59433962264151","true"
"Tcp","4","75949","74","80","-1","2","6006000","1761","384056","218.0","16.61320754716981","true"
"Tcp","4","75949","74","80","-1","2","6014000","1763","384204","217.0","16.632075471698112","true"
"Tcp","4","75949","74","80","-1","2","5556000","1766","384426","217.0","16.660377358490567","true"
"Tcp","4","75950","74","80","-1","2","6470000","1767","384500","217.0","16.669811320754718","true"
"Tcp","4","75950","74","80","-1","2","5977000","1769","384648","217.0","16.68867924528302","true"
"Tcp","4","75950","74","80","-1","2","7007000","1772","384870","217.0","16.71698113207547","true"
"Tcp","4","75950","74","80","-1","2","5492000","1773","384944","217.0","16.72641509433962","true"
"Tcp","4","75950","74","80","-1","2","8137000","1775","385092","216.0","16.745283018867923","true"
"Tcp","4","75950","74","80","-1","2","6020000","1777","385240","216.0","16.764150943396228","true"
"Tcp","4","75950","74","80","-1","2","7898000","1779","385388","216.0","16.78301886792453","true"
"Tcp","4","75950","74","80","-1","2","4997000","1782","385610","216.0","16.654205607476637","true"
"Icmp","4","75950","74","-1","-1","-1","6007000","1783","385684","216.0","16.66355140186916","false"
"Tcp","4","75950","74","80","-1","2","5988000","1786","385906","216.0","16.69158878504673","true"
"Tcp","4","75950","74","80","-1","2","6028000","1787","385980","215.0","16.700934579439252","true"
"Tcp","4","75950","74","80","-1","2","4909000","1789","386128","215.0","16.7196261682243","true"
"Tcp","4","75951","74","80","-1","2","5743000","1791","386276","215.0","16.738317757009344","true"
"Tcp","4","75951","74","80","-1","2","6011000","1793","386424","215.0","16.757009345794394","true"
"Tcp","4","75951","74","80","-1","2","5989000","1796","386646","215.0","16.785046728971963","true"
"Tcp","4","75951","74","80","-1","2","6037000","1797","386720","215.0","16.794392523364486","true"
"Tcp","4","75951","74","80","-1","2","5081000","1799","386868","215.0","16.813084112149532","true"
"Tcp","4","75951","74","80","-1","2","6012000","1802","387090","214.0","16.8411214953271","true"
"Tcp","4","75951","74","80","-1","2","5986000","1804","387238","214.0","16.85981308411215","true"
"Tcp","4","75951","74","80","-1","2","5184000","1805","387312","214.0","16.712962962962962","true"
"Tcp","4","75951","74","80","-1","2","5859000","1807","387460","214.0","16.73148148148148","true"
"Tcp","4","75951","74","80","-1","2","6036000","1809","387608","214.0","16.75","true"
"Tcp","4","75951","74","80","-1","2","5872000","1811","387756","214.0","16.76851851851852","true"
"Tcp","4","75952","74","80","-1","2","5996000","1813","387904","213.0","16.787037037037038","true"
"Tcp","4","75952","74","80","-1","2","7002000","1815","388052","213.0","16.805555555555557","true"
"Tcp","4","75952","74","80","-1","2","6988000","1817","388200","213.0","16.824074074074073","true"
"Tcp","4","75952","74","80","-1","2","6018000","1819","388348","213.0","16.84259259259259","true"
"Tcp","4","75952","74","80","-1","2","5992000","1821","388496","213.0","16.86111111111111","true"
"Tcp","4","75952","74","80","-1","2","6006000","1823","388644","213.0","16.87962962962963","true"
"Tcp","4","75952","74","80","-1","2","6987000","1825","388792","213.0","16.89814814814815","true"
"Tcp","4","75952","74","80","-1","2","6988000","1827","388940","212.0","16.761467889908257","true"
"Tcp","4","75952","74","80","-1","2","7014000","1829","389088","212.0","16.779816513761467","true"
"Tcp","4","75952","74","80","-1","2","7034000","1832","389310","212.0","16.807339449541285","true"
"Tcp","4","75952","74","80","-1","2","6005000","1834","389458","212.0","16.825688073394495","true"
"Tcp","4","75952","74","80","-1","2","6015000","1835","389532","212.0","16.834862385321102","true"
"Tcp","4","75953","74","80","-1","2","5994000","1838","389754","212.0","16.862385321100916","true"
"Tcp","4","75953","74","80","-1","2","7038000","1839","389828","211.0","16.871559633027523","true"
"Tcp","4","75953","74","80","-1","2","5975000","1842","390050","211.0","16.89908256880734","true"
"Tcp","4","75953","74","80","-1","2","5976000","1843","390124","211.0","16.908256880733944","true"
"Tcp","4","75953","74","80","-1","2","5839000","1845","390272","211.0","16.926605504587155","true"
"Tcp","4","75953","74","80","-1","2","5981000","1848","390494","211.0","16.954128440366972","true"
"Tcp","4","75953","74","80","-1","2","6033000","1849","390568","211.0","16.80909090909091","true"
"Tcp","4","75953","74","80","-1","2","6000000","1851","390716","211.0","16.827272727272728","true"
"Tcp","4","75953","74","80","-1","2","5990000","1853","390864","210.0","16.845454545454544","true"
"Tcp","4","75953","74","80","-1","2","6700000","1856","391086","210.0","16.87272727272727","true"
"Tcp","4","75953","74","80","-1","2","6297000","1857","391160","210.0","16.881818181818183","true"
"Tcp","4","75954","74","80","-1","2","5962000","1859","391308","210.0","16.9","true"
"Tcp","4","75954","74","80","-1","2","5909000","1861","391456","210.0","16.918181818181818","true"
"Tcp","4","75954","74","80","-1","2","5881000","1864","391678","210.0","16.945454545454545","true"
"Tcp","4","75954","74","80","-1","2","6177000","1865","391752","210.0","16.954545454545453","true"
"Tcp","4","75954","74","80","-1","2","5973000","1867","391900","209.0","16.972727272727273","true"
"Tcp","4","75954","74","80","-1","2","5970000","1869","392048","209.0","16.990909090909092","true"
"Tcp","4","75954","74","80","-1","2","5970000","1871","392196","209.0","16.855855855855857","true"
"Tcp","4","75954","74","80","-1","2","6060000","1873","392344","209.0","16.873873873873872","true"
"Tcp","4","75954","74","80","-1","2","6162000","1875","392492","209.0","16.89189189189189","true"
"Tcp","4","75954","74","80","-1","2","5885000","1877","392640","209.0","16.90990990990991","true"
"Tcp","4","75954","74","80","-1","2","6007000","1879","392788","209.0","16.92792792792793","true"
"Tcp","4","75955","74","80","-1","2","6146000","1881","392936","208.0","16.945945945945947","true"
"Tcp","4","75955","74","80","-1","2","6148000","1883","393084","208.0","16.963963963963963","true"
"Tcp","4","75955","74","80","-1","2","6171000","1885","393232","208.0","16.98198198198198","true"
"Tcp","4","75955","74","80","-1","2","6019000","1887","393380","208.0","17.0","true"
"Tcp","4","75955","74","80","-1","2","6988000","1889","393528","208.0","17.01801801801802","true"
"Icmp","4","75955","74","-1","-1","-1","2191000","1891","393676","208.0","17.036036036036037","false"
"Tcp","4","75955","74","80","-1","2","6028000","1893","393824","208.0","16.901785714285715","true"
"Tcp","4","75955","74","80","-1","2","5956000","1895","393972","207.0","16.919642857142858","true"
"Tcp","4","75955","74","80","-1","2","6020000","1897","394120","207.0","16.9375","true"
"Tcp","4","75955","74","80","-1","2","5974000","1899","394268","207.0","16.955357142857142","true"
"Tcp","4","75955","74","80","-1","2","3943000","1901","394408","207.0","16.973214285714285","true"
"Tcp","4","75956","74","80","-1","2","6175000","1904","394630","207.0","17.0","true"
"Tcp","4","75956","74","80","-1","2","5783000","1905","394704","207.0","17.008928571428573","true"
"Tcp","4","75956","74","80","-1","2","6240000","1907","394852","207.0","17.026785714285715","true"
"Tcp","4","75956","74","80","-1","2","6196000","1909","395000","206.0","17.044642857142858","true"
"Tcp","4","75956","74","80","-1","2","5934000","1911","395148","206.0","17.0625","true"
"Tcp","4","75956","74","80","-1","2","6915000","1913","395296","206.0","17.080357142857142","true"
"Tcp","4","75956","74","80","-1","2","5748000","1915","395444","206.0","17.098214285714285","true"
"Tcp","4","75956","74","80","-1","2","5767000","1917","395592","206.0","16.964601769911503","true"
"Tcp","4","75956","74","80","-1","2","6159000","1919","395740","206.0","16.98230088495575","true"
"Tcp","4","75956","74","80","-1","2","5982000","1921","395888","206.0","17.0","true"
"Tcp","4","75956","74","80","-1","2","6003000","1924","396110","205.0","17.02654867256637","true"
"Tcp","4","75956","74","80","-1","2","6455000","1925","396184","205.0","17.035398230088497","true"
"Tcp","4","75957","74","80","-1","2","5678000","1927","396332","205.0","17.053097345132745","true"
"Tcp","4","75957","74","80","-1","2","5954000","1929","396480","205.0","17.07079646017699","true"
"Tcp","4","75957","66","80","-1","16","85000","1932","396694","205.0","17.097345132743364","true"
"Tcp","4","75957","74","80","-1","2","6890000","1933","396768","205.0","17.106194690265486","true"
"Tcp","4","75957","74","80","-1","2","6020000","1935","396916","205.0","17.123893805309734","true"
"Tcp","4","75957","74","80","-1","2","6022000","1937","397064","204.0","17.141592920353983","true"
"Tcp","4","75957","74","80","-1","2","5976000","1939","397212","204.0","17.00877192982456","true"
"Tcp","4","75957","74","80","-1","2","5614000","1941","397360","204.0","17.026315789473685","true"
"Tcp","4","75957","74","80","-1","2","7427000","1943","397508","204.0","17.04385964912281","true"
"Tcp","4","75957","74","80","-1","2","5574000","1945","397656","204.0","17.06140350877193","true"
"Tcp","4","75957","74","80","-1","2","5936000","1947","397804","204.0","17.07894736842105","true"
"Tcp","4","75958","74","80","-1","2","5969000","1949","397952","204.0","17.096491228070175","true"
"Tcp","4","75958","74","80","-1","2","4987000","1952","398174","203.0","17.12280701754386","true"
"Tcp","4","75958","74","80","-1","2","90000","1953","398248","203.0","17.13157894736842","true"
"Tcp","4","75958","74","80","-1","2","6092000","1955","398396","203.0","17.149122807017545","true"
"Tcp","4","75958","74","80","-1","2","6028000","1957","398544","203.0","17.166666666666668","true"
"Tcp","4","75958","74","80","-1","2","6022000","1960","398766","203.0","17.19298245614035","true"
"Tcp","4","75958","74","80","-1","2","5985000","1962","398914","203.0","17.210526315789473","true"
