"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_rateps","attack"
"Icmp","2","71091","98","-1","-1","-1","1000860000","288","28675","99.0","0.8181818181818182","false"
"Icmp","2","71092","98","-1","-1","-1","1001132000","286","28028","98.0","0.8125","false"
"Icmp","2","71092","98","-1","-1","-1","1001134000","289","28773","99.0","0.8210227272727273","false"
"Icmp","2","71092","98","-1","-1","-1","1001163000","288","28224","98.0","0.8181818181818182","false"
"Icmp","2","71092","98","-1","-1","-1","1001164000","291","28969","99.0","0.8267045454545454","false"
"Icmp","2","71092","98","-1","-1","-1","1001163000","288","28224","98.0","0.8181818181818182","false"
"Icmp","2","71092","98","-1","-1","-1","1001164000","291","28969","99.0","0.8267045454545454","false"
"Icmp","2","71092","98","-1","-1","-1","1001930000","289","28322","98.0","0.8210227272727273","false"
"Icmp","2","71092","98","-1","-1","-1","1001940000","292","29067","99.0","0.8295454545454546","false"
"Udp","2","71092","92","-1","137","-1","21843696000","124","15219","122.0","0.35428571428571426","false"
"Icmp","2","71092","98","-1","-1","-1","1001995000","290","28420","98.0","0.8238636363636364","false"
"Icmp","2","71092","98","-1","-1","-1","1001983000","293","29165","99.0","0.8323863636363636","false"
"Udp","2","71092","92","-1","137","-1","749832000","125","15311","122.0","0.35714285714285715","false"
"Icmp","2","71092","98","-1","-1","-1","1001109000","291","28518","98.0","0.8267045454545454","false"
"Icmp","2","71092","98","-1","-1","-1","1001110000","294","29263","99.0","0.8352272727272727","false"
"Udp","2","71092","92","-1","137","-1","750283000","126","15403","122.0","0.36","false"
"Icmp","2","71092","98","-1","-1","-1","1002011000","292","28616","98.0","0.8295454545454546","false"
"Icmp","2","71092","98","-1","-1","-1","1002011000","295","29361","99.0","0.8380681818181818","false"
"Icmp","2","71101","98","-1","-1","-1","1000946000","293","28714","98.0","0.8093922651933702","false"
"Icmp","2","71101","98","-1","-1","-1","1000933000","296","29459","99.0","0.8176795580110497","false"
"Icmp","2","71101","98","-1","-1","-1","1001794000","294","28812","98.0","0.8121546961325967","false"
"Icmp","2","71101","98","-1","-1","-1","1001819000","297","29557","99.0","0.8204419889502762","false"
"Udp","2","71101","242","-1","17500","-1","2175000","136","20740","152.0","0.40117994100294985","false"
"Udp","2","71101","242","-1","17500","-1","2175000","136","20740","152.0","0.40117994100294985","false"
"Icmp","2","71101","98","-1","-1","-1","1001679000","295","28910","98.0","0.8149171270718232","false"
"Icmp","2","71101","98","-1","-1","-1","1001686000","298","29655","99.0","0.8232044198895028","false"
"Icmp","2","71102","98","-1","-1","-1","1001947000","296","29008","98.0","0.8176795580110497","false"
"Icmp","2","71102","98","-1","-1","-1","1001929000","299","29753","99.0","0.8259668508287292","false"
"Icmp","2","71102","98","-1","-1","-1","1003015000","298","29204","98.0","0.8232044198895028","false"
"Icmp","2","71102","98","-1","-1","-1","1002076000","300","29851","99.0","0.8287292817679558","false"
"Icmp","2","71102","98","-1","-1","-1","1003015000","298","29204","98.0","0.8232044198895028","false"
"Icmp","2","71102","98","-1","-1","-1","1003034000","301","29949","99.0","0.8314917127071824","false"
"Icmp","2","71102","98","-1","-1","-1","1001108000","299","29302","98.0","0.8259668508287292","false"
"Icmp","2","71102","98","-1","-1","-1","1001102000","302","30047","99.0","0.8342541436464088","false"
"Icmp","2","71102","98","-1","-1","-1","1002115000","300","29400","98.0","0.8287292817679558","false"
"Icmp","2","71102","98","-1","-1","-1","1002109000","303","30145","99.0","0.8370165745856354","false"
"Icmp","2","71102","98","-1","-1","-1","1001110000","301","29498","98.0","0.8314917127071824","false"
"Icmp","2","71102","98","-1","-1","-1","1001111000","304","30243","99.0","0.8397790055248618","false"
"Icmp","2","71102","98","-1","-1","-1","1001999000","302","29596","98.0","0.8342541436464088","false"
"Icmp","2","71102","98","-1","-1","-1","1002006000","305","30341","99.0","0.8425414364640884","false"
"Icmp","2","71111","98","-1","-1","-1","1001026000","303","29694","98.0","0.8145161290322581","false"
"Icmp","2","71111","98","-1","-1","-1","1001033000","306","30439","99.0","0.8225806451612904","false"
"Icmp","2","71111","98","-1","-1","-1","1002092000","304","29792","98.0","0.8172043010752689","false"
"Icmp","2","71111","98","-1","-1","-1","1002087000","307","30537","99.0","0.8252688172043011","false"
"Udp","2","71111","92","-1","137","-1","13813907000","127","15495","122.0","0.34417344173441733","false"
"Icmp","2","71111","98","-1","-1","-1","1001126000","305","29890","98.0","0.8198924731182796","false"
"Icmp","2","71111","98","-1","-1","-1","1001118000","308","30635","99.0","0.8279569892473119","false"
"Udp","2","71112","92","-1","137","-1","749992000","128","15587","121.0","0.34688346883468835","false"
"Icmp","2","71112","98","-1","-1","-1","1002112000","306","29988","98.0","0.8225806451612904","false"
"Icmp","2","71112","98","-1","-1","-1","1002131000","309","30733","99.0","0.8306451612903226","false"
"Udp","2","71112","92","-1","137","-1","750117000","129","15679","121.0","0.34864864864864864","false"
"Icmp","2","71112","98","-1","-1","-1","1000987000","307","30086","98.0","0.8252688172043011","false"
"Icmp","2","71112","98","-1","-1","-1","1000977000","310","30831","99.0","0.8333333333333334","false"
"Icmp","2","71112","98","-1","-1","-1","1002122000","308","30184","98.0","0.8279569892473119","false"
"Icmp","2","71112","98","-1","-1","-1","1002116000","311","30929","99.0","0.8360215053763441","false"
"Icmp","2","71112","98","-1","-1","-1","1002028000","309","30282","98.0","0.8306451612903226","false"
"Icmp","2","71112","98","-1","-1","-1","1002034000","312","31027","99.0","0.8387096774193549","false"
"Icmp","2","71112","98","-1","-1","-1","1002103000","310","30380","98.0","0.8333333333333334","false"
"Icmp","2","71112","98","-1","-1","-1","1002104000","313","31125","99.0","0.8413978494623656","false"
"Icmp","2","71112","98","-1","-1","-1","1002101000","311","30478","98.0","0.8360215053763441","false"
"Icmp","2","71112","98","-1","-1","-1","1002106000","314","31223","99.0","0.8440860215053764","false"
"Icmp","2","71112","98","-1","-1","-1","1002129000","312","30576","98.0","0.8387096774193549","false"
"Icmp","2","71112","98","-1","-1","-1","1002116000","315","31321","99.0","0.8467741935483871","false"
"Icmp","2","71121","98","-1","-1","-1","1001994000","313","30674","98.0","0.819371727748691","false"
"Icmp","2","71121","98","-1","-1","-1","1002000000","316","31419","99.0","0.8272251308900523","false"
"Icmp","2","71121","98","-1","-1","-1","1001990000","314","30772","98.0","0.8219895287958116","false"
"Icmp","2","71121","98","-1","-1","-1","1001984000","317","31517","99.0","0.8298429319371727","false"
"Icmp","2","71121","98","-1","-1","-1","1001119000","315","30870","98.0","0.824607329842932","false"
"Icmp","2","71121","98","-1","-1","-1","1001119000","318","31615","99.0","0.8324607329842932","false"
"Icmp","2","71122","98","-1","-1","-1","1002111000","316","30968","98.0","0.8272251308900523","false"
"Icmp","2","71122","98","-1","-1","-1","1002117000","319","31713","99.0","0.8350785340314136","false"
"Icmp","2","71122","98","-1","-1","-1","1001994000","318","31164","98.0","0.8324607329842932","false"
"Icmp","2","71122","98","-1","-1","-1","1001988000","321","31909","99.0","0.8403141361256544","false"
"Icmp","2","71122","98","-1","-1","-1","1001994000","318","31164","98.0","0.8324607329842932","false"
"Icmp","2","71122","98","-1","-1","-1","1001988000","321","31909","99.0","0.8403141361256544","false"
"Icmp","2","71122","98","-1","-1","-1","1001124000","319","31262","98.0","0.8350785340314136","false"
"Icmp","2","71122","98","-1","-1","-1","1001124000","322","32007","99.0","0.8429319371727748","false"
"Icmp","2","71122","98","-1","-1","-1","1002137000","320","31360","98.0","0.837696335078534","false"
"Icmp","2","71122","98","-1","-1","-1","1002132000","323","32105","99.0","0.8455497382198953","false"
"Icmp","2","71122","98","-1","-1","-1","1001007000","321","31458","98.0","0.8403141361256544","false"
"Icmp","2","71122","98","-1","-1","-1","1001023000","324","32203","99.0","0.8481675392670157","false"
"Icmp","2","71122","98","-1","-1","-1","1002081000","322","31556","98.0","0.8429319371727748","false"
"Icmp","2","71122","98","-1","-1","-1","1002072000","325","32301","99.0","0.8507853403141361","false"
"Icmp","2","71131","98","-1","-1","-1","1000987000","323","31654","98.0","0.8239795918367347","false"
"Icmp","2","71131","98","-1","-1","-1","1000983000","326","32399","99.0","0.8316326530612245","false"
"Icmp","2","71131","98","-1","-1","-1","1001160000","324","31752","98.0","0.826530612244898","false"
"Icmp","2","71131","98","-1","-1","-1","1001164000","327","32497","99.0","0.8341836734693877","false"
"Udp","2","71131","242","-1","17500","-1","2262000","138","21224","153.0","0.37398373983739835","false"
"Udp","2","71132","242","-1","17500","-1","2262000","138","21224","153.0","0.37398373983739835","false"
"Icmp","2","71132","98","-1","-1","-1","1001079000","325","31850","98.0","0.8290816326530612","false"
"Icmp","2","71132","98","-1","-1","-1","1001081000","328","32595","99.0","0.8367346938775511","false"
"Icmp","2","71132","98","-1","-1","-1","1001121000","327","32046","98.0","0.8341836734693877","false"
"Icmp","2","71132","98","-1","-1","-1","1001986000","329","32693","99.0","0.8392857142857143","false"
"Icmp","2","71132","98","-1","-1","-1","1001121000","327","32046","98.0","0.8341836734693877","false"
"Icmp","2","71132","98","-1","-1","-1","1001117000","330","32791","99.0","0.8418367346938775","false"
"Icmp","2","71132","98","-1","-1","-1","1001015000","328","32144","98.0","0.8367346938775511","false"
"Icmp","2","71132","98","-1","-1","-1","1001016000","331","32889","99.0","0.8443877551020408","false"
"Icmp","2","71132","98","-1","-1","-1","1001099000","329","32242","98.0","0.8392857142857143","false"
"Icmp","2","71132","98","-1","-1","-1","1001113000","332","32987","99.0","0.8469387755102041","false"
"Icmp","2","71132","98","-1","-1","-1","1002111000","330","32340","98.0","0.8418367346938775","false"
"Icmp","2","71132","98","-1","-1","-1","1002096000","333","33085","99.0","0.8494897959183674","false"
"Icmp","2","71132","98","-1","-1","-1","1000995000","331","32438","98.0","0.8443877551020408","false"
"Icmp","2","71132","98","-1","-1","-1","1000998000","334","33183","99.0","0.8520408163265306","false"
"Icmp","2","71132","98","-1","-1","-1","1001257000","332","32536","98.0","0.8469387755102041","false"
"Icmp","2","71132","98","-1","-1","-1","1001252000","335","33281","99.0","0.8545918367346939","false"
"Icmp","2","71141","98","-1","-1","-1","1000978000","333","32634","98.0","0.8283582089552238","false"
"Icmp","2","71141","98","-1","-1","-1","1000982000","336","33379","99.0","0.835820895522388","false"
"Icmp","2","71141","98","-1","-1","-1","1001999000","334","32732","98.0","0.8308457711442786","false"
"Icmp","2","71141","98","-1","-1","-1","1002007000","337","33477","99.0","0.8383084577114428","false"
"Icmp","2","71141","98","-1","-1","-1","1001117000","335","32830","98.0","0.8333333333333334","false"
"Icmp","2","71141","98","-1","-1","-1","1001106000","338","33575","99.0","0.8407960199004975","false"
"Icmp","2","71141","98","-1","-1","-1","1001992000","336","32928","98.0","0.835820895522388","false"
"Icmp","2","71142","98","-1","-1","-1","1001993000","339","33673","99.0","0.8432835820895522","false"
"Icmp","2","71142","98","-1","-1","-1","1001117000","337","33026","98.0","0.8383084577114428","false"
"Icmp","2","71142","98","-1","-1","-1","1001123000","340","33771","99.0","0.845771144278607","false"
"Icmp","2","71142","98","-1","-1","-1","1001000000","339","33222","98.0","0.8432835820895522","false"
"Icmp","2","71142","98","-1","-1","-1","1002128000","341","33869","99.0","0.8482587064676617","false"
"Icmp","2","71142","98","-1","-1","-1","1001000000","339","33222","98.0","0.8432835820895522","false"
"Icmp","2","71142","98","-1","-1","-1","1001030000","342","33967","99.0","0.8507462686567164","false"
"Icmp","2","71142","98","-1","-1","-1","1002117000","340","33320","98.0","0.845771144278607","false"
"Icmp","2","71142","98","-1","-1","-1","1002083000","343","34065","99.0","0.8532338308457711","false"
"Icmp","2","71142","98","-1","-1","-1","1001107000","341","33418","98.0","0.8482587064676617","false"
"Icmp","2","71142","98","-1","-1","-1","1001105000","344","34163","99.0","0.8557213930348259","false"
"Icmp","2","71142","98","-1","-1","-1","1000997000","342","33516","98.0","0.8507462686567164","false"
"Icmp","2","71142","98","-1","-1","-1","1000996000","345","34261","99.0","0.8582089552238806","false"
"Icmp","2","71151","98","-1","-1","-1","1001125000","343","33614","98.0","0.8325242718446602","false"
"Icmp","2","71151","98","-1","-1","-1","1001125000","346","34359","99.0","0.8398058252427184","false"
"Icmp","2","71151","98","-1","-1","-1","1000987000","344","33712","98.0","0.8349514563106796","false"
"Icmp","2","71151","98","-1","-1","-1","1000988000","347","34457","99.0","0.8422330097087378","false"
"Icmp","2","71151","98","-1","-1","-1","1001121000","345","33810","98.0","0.837378640776699","false"
"Icmp","2","71151","98","-1","-1","-1","1001129000","348","34555","99.0","0.8446601941747572","false"
"Icmp","2","71152","98","-1","-1","-1","1001121000","346","33908","98.0","0.8398058252427184","false"
"Icmp","2","71152","98","-1","-1","-1","1001111000","349","34653","99.0","0.8470873786407767","false"
"Icmp","2","71152","98","-1","-1","-1","1001130000","347","34006","98.0","0.8422330097087378","false"
"Icmp","2","71152","98","-1","-1","-1","1001988000","351","34849","99.0","0.8519417475728155","false"
"Icmp","2","71152","98","-1","-1","-1","1001985000","348","34104","98.0","0.8446601941747572","false"
"Icmp","2","71152","98","-1","-1","-1","1001988000","351","34849","99.0","0.8519417475728155","false"
"Icmp","2","71152","98","-1","-1","-1","1001119000","349","34202","98.0","0.8470873786407767","false"
"Icmp","2","71152","98","-1","-1","-1","1001122000","352","34947","99.0","0.8543689320388349","false"
"Icmp","2","71152","98","-1","-1","-1","1000985000","350","34300","98.0","0.8495145631067961","false"
"Icmp","2","71152","98","-1","-1","-1","1000980000","353","35045","99.0","0.8567961165048543","false"
"Icmp","2","71152","98","-1","-1","-1","1001124000","351","34398","98.0","0.8519417475728155","false"
"Icmp","2","71152","98","-1","-1","-1","1001133000","354","35143","99.0","0.8592233009708737","false"
"Icmp","2","71152","98","-1","-1","-1","1001115000","352","34496","98.0","0.8543689320388349","false"
"Icmp","2","71152","98","-1","-1","-1","1001104000","355","35241","99.0","0.8616504854368932","false"
"Icmp","2","71161","98","-1","-1","-1","1000998000","353","34594","98.0","0.8364928909952607","false"
"Icmp","2","71161","98","-1","-1","-1","1001014000","356","35339","99.0","0.8436018957345972","false"
"Icmp","2","71161","98","-1","-1","-1","1002113000","354","34692","98.0","0.8388625592417062","false"
"Icmp","2","71161","98","-1","-1","-1","1002109000","357","35437","99.0","0.8459715639810427","false"
"Udp","2","71161","242","-1","17500","-1","2175000","140","21708","155.0","0.3508771929824561","false"
"Udp","2","71161","242","-1","17500","-1","2175000","140","21708","155.0","0.3508771929824561","false"
"Icmp","2","71161","98","-1","-1","-1","1001124000","355","34790","98.0","0.8412322274881516","false"
"Icmp","2","71161","98","-1","-1","-1","1001122000","358","35535","99.0","0.8483412322274881","false"
"Icmp","2","71162","98","-1","-1","-1","1000997000","356","34888","98.0","0.8436018957345972","false"
"Icmp","2","71162","98","-1","-1","-1","1000997000","359","35633","99.0","0.8507109004739336","false"
"Icmp","2","71162","98","-1","-1","-1","1001003000","358","35084","98.0","0.8483412322274881","false"
"Icmp","2","71162","98","-1","-1","-1","1000994000","361","35829","99.0","0.8554502369668247","false"
"Icmp","2","71162","98","-1","-1","-1","1001003000","358","35084","98.0","0.8483412322274881","false"
"Icmp","2","71162","98","-1","-1","-1","1000994000","361","35829","99.0","0.8554502369668247","false"
"Icmp","2","71162","98","-1","-1","-1","1001108000","359","35182","98.0","0.8507109004739336","false"
"Icmp","2","71162","98","-1","-1","-1","1001117000","362","35927","99.0","0.8578199052132701","false"
"Udp","2","71162","92","-1","137","-1","52763942000","130","15771","121.0","0.30952380952380953","false"
"Udp","2","71162","92","-1","137","-1","749992000","131","15863","121.0","0.3119047619047619","false"
"Icmp","2","71162","98","-1","-1","-1","1001249000","360","35280","98.0","0.8530805687203792","false"
"Icmp","2","71162","98","-1","-1","-1","1001240000","363","36025","99.0","0.8601895734597157","false"
"Udp","2","71162","92","-1","137","-1","749981000","132","15955","120.0","0.3142857142857143","false"
"Icmp","2","71162","98","-1","-1","-1","1001867000","361","35378","98.0","0.8554502369668247","false"
"Icmp","2","71162","98","-1","-1","-1","1001864000","364","36123","99.0","0.8625592417061612","false"
"Icmp","2","71162","98","-1","-1","-1","1002138000","362","35476","98.0","0.8578199052132701","false"
"Icmp","2","71162","98","-1","-1","-1","1002144000","365","36221","99.0","0.8649289099526066","false"
"Icmp","2","71171","98","-1","-1","-1","1002114000","363","35574","98.0","0.8402777777777778","false"
"Icmp","2","71171","98","-1","-1","-1","1002107000","366","36319","99.0","0.8472222222222222","false"
"Icmp","2","71171","98","-1","-1","-1","1001977000","364","35672","98.0","0.8425925925925926","false"
"Icmp","2","71171","98","-1","-1","-1","1001993000","367","36417","99.0","0.8495370370370371","false"
"Icmp","2","71171","98","-1","-1","-1","1002120000","365","35770","98.0","0.8449074074074074","false"
"Icmp","2","71171","98","-1","-1","-1","1002114000","368","36515","99.0","0.8518518518518519","false"
"Icmp","2","71171","98","-1","-1","-1","1001996000","366","35868","98.0","0.8472222222222222","false"
"Icmp","2","71172","98","-1","-1","-1","1001988000","369","36613","99.0","0.8541666666666666","false"
"Icmp","2","71172","98","-1","-1","-1","1001121000","367","35966","98.0","0.8495370370370371","false"
"Icmp","2","71172","98","-1","-1","-1","1001163000","371","36809","99.0","0.8587962962962963","false"
"Icmp","2","71172","98","-1","-1","-1","1001117000","368","36064","98.0","0.8518518518518519","false"
"Icmp","2","71172","98","-1","-1","-1","1001163000","371","36809","99.0","0.8587962962962963","false"
"Icmp","2","71172","98","-1","-1","-1","1001990000","369","36162","98.0","0.8541666666666666","false"
"Icmp","2","71172","98","-1","-1","-1","1001935000","372","36907","99.0","0.8611111111111112","false"
"Icmp","2","71172","98","-1","-1","-1","1001369000","370","36260","98.0","0.8564814814814815","false"
"Icmp","2","71172","98","-1","-1","-1","1001378000","373","37005","99.0","0.8634259259259259","false"
"Icmp","2","71172","98","-1","-1","-1","1001859000","371","36358","98.0","0.8587962962962963","false"
"Icmp","2","71172","98","-1","-1","-1","1001860000","374","37103","99.0","0.8657407407407407","false"
"Icmp","2","71172","98","-1","-1","-1","1001000000","372","36456","98.0","0.8611111111111112","false"
"Icmp","2","71172","98","-1","-1","-1","1000993000","375","37201","99.0","0.8680555555555556","false"
"Icmp","2","71181","98","-1","-1","-1","1001133000","373","36554","98.0","0.8438914027149321","false"
"Icmp","2","71181","98","-1","-1","-1","1001134000","376","37299","99.0","0.8506787330316742","false"
"Icmp","2","71181","98","-1","-1","-1","1001111000","374","36652","98.0","0.8461538461538461","false"
"Icmp","2","71181","98","-1","-1","-1","1001113000","377","37397","99.0","0.8529411764705882","false"
"Icmp","2","71181","98","-1","-1","-1","1001987000","375","36750","98.0","0.8484162895927602","false"
"Icmp","2","71181","98","-1","-1","-1","1001984000","378","37495","99.0","0.8552036199095022","false"
"Icmp","2","71181","98","-1","-1","-1","1001114000","376","36848","98.0","0.8506787330316742","false"
"Icmp","2","71182","98","-1","-1","-1","1001110000","379","37593","99.0","0.8574660633484162","false"
"Icmp","2","71182","98","-1","-1","-1","1001124000","377","36946","98.0","0.8529411764705882","false"
"Icmp","2","71182","98","-1","-1","-1","1001134000","380","37691","99.0","0.8597285067873304","false"
"Icmp","2","71182","98","-1","-1","-1","1000814000","378","37044","98.0","0.8552036199095022","false"
"Icmp","2","71182","98","-1","-1","-1","1000808000","381","37789","99.0","0.8619909502262444","false"
"Udp","2","71182","175","-1","1900","-1","17971127000","133","16130","121.0","0.30227272727272725","false"
"Icmp","2","71182","98","-1","-1","-1","1002305000","379","37142","98.0","0.8574660633484162","false"
"Icmp","2","71182","98","-1","-1","-1","1002300000","382","37887","99.0","0.8642533936651584","false"
"Icmp","2","71182","98","-1","-1","-1","1000980000","380","37240","98.0","0.8597285067873304","false"
"Icmp","2","71182","98","-1","-1","-1","1000985000","383","37985","99.0","0.8665158371040724","false"
"Icmp","2","71182","98","-1","-1","-1","1001142000","381","37338","98.0","0.8619909502262444","false"
"Icmp","2","71182","98","-1","-1","-1","1001145000","384","38083","99.0","0.8687782805429864","false"
"Udp","2","71182","175","-1","1900","-1","3000623000","134","16305","121.0","0.30454545454545456","false"
"Icmp","2","71182","98","-1","-1","-1","1000980000","382","37436","98.0","0.8642533936651584","false"
"Icmp","2","71182","98","-1","-1","-1","1000986000","385","38181","99.0","0.8710407239819005","false"
"Icmp","2","71191","98","-1","-1","-1","1001125000","383","37534","98.0","0.8473451327433629","false"
"Icmp","2","71191","98","-1","-1","-1","1001118000","386","38279","99.0","0.8539823008849557","false"
"Icmp","2","71191","98","-1","-1","-1","1001119000","384","37632","98.0","0.8495575221238938","false"
"Icmp","2","71191","98","-1","-1","-1","1001117000","387","38377","99.0","0.8561946902654868","false"
"Udp","2","71191","242","-1","17500","-1","1573000","142","22192","156.0","0.331002331002331","false"
"Udp","2","71191","242","-1","17500","-1","1573000","142","22192","156.0","0.331002331002331","false"
"Udp","2","71191","175","-1","1900","-1","3000209000","135","16480","122.0","0.30066815144766146","false"
"Icmp","2","71191","98","-1","-1","-1","1001145000","385","37730","98.0","0.8517699115044248","false"
"Icmp","2","71192","98","-1","-1","-1","1001157000","388","38475","99.0","0.8584070796460177","false"
"Icmp","2","71192","98","-1","-1","-1","1000959000","386","37828","98.0","0.8539823008849557","false"
"Icmp","2","71192","98","-1","-1","-1","1000946000","389","38573","99.0","0.8606194690265486","false"
"Icmp","2","71192","98","-1","-1","-1","1002242000","388","38024","98.0","0.8584070796460177","false"
"Icmp","2","71192","98","-1","-1","-1","1001990000","390","38671","99.0","0.8628318584070797","false"
"Udp","2","71192","175","-1","1900","-1","3067253000","136","16655","122.0","0.3022222222222222","false"
"Icmp","2","71192","98","-1","-1","-1","1002242000","388","38024","98.0","0.8584070796460177","false"
"Icmp","2","71192","98","-1","-1","-1","1002253000","391","38769","99.0","0.8650442477876106","false"
"Icmp","2","71192","98","-1","-1","-1","1001992000","389","38122","98.0","0.8606194690265486","false"
"Icmp","2","71192","98","-1","-1","-1","1001983000","392","38867","99.0","0.8672566371681416","false"
"Icmp","2","71192","98","-1","-1","-1","1002122000","390","38220","98.0","0.8628318584070797","false"
"Icmp","2","71192","98","-1","-1","-1","1002131000","393","38965","99.0","0.8694690265486725","false"
"Udp","2","71192","175","-1","1900","-1","3000236000","137","16830","122.0","0.30444444444444446","false"
"Icmp","2","71192","98","-1","-1","-1","1001987000","391","38318","98.0","0.8650442477876106","false"
"Icmp","2","71192","98","-1","-1","-1","1001982000","394","39063","99.0","0.8716814159292036","false"
"Icmp","2","71192","98","-1","-1","-1","1001120000","392","38416","98.0","0.8672566371681416","false"
"Icmp","2","71192","98","-1","-1","-1","1001118000","395","39161","99.0","0.8738938053097345","false"
"Udp","2","71201","92","-1","137","-1","1887753000","138","16922","122.0","0.3006535947712418","false"
"Icmp","2","71201","98","-1","-1","-1","1001143000","393","38514","98.0","0.8506493506493507","false"
"Icmp","2","71201","98","-1","-1","-1","1001156000","396","39259","99.0","0.8571428571428571","false"
"Udp","2","71201","92","-1","137","-1","363131000","140","17189","122.0","0.30501089324618735","false"
"Udp","2","71201","175","-1","1900","-1","363131000","140","17189","122.0","0.30501089324618735","false"
"Icmp","2","71201","98","-1","-1","-1","1001977000","394","38612","98.0","0.8528138528138528","false"
"Icmp","2","71201","98","-1","-1","-1","1001969000","397","39357","99.0","0.8593073593073594","false"
"Udp","2","71201","92","-1","137","-1","386831000","141","17281","122.0","0.30718954248366015","false"
"Icmp","2","71202","98","-1","-1","-1","1001138000","395","38710","98.0","0.854978354978355","false"
"Icmp","2","71202","98","-1","-1","-1","1001136000","398","39455","99.0","0.8614718614718615","false"
"Icmp","2","71202","98","-1","-1","-1","1001981000","396","38808","98.0","0.8571428571428571","false"
"Icmp","2","71202","98","-1","-1","-1","1001978000","399","39553","99.0","0.8636363636363636","false"
"Icmp","2","71202","98","-1","-1","-1","1000998000","397","38906","98.0","0.8593073593073594","false"
"Icmp","2","71202","98","-1","-1","-1","1001008000","400","39651","99.0","0.8658008658008658","false"
"Icmp","2","71202","98","-1","-1","-1","1001110000","398","39004","98.0","0.8614718614718615","false"
"Icmp","2","71202","98","-1","-1","-1","1001099000","401","39749","99.0","0.8679653679653679","false"
"Icmp","2","71202","98","-1","-1","-1","1001243000","399","39102","98.0","0.8636363636363636","false"
"Icmp","2","71202","98","-1","-1","-1","1001251000","402","39847","99.0","0.8701298701298701","false"
"Icmp","2","71202","98","-1","-1","-1","1001293000","400","39200","98.0","0.8658008658008658","false"
"Icmp","2","71202","98","-1","-1","-1","1001300000","403","39945","99.0","0.8722943722943723","false"
"Icmp","2","71202","98","-1","-1","-1","1000824000","401","39298","98.0","0.8679653679653679","false"
"Icmp","2","71202","98","-1","-1","-1","1000821000","404","40043","99.0","0.8744588744588745","false"
"Icmp","2","71202","98","-1","-1","-1","1000984000","402","39396","98.0","0.8701298701298701","false"
"Icmp","2","71202","98","-1","-1","-1","1000972000","405","40141","99.0","0.8766233766233766","false"
"Icmp","2","71211","98","-1","-1","-1","1001139000","403","39494","98.0","0.8538135593220338","false"
"Icmp","2","71211","98","-1","-1","-1","1001140000","406","40239","99.0","0.8601694915254238","false"
"Icmp","2","71211","98","-1","-1","-1","1000974000","404","39592","98.0","0.8559322033898306","false"
"Icmp","2","71211","98","-1","-1","-1","1000985000","407","40337","99.0","0.8622881355932204","false"
"Icmp","2","71211","98","-1","-1","-1","1001124000","405","39690","98.0","0.8580508474576272","false"
"Icmp","2","71211","98","-1","-1","-1","1001118000","408","40435","99.0","0.864406779661017","false"
"Icmp","2","71212","98","-1","-1","-1","1001124000","406","39788","98.0","0.8601694915254238","false"
"Icmp","2","71212","98","-1","-1","-1","1001116000","409","40533","99.0","0.8665254237288136","false"
"Icmp","2","71212","98","-1","-1","-1","1001125000","407","39886","98.0","0.8622881355932204","false"
"Icmp","2","71212","98","-1","-1","-1","1001133000","410","40631","99.0","0.8686440677966102","false"
"Icmp","2","71212","98","-1","-1","-1","1001008000","408","39984","98.0","0.864406779661017","false"
"Icmp","2","71212","98","-1","-1","-1","1001001000","411","40729","99.0","0.8707627118644068","false"
"Icmp","2","71212","98","-1","-1","-1","1001092000","409","40082","98.0","0.8665254237288136","false"
"Icmp","2","71212","98","-1","-1","-1","1001107000","412","40827","99.0","0.8728813559322034","false"
"Icmp","2","71212","98","-1","-1","-1","1000981000","410","40180","98.0","0.8686440677966102","false"
"Icmp","2","71212","98","-1","-1","-1","1000964000","413","40925","99.0","0.875","false"
"Icmp","2","71212","98","-1","-1","-1","1001127000","411","40278","98.0","0.8707627118644068","false"
"Icmp","2","71212","98","-1","-1","-1","1001144000","414","41023","99.0","0.8771186440677966","false"
"Icmp","2","71212","98","-1","-1","-1","1001000000","412","40376","98.0","0.8728813559322034","false"
"Icmp","2","71212","98","-1","-1","-1","1000987000","415","41121","99.0","0.8792372881355932","false"
