"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source)).enc_rateps","attack"
"Icmp","2","70971","98","-1","-1","-1","1002003000","163","15974","98.0","0.7025862068965517","false"
"Icmp","2","70971","98","-1","-1","-1","1001999000","165","16468","99.0","0.7112068965517241","false"
"Icmp","2","70971","98","-1","-1","-1","1001122000","164","16072","98.0","0.7068965517241379","false"
"Icmp","2","70971","98","-1","-1","-1","1001123000","166","16566","99.0","0.7155172413793104","false"
"Udp","2","70971","175","-1","1900","-1","2999740000","112","16189","144.0","0.5358851674641149","false"
"Icmp","2","70971","98","-1","-1","-1","1001075000","165","16170","98.0","0.7112068965517241","false"
"Icmp","2","70971","98","-1","-1","-1","1001064000","167","16664","99.0","0.7198275862068966","false"
"Udp","2","70971","342","-1","67","-1","8993353000","8","2736","342.0","0.09411764705882353","false"
"Icmp","2","70971","98","-1","-1","-1","1002006000","166","16268","98.0","0.7155172413793104","false"
"Icmp","2","70971","98","-1","-1","-1","1002011000","168","16762","99.0","0.7241379310344828","false"
"Icmp","2","70972","98","-1","-1","-1","1001150000","167","16366","98.0","0.7198275862068966","false"
"Icmp","2","70972","98","-1","-1","-1","1001150000","169","16860","99.0","0.728448275862069","false"
"Udp","2","70972","175","-1","1900","-1","3000011000","113","16364","144.0","0.5406698564593302","false"
"Icmp","2","70972","98","-1","-1","-1","1000964000","168","16464","98.0","0.7241379310344828","false"
"Icmp","2","70972","98","-1","-1","-1","1000954000","170","16958","99.0","0.7327586206896551","false"
"Icmp","2","70972","98","-1","-1","-1","1002141000","169","16562","98.0","0.728448275862069","false"
"Icmp","2","70972","98","-1","-1","-1","1002153000","171","17056","99.0","0.7370689655172413","false"
"Udp","2","70972","248","-1","138","-1","25864908000","105","13371","127.0","0.45652173913043476","false"
"Icmp","2","70972","98","-1","-1","-1","1001110000","170","16660","98.0","0.7327586206896551","false"
"Icmp","2","70972","98","-1","-1","-1","1001108000","172","17154","99.0","0.7413793103448276","false"
"Icmp","2","70972","98","-1","-1","-1","1000993000","171","16758","98.0","0.7370689655172413","false"
"Icmp","2","70972","98","-1","-1","-1","1000995000","173","17252","99.0","0.7456896551724138","false"
"Udp","2","70972","251","-1","138","-1","3791828000","114","16615","145.0","0.5428571428571428","false"
"Icmp","2","70972","98","-1","-1","-1","1001132000","172","16856","98.0","0.7413793103448276","false"
"Icmp","2","70972","98","-1","-1","-1","1001124000","174","17350","99.0","0.75","false"
"Icmp","2","70981","98","-1","-1","-1","1001241000","173","16954","98.0","0.7148760330578512","false"
"Icmp","2","70981","98","-1","-1","-1","1001249000","175","17448","99.0","0.7231404958677686","false"
"Icmp","2","70981","98","-1","-1","-1","1000875000","174","17052","98.0","0.71900826446281","false"
"Icmp","2","70981","98","-1","-1","-1","1000873000","176","17546","99.0","0.7272727272727273","false"
"Udp","2","70981","242","-1","17500","-1","2152000","116","17099","147.0","0.5296803652968036","false"
"Udp","2","70981","242","-1","17500","-1","2152000","116","17099","147.0","0.5296803652968036","false"
"Icmp","2","70981","98","-1","-1","-1","1002121000","175","17150","98.0","0.7231404958677686","false"
"Icmp","2","70981","98","-1","-1","-1","1002132000","177","17644","99.0","0.731404958677686","false"
"Icmp","2","70981","98","-1","-1","-1","1001102000","176","17248","98.0","0.7272727272727273","false"
"Icmp","2","70981","98","-1","-1","-1","1001089000","178","17742","99.0","0.7355371900826446","false"
"Udp","2","70981","64","-1","5355","-1","100125000","107","13499","126.0","0.4476987447698745","false"
"Udp","2","70982","64","-1","5355","-1","100125000","107","13499","126.0","0.4476987447698745","false"
"Icmp","2","70982","98","-1","-1","-1","1001118000","177","17346","98.0","0.731404958677686","false"
"Icmp","2","70982","98","-1","-1","-1","1001120000","179","17840","99.0","0.7396694214876033","false"
"Udp","2","70982","92","-1","137","-1","748961000","109","13683","125.0","0.45416666666666666","false"
"Udp","2","70982","92","-1","137","-1","748961000","109","13683","125.0","0.45416666666666666","false"
"Icmp","2","70982","98","-1","-1","-1","1001879000","178","17444","98.0","0.7355371900826446","false"
"Icmp","2","70982","98","-1","-1","-1","1001886000","180","17938","99.0","0.743801652892562","false"
"Udp","2","70982","92","-1","137","-1","750124000","110","13775","125.0","0.4583333333333333","false"
"Icmp","2","70982","98","-1","-1","-1","1002114000","179","17542","98.0","0.7396694214876033","false"
"Icmp","2","70982","98","-1","-1","-1","1002119000","181","18036","99.0","0.7479338842975206","false"
"Icmp","2","70982","98","-1","-1","-1","1002121000","180","17640","98.0","0.743801652892562","false"
"Icmp","2","70982","98","-1","-1","-1","1002117000","182","18134","99.0","0.7520661157024794","false"
"Icmp","2","70982","98","-1","-1","-1","1002112000","181","17738","98.0","0.7479338842975206","false"
"Icmp","2","70982","98","-1","-1","-1","1002117000","183","18232","99.0","0.756198347107438","false"
"Icmp","2","70982","98","-1","-1","-1","1002007000","182","17836","98.0","0.7520661157024794","false"
"Icmp","2","70982","98","-1","-1","-1","1002001000","184","18330","99.0","0.7603305785123967","false"
"Udp","2","70982","342","-1","67","-1","16596799000","9","3078","342.0","0.09473684210526316","false"
"Icmp","2","70991","98","-1","-1","-1","1002107000","183","17934","98.0","0.7261904761904762","false"
"Icmp","2","70991","98","-1","-1","-1","1002104000","185","18428","99.0","0.7341269841269841","false"
"Icmp","2","70991","98","-1","-1","-1","1002000000","184","18032","98.0","0.7301587301587301","false"
"Icmp","2","70991","98","-1","-1","-1","1002006000","186","18526","99.0","0.7380952380952381","false"
"Icmp","2","70991","98","-1","-1","-1","1001248000","185","18130","98.0","0.7341269841269841","false"
"Icmp","2","70991","98","-1","-1","-1","1001254000","187","18624","99.0","0.7420634920634921","false"
"Icmp","2","70992","98","-1","-1","-1","1001992000","186","18228","98.0","0.7380952380952381","false"
"Icmp","2","70992","98","-1","-1","-1","1001980000","188","18722","99.0","0.746031746031746","false"
"Icmp","2","70992","98","-1","-1","-1","1001996000","187","18326","98.0","0.7420634920634921","false"
"Icmp","2","70992","98","-1","-1","-1","1001991000","189","18820","99.0","0.75","false"
"Icmp","2","70992","98","-1","-1","-1","1001103000","188","18424","98.0","0.746031746031746","false"
"Icmp","2","70992","98","-1","-1","-1","1001110000","190","18918","99.0","0.753968253968254","false"
"Icmp","2","70992","98","-1","-1","-1","1001124000","189","18522","98.0","0.75","false"
"Icmp","2","70992","98","-1","-1","-1","1001113000","191","19016","99.0","0.7579365079365079","false"
"Icmp","2","70992","98","-1","-1","-1","1002040000","190","18620","98.0","0.753968253968254","false"
"Icmp","2","70992","98","-1","-1","-1","1002043000","192","19114","99.0","0.7619047619047619","false"
"Icmp","2","70992","98","-1","-1","-1","1001079000","191","18718","98.0","0.7579365079365079","false"
"Icmp","2","70992","98","-1","-1","-1","1001089000","193","19212","99.0","0.7658730158730159","false"
"Icmp","2","70992","98","-1","-1","-1","1000999000","192","18816","98.0","0.7619047619047619","false"
"Icmp","2","70992","98","-1","-1","-1","1000992000","194","19310","99.0","0.7698412698412699","false"
"Icmp","2","71001","98","-1","-1","-1","1001228000","193","18914","98.0","0.7366412213740458","false"
"Icmp","2","71001","98","-1","-1","-1","1001226000","195","19408","99.0","0.7442748091603053","false"
"Icmp","2","71001","98","-1","-1","-1","1000996000","194","19012","98.0","0.7404580152671756","false"
"Icmp","2","71001","98","-1","-1","-1","1000996000","196","19506","99.0","0.7480916030534351","false"
"Icmp","2","71001","98","-1","-1","-1","1001134000","195","19110","98.0","0.7442748091603053","false"
"Icmp","2","71001","98","-1","-1","-1","1001142000","197","19604","99.0","0.7519083969465649","false"
"Icmp","2","71001","98","-1","-1","-1","1001988000","196","19208","98.0","0.7480916030534351","false"
"Icmp","2","71001","98","-1","-1","-1","1001995000","198","19702","99.0","0.7557251908396947","false"
"Udp","2","71001","92","-1","137","-1","18087302000","111","13867","124.0","0.42857142857142855","false"
"Icmp","2","71001","98","-1","-1","-1","1001152000","197","19306","98.0","0.7519083969465649","false"
"Icmp","2","71001","98","-1","-1","-1","1001159000","199","19800","99.0","0.7595419847328244","false"
"Udp","2","71002","92","-1","137","-1","748964000","112","13959","124.0","0.43243243243243246","false"
"Icmp","2","71002","98","-1","-1","-1","1000989000","198","19404","98.0","0.7557251908396947","false"
"Icmp","2","71002","98","-1","-1","-1","1000965000","200","19898","99.0","0.7633587786259542","false"
"Udp","2","71002","92","-1","137","-1","750109000","113","14051","124.0","0.4346153846153846","false"
"Icmp","2","71002","98","-1","-1","-1","1002081000","199","19502","98.0","0.7595419847328244","false"
"Icmp","2","71002","98","-1","-1","-1","1002092000","201","19996","99.0","0.767175572519084","false"
"Icmp","2","71002","98","-1","-1","-1","1000987000","200","19600","98.0","0.7633587786259542","false"
"Icmp","2","71002","98","-1","-1","-1","1000988000","202","20094","99.0","0.7709923664122137","false"
"Icmp","2","71002","98","-1","-1","-1","1001134000","201","19698","98.0","0.767175572519084","false"
"Icmp","2","71002","98","-1","-1","-1","1001134000","203","20192","99.0","0.7748091603053435","false"
"Icmp","2","71002","98","-1","-1","-1","1002149000","202","19796","98.0","0.7709923664122137","false"
"Icmp","2","71002","98","-1","-1","-1","1002167000","204","20290","99.0","0.7786259541984732","false"
"Udp","2","71011","251","-1","138","-1","956294000","205","20541","100.0","0.7536764705882353","false"
"Icmp","2","71011","98","-1","-1","-1","1000953000","203","19894","98.0","0.7463235294117647","false"
"Icmp","2","71011","98","-1","-1","-1","44632000","206","20639","100.0","0.7573529411764706","false"
"Icmp","2","71011","98","-1","-1","-1","1002346000","204","19992","98.0","0.75","false"
"Icmp","2","71011","98","-1","-1","-1","1002357000","207","20737","100.0","0.7610294117647058","false"
"Udp","2","71011","242","-1","17500","-1","2176000","118","17583","149.0","0.4738955823293173","false"
"Udp","2","71011","242","-1","17500","-1","2176000","118","17583","149.0","0.4738955823293173","false"
"Icmp","2","71011","98","-1","-1","-1","1001774000","205","20090","98.0","0.7536764705882353","false"
"Icmp","2","71011","98","-1","-1","-1","1001761000","208","20835","100.0","0.7647058823529411","false"
"Icmp","2","71011","98","-1","-1","-1","1002117000","206","20188","98.0","0.7573529411764706","false"
"Icmp","2","71012","98","-1","-1","-1","1002122000","209","20933","100.0","0.7683823529411765","false"
"Icmp","2","71012","98","-1","-1","-1","1002159000","207","20286","98.0","0.7610294117647058","false"
"Icmp","2","71012","98","-1","-1","-1","1002087000","211","21129","100.0","0.7757352941176471","false"
"Icmp","2","71012","98","-1","-1","-1","1002087000","208","20384","98.0","0.7647058823529411","false"
"Icmp","2","71012","98","-1","-1","-1","1002087000","211","21129","100.0","0.7757352941176471","false"
"Icmp","2","71012","98","-1","-1","-1","1002116000","209","20482","98.0","0.7683823529411765","false"
"Icmp","2","71012","98","-1","-1","-1","1002112000","212","21227","100.0","0.7794117647058824","false"
"Icmp","2","71012","98","-1","-1","-1","1001996000","210","20580","98.0","0.7720588235294118","false"
"Icmp","2","71012","98","-1","-1","-1","1002000000","213","21325","100.0","0.7830882352941176","false"
"Icmp","2","71012","98","-1","-1","-1","1002119000","211","20678","98.0","0.7757352941176471","false"
"Icmp","2","71012","98","-1","-1","-1","1002114000","214","21423","100.0","0.7867647058823529","false"
"Icmp","2","71012","98","-1","-1","-1","1002832000","212","20776","98.0","0.7794117647058824","false"
"Icmp","2","71012","98","-1","-1","-1","1002818000","215","21521","100.0","0.7904411764705882","false"
"Icmp","2","71021","98","-1","-1","-1","1002451000","213","20874","98.0","0.7553191489361702","false"
"Icmp","2","71021","98","-1","-1","-1","1002466000","216","21619","100.0","0.7659574468085106","false"
"Icmp","2","71021","98","-1","-1","-1","1001950000","214","20972","98.0","0.7588652482269503","false"
"Icmp","2","71021","98","-1","-1","-1","1001967000","217","21717","100.0","0.7695035460992907","false"
"Icmp","2","71021","98","-1","-1","-1","1000991000","215","21070","98.0","0.7624113475177305","false"
"Icmp","2","71021","98","-1","-1","-1","1000977000","218","21815","100.0","0.7730496453900709","false"
"Udp","2","71021","175","-1","1900","-1","10554454000","119","17758","149.0","0.4594594594594595","false"
"Icmp","2","71021","98","-1","-1","-1","1000972000","216","21168","98.0","0.7659574468085106","false"
"Icmp","2","71021","98","-1","-1","-1","1000960000","219","21913","100.0","0.776595744680851","false"
"Icmp","2","71022","98","-1","-1","-1","1002180000","217","21266","98.0","0.7695035460992907","false"
"Icmp","2","71022","98","-1","-1","-1","1001079000","221","22109","100.0","0.7836879432624113","false"
"Icmp","2","71022","98","-1","-1","-1","1001075000","218","21364","98.0","0.7730496453900709","false"
"Icmp","2","71022","98","-1","-1","-1","1001079000","221","22109","100.0","0.7836879432624113","false"
"Udp","2","71022","175","-1","1900","-1","3000188000","120","17933","149.0","0.46332046332046334","false"
"Icmp","2","71022","98","-1","-1","-1","1000998000","219","21462","98.0","0.776595744680851","false"
"Icmp","2","71022","98","-1","-1","-1","1001000000","222","22207","100.0","0.7872340425531915","false"
"Icmp","2","71022","98","-1","-1","-1","1001089000","220","21560","98.0","0.7801418439716312","false"
"Icmp","2","71022","98","-1","-1","-1","1001065000","223","22305","100.0","0.7907801418439716","false"
"Icmp","2","71022","98","-1","-1","-1","1001157000","221","21658","98.0","0.7836879432624113","false"
"Icmp","2","71022","98","-1","-1","-1","1001180000","224","22403","100.0","0.7943262411347518","false"
"Udp","2","71022","175","-1","1900","-1","3000028000","121","18108","149.0","0.4653846153846154","false"
"Icmp","2","71022","98","-1","-1","-1","1000994000","222","21756","98.0","0.7872340425531915","false"
"Icmp","2","71022","98","-1","-1","-1","1001000000","225","22501","100.0","0.7978723404255319","false"
"Icmp","2","71031","98","-1","-1","-1","1002115000","223","21854","98.0","0.7636986301369864","false"
"Icmp","2","71031","98","-1","-1","-1","1002101000","226","22599","99.0","0.773972602739726","false"
"Icmp","2","71031","98","-1","-1","-1","1001126000","224","21952","98.0","0.7671232876712328","false"
"Icmp","2","71031","98","-1","-1","-1","1001132000","227","22697","99.0","0.7773972602739726","false"
"Udp","2","71031","175","-1","1900","-1","3002537000","122","18283","149.0","0.45353159851301117","false"
"Icmp","2","71031","98","-1","-1","-1","1000995000","225","22050","98.0","0.7705479452054794","false"
"Icmp","2","71031","98","-1","-1","-1","1000995000","228","22795","99.0","0.7808219178082192","false"
"Icmp","2","71031","98","-1","-1","-1","1002085000","226","22148","98.0","0.773972602739726","false"
"Icmp","2","71031","98","-1","-1","-1","1002081000","229","22893","99.0","0.7842465753424658","false"
"Icmp","2","71031","98","-1","-1","-1","1001147000","227","22246","98.0","0.7773972602739726","false"
"Icmp","2","71032","98","-1","-1","-1","1001147000","230","22991","99.0","0.7876712328767124","false"
"Udp","2","71032","175","-1","1900","-1","2999592000","123","18458","150.0","0.45724907063197023","false"
"Icmp","2","71032","98","-1","-1","-1","1000985000","228","22344","98.0","0.7808219178082192","false"
"Icmp","2","71032","98","-1","-1","-1","1000994000","231","23089","99.0","0.791095890410959","false"
"Icmp","2","71032","98","-1","-1","-1","1002142000","229","22442","98.0","0.7842465753424658","false"
"Icmp","2","71032","98","-1","-1","-1","1002129000","232","23187","99.0","0.7945205479452054","false"
"Udp","2","71032","248","-1","138","-1","31605553000","114","14299","125.0","0.3931034482758621","false"
"Icmp","2","71032","98","-1","-1","-1","1001969000","230","22540","98.0","0.7876712328767124","false"
"Icmp","2","71032","98","-1","-1","-1","1001982000","233","23285","99.0","0.797945205479452","false"
"Udp","2","71032","175","-1","1900","-1","3000008000","124","18633","150.0","0.46096654275092935","false"
"Icmp","2","71032","98","-1","-1","-1","1002112000","231","22638","98.0","0.791095890410959","false"
"Icmp","2","71032","98","-1","-1","-1","1002112000","234","23383","99.0","0.8013698630136986","false"
"Udp","2","71032","251","-1","138","-1","1504317000","125","18884","151.0","0.46296296296296297","false"
"Icmp","2","71032","98","-1","-1","-1","1002130000","232","22736","98.0","0.7945205479452054","false"
"Icmp","2","71032","98","-1","-1","-1","1002135000","235","23481","99.0","0.8047945205479452","false"
"Icmp","2","71041","98","-1","-1","-1","1002099000","233","22834","98.0","0.7715231788079471","false"
"Icmp","2","71041","98","-1","-1","-1","1002087000","236","23579","99.0","0.7814569536423841","false"
"Icmp","2","71041","98","-1","-1","-1","1001984000","234","22932","98.0","0.7748344370860927","false"
"Icmp","2","71041","98","-1","-1","-1","1001976000","237","23677","99.0","0.7847682119205298","false"
"Udp","2","71041","242","-1","17500","-1","1983000","127","19368","152.0","0.4551971326164875","false"
"Udp","2","71041","242","-1","17500","-1","1983000","127","19368","152.0","0.4551971326164875","false"
"Icmp","2","71041","98","-1","-1","-1","1001276000","235","23030","98.0","0.7781456953642384","false"
"Icmp","2","71041","98","-1","-1","-1","1001287000","238","23775","99.0","0.7880794701986755","false"
"Icmp","2","71041","98","-1","-1","-1","1001863000","236","23128","98.0","0.7814569536423841","false"
"Icmp","2","71042","98","-1","-1","-1","1001865000","239","23873","99.0","0.7913907284768212","false"
"Icmp","2","71042","98","-1","-1","-1","1001117000","237","23226","98.0","0.7847682119205298","false"
"Icmp","2","71042","98","-1","-1","-1","1001988000","241","24069","99.0","0.7980132450331126","false"
"Icmp","2","71042","98","-1","-1","-1","1001115000","239","23422","98.0","0.7913907284768212","false"
"Icmp","2","71042","98","-1","-1","-1","1001988000","241","24069","99.0","0.7980132450331126","false"
"Icmp","2","71042","98","-1","-1","-1","1001115000","239","23422","98.0","0.7913907284768212","false"
"Icmp","2","71042","98","-1","-1","-1","1001116000","242","24167","99.0","0.8013245033112583","false"
"Icmp","2","71042","98","-1","-1","-1","1001114000","240","23520","98.0","0.7947019867549668","false"
"Icmp","2","71042","98","-1","-1","-1","1001120000","243","24265","99.0","0.804635761589404","false"
"Icmp","2","71042","98","-1","-1","-1","1002063000","241","23618","98.0","0.7980132450331126","false"
"Icmp","2","71042","98","-1","-1","-1","1002056000","244","24363","99.0","0.8079470198675497","false"
"Icmp","2","71042","98","-1","-1","-1","1001088000","242","23716","98.0","0.8013245033112583","false"
"Icmp","2","71042","98","-1","-1","-1","1001092000","245","24461","99.0","0.8112582781456954","false"
"Icmp","2","71051","98","-1","-1","-1","1000956000","243","23814","98.0","0.7788461538461539","false"
"Icmp","2","71051","98","-1","-1","-1","1000945000","246","24559","99.0","0.7884615384615384","false"
"Icmp","2","71051","98","-1","-1","-1","1002119000","244","23912","98.0","0.782051282051282","false"
"Icmp","2","71051","98","-1","-1","-1","1002129000","247","24657","99.0","0.7916666666666666","false"
"Icmp","2","71051","98","-1","-1","-1","1001119000","245","24010","98.0","0.7852564102564102","false"
"Icmp","2","71051","98","-1","-1","-1","1001156000","248","24755","99.0","0.7948717948717948","false"
"Icmp","2","71051","98","-1","-1","-1","1001123000","246","24108","98.0","0.7884615384615384","false"
"Icmp","2","71051","98","-1","-1","-1","1001094000","249","24853","99.0","0.7980769230769231","false"
"Icmp","2","71052","98","-1","-1","-1","1002126000","247","24206","98.0","0.7916666666666666","false"
"Icmp","2","71052","98","-1","-1","-1","1002123000","250","24951","99.0","0.8012820512820513","false"
"Icmp","2","71052","98","-1","-1","-1","1000998000","248","24304","98.0","0.7948717948717948","false"
"Icmp","2","71052","98","-1","-1","-1","1000993000","251","25049","99.0","0.8044871794871795","false"
"Icmp","2","71052","98","-1","-1","-1","1001124000","249","24402","98.0","0.7980769230769231","false"
"Icmp","2","71052","98","-1","-1","-1","1001125000","252","25147","99.0","0.8076923076923077","false"
"Icmp","2","71052","98","-1","-1","-1","1002104000","250","24500","98.0","0.8012820512820513","false"
"Icmp","2","71052","98","-1","-1","-1","1002104000","253","25245","99.0","0.8108974358974359","false"
"Udp","2","71052","92","-1","137","-1","21157381000","115","14391","125.0","0.3709677419354839","false"
"Icmp","2","71052","98","-1","-1","-1","1000865000","251","24598","98.0","0.8044871794871795","false"
"Icmp","2","71052","98","-1","-1","-1","1000867000","254","25343","99.0","0.8141025641025641","false"
"Udp","2","71052","92","-1","137","-1","750112000","116","14483","124.0","0.3741935483870968","false"
"Icmp","2","71052","98","-1","-1","-1","1001128000","252","24696","98.0","0.8076923076923077","false"
"Icmp","2","71052","98","-1","-1","-1","1001124000","255","25441","99.0","0.8173076923076923","false"
"Udp","2","71052","92","-1","137","-1","155095000","118","14667","124.0","0.38064516129032255","false"
"Udp","2","71052","92","-1","137","-1","155095000","118","14667","124.0","0.38064516129032255","false"
"Udp","2","71061","92","-1","137","-1","594106000","119","14759","124.0","0.3730407523510972","false"
"Icmp","2","71061","98","-1","-1","-1","1001120000","253","24794","98.0","0.7857142857142857","false"
"Icmp","2","71061","98","-1","-1","-1","1001126000","256","25539","99.0","0.7950310559006211","false"
"Udp","2","71061","92","-1","137","-1","750009000","120","14851","123.0","0.3761755485893417","false"
"Icmp","2","71061","98","-1","-1","-1","1001117000","254","24892","98.0","0.7888198757763976","false"
"Icmp","2","71061","98","-1","-1","-1","1001117000","257","25637","99.0","0.7981366459627329","false"
"Icmp","2","71061","98","-1","-1","-1","1001060000","255","24990","98.0","0.7919254658385093","false"
"Icmp","2","71061","98","-1","-1","-1","1001056000","258","25735","99.0","0.8012422360248447","false"
"Icmp","2","71061","98","-1","-1","-1","1002052000","256","25088","98.0","0.7950310559006211","false"
"Icmp","2","71062","98","-1","-1","-1","1002060000","259","25833","99.0","0.8043478260869565","false"
"Icmp","2","71062","98","-1","-1","-1","1002262000","258","25284","98.0","0.8012422360248447","false"
"Icmp","2","71062","98","-1","-1","-1","1001971000","260","25931","99.0","0.8074534161490683","false"
"Icmp","2","71062","98","-1","-1","-1","1002262000","258","25284","98.0","0.8012422360248447","false"
"Icmp","2","71062","98","-1","-1","-1","1002259000","261","26029","99.0","0.8105590062111802","false"
"Icmp","2","71062","98","-1","-1","-1","1002037000","259","25382","98.0","0.8043478260869565","false"
"Icmp","2","71062","98","-1","-1","-1","1002038000","262","26127","99.0","0.8136645962732919","false"
"Icmp","2","71062","98","-1","-1","-1","1002072000","260","25480","98.0","0.8074534161490683","false"
"Icmp","2","71062","98","-1","-1","-1","1002072000","263","26225","99.0","0.8167701863354038","false"
"Icmp","2","71062","98","-1","-1","-1","1002007000","261","25578","98.0","0.8105590062111802","false"
"Icmp","2","71062","98","-1","-1","-1","1002000000","264","26323","99.0","0.8198757763975155","false"
"Icmp","2","71062","98","-1","-1","-1","1002108000","262","25676","98.0","0.8136645962732919","false"
"Icmp","2","71062","98","-1","-1","-1","1002120000","265","26421","99.0","0.8229813664596274","false"
"Icmp","2","71071","98","-1","-1","-1","1001131000","263","25774","98.0","0.7921686746987951","false"
"Icmp","2","71071","98","-1","-1","-1","1001128000","266","26519","99.0","0.8012048192771084","false"
"Icmp","2","71071","98","-1","-1","-1","1001975000","264","25872","98.0","0.7951807228915663","false"
"Icmp","2","71071","98","-1","-1","-1","1001985000","267","26617","99.0","0.8042168674698795","false"
"Udp","2","71071","242","-1","17500","-1","2004000","129","19852","153.0","0.4174757281553398","false"
"Udp","2","71071","242","-1","17500","-1","2004000","129","19852","153.0","0.4174757281553398","false"
"Icmp","2","71071","98","-1","-1","-1","1002124000","265","25970","98.0","0.7981927710843374","false"
"Icmp","2","71072","98","-1","-1","-1","1002122000","268","26715","99.0","0.8072289156626506","false"
"Icmp","2","71072","98","-1","-1","-1","1001113000","266","26068","98.0","0.8012048192771084","false"
"Icmp","2","71072","98","-1","-1","-1","1001097000","269","26813","99.0","0.8102409638554217","false"
"Udp","2","71072","92","-1","137","-1","12757913000","121","14943","123.0","0.36666666666666664","false"
"Icmp","2","71072","98","-1","-1","-1","1001003000","267","26166","98.0","0.8042168674698795","false"
"Icmp","2","71072","98","-1","-1","-1","1001019000","270","26911","99.0","0.8132530120481928","false"
"Udp","2","71072","92","-1","137","-1","750122000","122","15035","123.0","0.3696969696969697","false"
"Udp","2","71072","92","-1","137","-1","750040000","123","15127","122.0","0.37272727272727274","false"
"Icmp","2","71072","98","-1","-1","-1","1001250000","268","26264","98.0","0.8072289156626506","false"
"Icmp","2","71072","98","-1","-1","-1","1001247000","271","27009","99.0","0.8162650602409639","false"
"Icmp","2","71072","98","-1","-1","-1","1000893000","269","26362","98.0","0.8102409638554217","false"
"Icmp","2","71072","98","-1","-1","-1","1000884000","272","27107","99.0","0.8192771084337349","false"
"Icmp","2","71072","98","-1","-1","-1","1001130000","270","26460","98.0","0.8132530120481928","false"
"Icmp","2","71072","98","-1","-1","-1","1001138000","273","27205","99.0","0.822289156626506","false"
"Icmp","2","71072","98","-1","-1","-1","1002061000","271","26558","98.0","0.8162650602409639","false"
"Icmp","2","71072","98","-1","-1","-1","1002053000","274","27303","99.0","0.8253012048192772","false"
"Icmp","2","71072","98","-1","-1","-1","1000997000","272","26656","98.0","0.8192771084337349","false"
"Icmp","2","71072","98","-1","-1","-1","1001003000","275","27401","99.0","0.8283132530120482","false"
"Icmp","2","71081","98","-1","-1","-1","1001305000","273","26754","98.0","0.7982456140350878","false"
"Icmp","2","71081","98","-1","-1","-1","1001363000","276","27499","99.0","0.8070175438596491","false"
"Icmp","2","71081","98","-1","-1","-1","1001801000","274","26852","98.0","0.8011695906432749","false"
"Icmp","2","71081","98","-1","-1","-1","1001744000","277","27597","99.0","0.8099415204678363","false"
"Icmp","2","71081","98","-1","-1","-1","1001302000","275","26950","98.0","0.804093567251462","false"
"Icmp","2","71081","98","-1","-1","-1","1001308000","278","27695","99.0","0.8128654970760234","false"
"Udp","2","71081","92","-1","137","-1","10529868000","130","19944","153.0","0.40752351097178685","false"
"Udp","2","71082","64","-1","5355","-1","339000","131","20008","152.0","0.4106583072100313","false"
"Udp","2","71082","64","-1","5355","-1","341091000","133","20164","151.0","0.4169278996865204","false"
"Udp","2","71082","92","-1","137","-1","341091000","133","20164","151.0","0.4169278996865204","false"
"Icmp","2","71082","98","-1","-1","-1","1000809000","276","27048","98.0","0.8070175438596491","false"
"Icmp","2","71082","98","-1","-1","-1","1000806000","279","27793","99.0","0.8157894736842105","false"
"Udp","2","71082","92","-1","137","-1","758501000","134","20256","151.0","0.4200626959247649","false"
"Icmp","2","71082","98","-1","-1","-1","1001126000","277","27146","98.0","0.8099415204678363","false"
"Icmp","2","71082","98","-1","-1","-1","1001120000","280","27891","99.0","0.8187134502923976","false"
"Icmp","2","71082","98","-1","-1","-1","1001117000","278","27244","98.0","0.8128654970760234","false"
"Icmp","2","71082","98","-1","-1","-1","1001127000","281","27989","99.0","0.8216374269005848","false"
"Icmp","2","71082","98","-1","-1","-1","1000997000","279","27342","98.0","0.8157894736842105","false"
"Icmp","2","71082","98","-1","-1","-1","1000990000","282","28087","99.0","0.8245614035087719","false"
"Icmp","2","71082","98","-1","-1","-1","1001989000","280","27440","98.0","0.8187134502923976","false"
"Icmp","2","71082","98","-1","-1","-1","1001982000","283","28185","99.0","0.827485380116959","false"
"Icmp","2","71082","98","-1","-1","-1","1002264000","281","27538","98.0","0.8216374269005848","false"
"Icmp","2","71082","98","-1","-1","-1","1002274000","284","28283","99.0","0.8304093567251462","false"
"Icmp","2","71082","98","-1","-1","-1","1002001000","282","27636","98.0","0.8245614035087719","false"
"Icmp","2","71082","98","-1","-1","-1","1002090000","285","28381","99.0","0.8333333333333334","false"
"Icmp","2","71091","98","-1","-1","-1","1002093000","283","27734","98.0","0.8039772727272727","false"
"Icmp","2","71091","98","-1","-1","-1","1001994000","286","28479","99.0","0.8125","false"
"Icmp","2","71091","98","-1","-1","-1","1001244000","284","27832","98.0","0.8068181818181818","false"
"Icmp","2","71091","98","-1","-1","-1","1001251000","287","28577","99.0","0.8153409090909091","false"
"Icmp","2","71091","98","-1","-1","-1","1000870000","285","27930","98.0","0.8096590909090909","false"
