"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_rateps","attack"
"Tcp","4","76990","66","80","-1","16","307384000","6","1064","177.0","0.05454545454545454","true"
"Tcp","4","76990","66","80","-1","16","5002402000","5","998","199.0","0.045454545454545456","true"
"Tcp","4","76991","66","80","-1","16","300106000","6","1064","177.0","0.05405405405405406","true"
"Tcp","4","76991","66","80","-1","16","300012000","6","1064","177.0","0.05405405405405406","true"
"Tcp","4","76991","66","80","-1","16","300356000","6","1064","177.0","0.05405405405405406","true"
"Tcp","4","76991","66","80","-1","16","5000523000","5","998","199.0","0.045454545454545456","true"
"Tcp","4","76991","66","80","-1","16","4998436000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76991","66","80","-1","16","301465000","6","1064","177.0","0.05405405405405406","true"
"Tcp","4","76991","66","80","-1","16","5098798000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76991","66","80","-1","16","5070422000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76991","66","80","-1","16","365368000","6","1064","177.0","0.05405405405405406","true"
"Tcp","4","76991","66","80","-1","16","5107638000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76991","66","80","-1","16","5000692000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76991","66","80","-1","16","4997703000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76991","66","80","-1","16","297118000","6","1064","177.0","0.05405405405405406","true"
"Tcp","4","76991","66","80","-1","16","4999726000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76991","66","80","-1","16","5003699000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76992","66","80","-1","16","4999779000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76992","66","80","-1","16","300785000","6","1064","177.0","0.05357142857142857","true"
"Tcp","4","76992","66","80","-1","16","298926000","6","1064","177.0","0.05357142857142857","true"
"Tcp","4","76992","66","80","-1","16","309715000","6","1064","177.0","0.05357142857142857","true"
"Tcp","4","76992","66","80","-1","16","4994279000","5","998","199.0","0.04504504504504504","true"
"Tcp","4","76992","66","80","-1","16","300615000","6","1064","177.0","0.05357142857142857","true"
"Tcp","4","76992","66","80","-1","16","4997180000","5","998","199.0","0.044642857142857144","true"
"Tcp","4","76992","66","80","-1","16","302868000","5","998","199.0","0.044642857142857144","true"
"Tcp","4","76992","66","80","-1","16","5001702000","5","998","199.0","0.044642857142857144","true"
"Tcp","4","76992","66","80","-1","16","301620000","6","1064","177.0","0.05357142857142857","true"
"Tcp","4","76992","66","80","-1","16","609474000","7","1130","161.0","0.061946902654867256","true"
"Tcp","4","76992","66","80","-1","16","310214000","6","1064","177.0","0.05357142857142857","true"
"Tcp","4","76992","66","80","-1","16","302511000","6","1064","177.0","0.05357142857142857","true"
"Tcp","4","76992","66","80","-1","16","599602000","7","1130","161.0","0.061946902654867256","true"
"Tcp","4","76992","66","80","-1","16","300474000","6","1064","177.0","0.05357142857142857","true"
"Tcp","4","76993","66","80","-1","16","599916000","7","1130","161.0","0.061946902654867256","true"
"Tcp","4","76993","66","80","-1","16","602685000","7","1130","161.0","0.061946902654867256","true"
"Tcp","4","76993","66","80","-1","16","5169817000","5","998","199.0","0.044642857142857144","true"
"Tcp","4","76993","66","80","-1","16","5131762000","5","998","199.0","0.044642857142857144","true"
"Tcp","4","76993","66","80","-1","16","5106926000","5","998","199.0","0.044642857142857144","true"
"Tcp","4","76993","66","80","-1","16","651223000","7","1130","161.0","0.061946902654867256","true"
"Tcp","4","76993","66","80","-1","16","5162131000","5","998","199.0","0.04424778761061947","true"
"Tcp","4","76993","66","80","-1","16","302477000","6","1064","177.0","0.05309734513274336","true"
"Tcp","4","76993","66","80","-1","16","602832000","7","1130","161.0","0.061946902654867256","true"
"Tcp","4","76993","66","80","-1","16","295443000","6","1064","177.0","0.05309734513274336","true"
"Tcp","4","76993","66","80","-1","16","300447000","6","1064","177.0","0.05309734513274336","true"
"Tcp","4","76993","66","80","-1","16","300887000","6","1064","177.0","0.05309734513274336","true"
"Tcp","4","76993","66","80","-1","16","602300000","7","1130","161.0","0.06140350877192982","true"
"Tcp","4","76993","66","80","-1","16","320000000","6","1064","177.0","0.05309734513274336","true"
"Tcp","4","76993","66","80","-1","16","309162000","6","1064","177.0","0.05309734513274336","true"
"Tcp","4","76993","66","80","-1","16","639338000","7","1130","161.0","0.06140350877192982","true"
"Tcp","4","76994","66","80","-1","16","639283000","7","1130","161.0","0.06140350877192982","true"
"Tcp","4","76994","66","80","-1","16","630304000","7","1130","161.0","0.06140350877192982","true"
"Tcp","4","76994","66","80","-1","16","399007000","6","1064","177.0","0.05263157894736842","true"
"Tcp","4","76994","66","80","-1","16","399410000","6","1064","177.0","0.05263157894736842","true"
"Tcp","4","76994","66","80","-1","16","680124000","7","1130","161.0","0.06140350877192982","true"
"Tcp","4","76994","66","80","-1","16","399352000","6","1064","177.0","0.05263157894736842","true"
"Tcp","4","76994","66","80","-1","16","611307000","7","1130","161.0","0.06140350877192982","true"
"Tcp","4","76994","66","80","-1","16","611276000","7","1130","161.0","0.06140350877192982","true"
"Tcp","4","76994","66","80","-1","16","611602000","7","1130","161.0","0.06140350877192982","true"
"Tcp","4","76994","66","80","-1","16","302238000","6","1064","177.0","0.05263157894736842","true"
"Tcp","4","76994","66","80","-1","16","602209000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76994","66","80","-1","16","305371000","6","1064","177.0","0.05263157894736842","true"
"Tcp","4","76994","66","80","-1","16","601118000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76994","66","80","-1","16","602112000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76994","66","80","-1","16","340305000","6","1064","177.0","0.05263157894736842","true"
"Tcp","4","76995","66","80","-1","16","640077000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","399792000","6","1064","177.0","0.05263157894736842","true"
"Tcp","4","76995","66","80","-1","16","607302000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","640332000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","605381000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","602424000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","602373000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","616177000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","646846000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","607173000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","391643000","6","1064","177.0","0.05217391304347826","true"
"Tcp","4","76995","66","80","-1","16","307190000","6","1064","177.0","0.05217391304347826","true"
"Tcp","4","76995","66","80","-1","16","604043000","7","1130","161.0","0.06086956521739131","true"
"Tcp","4","76995","66","80","-1","16","606815000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76995","66","80","-1","16","600863000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","606814000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","630871000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","600968000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","607064000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","605664000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","306081000","6","1064","177.0","0.05217391304347826","true"
"Tcp","4","76996","66","80","-1","16","605535000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","306335000","6","1064","177.0","0.05172413793103448","true"
"Tcp","4","76996","66","80","-1","16","306299000","6","1064","177.0","0.05172413793103448","true"
"Tcp","4","76996","66","80","-1","16","602739000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","602451000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","603036000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","679399000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","605489000","7","1130","161.0","0.0603448275862069","true"
"Tcp","4","76996","66","80","-1","16","630621000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","620490000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","601869000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","604742000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","601971000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","602958000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","603255000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","609614000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","609779000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","610594000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","610622000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","601309000","6","1064","177.0","0.05128205128205128","true"
"Tcp","4","76997","66","80","-1","16","601537000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","610585000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","600586000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76997","66","80","-1","16","605401000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76998","66","80","-1","16","613542000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76998","66","80","-1","16","601003000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76998","66","80","-1","16","601133000","7","1130","161.0","0.05982905982905983","true"
"Tcp","4","76998","66","80","-1","16","646777000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","706755000","6","1064","177.0","0.05084745762711865","true"
"Tcp","4","76998","66","80","-1","16","635971000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","601225000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","608839000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","608703000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","600558000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","601462000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","694380000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","640254000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","602104000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","599555000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76998","66","80","-1","16","599470000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76999","66","80","-1","16","610417000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76999","66","80","-1","16","610609000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76999","66","80","-1","16","600308000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76999","66","80","-1","16","600497000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76999","66","80","-1","16","689800000","7","1130","161.0","0.059322033898305086","true"
"Tcp","4","76999","66","80","-1","16","600657000","7","1130","161.0","0.058823529411764705","true"
"Tcp","4","76999","66","80","-1","16","611430000","7","1130","161.0","0.058823529411764705","true"
"Tcp","4","76999","66","80","-1","16","12093957000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","76999","66","80","-1","16","12093899000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","76999","66","80","-1","16","12090493000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","76999","66","80","-1","16","12090388000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","76999","66","80","-1","16","12089446000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","76999","66","80","-1","16","12089951000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","76999","66","80","-1","16","12088964000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","76999","66","80","-1","16","12087479000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","77000","66","80","-1","16","12084576000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","77000","66","80","-1","16","12085428000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","77000","66","80","-1","16","1200720000","8","1196","149.0","0.06666666666666667","true"
"Tcp","4","77000","66","80","-1","16","12084452000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","77000","66","80","-1","16","1202735000","8","1196","149.0","0.06666666666666667","true"
"Tcp","4","77000","66","80","-1","16","12081403000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","77000","66","80","-1","16","1211726000","8","1196","149.0","0.06611570247933884","true"
"Tcp","4","77000","66","80","-1","16","12082466000","4","932","233.0","0.03361344537815126","true"
"Tcp","4","77000","66","80","-1","16","1202654000","8","1196","149.0","0.06611570247933884","true"
"Tcp","4","77000","66","80","-1","16","1207437000","8","1196","149.0","0.06611570247933884","true"
"Tcp","4","77000","66","80","-1","16","12080508000","4","932","233.0","0.03333333333333333","true"
"Tcp","4","77000","66","80","-1","16","1208396000","8","1196","149.0","0.06611570247933884","true"
"Tcp","4","77000","66","80","-1","16","12080484000","4","932","233.0","0.03333333333333333","true"
"Tcp","4","77000","66","80","-1","16","12079925000","4","932","233.0","0.03333333333333333","true"
"Tcp","4","77000","66","80","-1","16","12078444000","4","932","233.0","0.03333333333333333","true"
"Tcp","4","77001","66","80","-1","16","1201720000","8","1196","149.0","0.06611570247933884","true"
"Tcp","4","77001","66","80","-1","16","12078406000","4","932","233.0","0.03333333333333333","true"
"Tcp","4","77001","66","80","-1","16","12077391000","4","932","233.0","0.03333333333333333","true"
"Tcp","4","77001","66","80","-1","16","12075947000","4","932","233.0","0.03333333333333333","true"
"Tcp","4","77001","66","80","-1","16","1202975000","8","1196","149.0","0.06611570247933884","true"
"Tcp","4","77001","66","80","-1","16","12074422000","4","932","233.0","0.03333333333333333","true"
"Tcp","4","77001","66","80","-1","16","12072669000","4","932","233.0","0.03333333333333333","true"
"Tcp","4","77001","66","80","-1","16","1202009000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77001","66","80","-1","16","1202173000","8","1196","149.0","0.06611570247933884","true"
"Tcp","4","77001","66","80","-1","16","1207321000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77001","66","80","-1","16","1207351000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77001","66","80","-1","16","12072760000","4","932","233.0","0.03305785123966942","true"
"Tcp","4","77001","66","80","-1","16","1207806000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77001","66","80","-1","16","12068408000","4","932","233.0","0.03305785123966942","true"
"Tcp","4","77001","66","80","-1","16","1199544000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77002","66","80","-1","16","4328093000","4","468","117.0","0.035398230088495575","true"
"Tcp","4","77002","66","80","-1","16","3795000","6","600","100.0","0.05309734513274336","true"
"Tcp","4","77002","66","80","-1","16","4806550000","10","1328","132.0","0.08130081300813008","true"
"Tcp","4","77002","66","80","-1","16","1201516000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77002","66","80","-1","16","1196641000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77002","66","80","-1","16","1196575000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77002","66","80","-1","16","1208725000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77002","66","80","-1","16","1208987000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77002","66","80","-1","16","1208764000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77002","66","80","-1","16","1209219000","8","1196","149.0","0.06557377049180328","true"
"Tcp","4","77002","66","80","-1","16","1209133000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77002","66","80","-1","16","1209097000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77002","66","80","-1","16","1205014000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77002","66","80","-1","16","1205191000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77002","66","80","-1","16","4806543000","10","1328","132.0","0.08064516129032258","true"
"Tcp","4","77003","66","80","-1","16","4799549000","10","1328","132.0","0.08064516129032258","true"
"Tcp","4","77003","66","80","-1","16","1200612000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77003","66","80","-1","16","4806596000","10","1328","132.0","0.08064516129032258","true"
"Tcp","4","77003","66","80","-1","16","1197159000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77003","66","80","-1","16","1197042000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77003","66","80","-1","16","1211480000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77003","66","80","-1","16","1211569000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77003","66","80","-1","16","1211508000","8","1196","149.0","0.06504065040650407","true"
"Tcp","4","77003","66","80","-1","16","1209608000","8","1196","149.0","0.06504065040650407","true"
"Arp","4","77003","42","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","77003","66","80","-1","16","4802347000","10","1328","132.0","0.08","true"
"Tcp","4","77003","66","80","-1","16","4807930000","10","1328","132.0","0.08","true"
"Tcp","4","77003","66","80","-1","16","4809671000","10","1328","132.0","0.08","true"
"Tcp","4","77003","66","80","-1","16","4809472000","10","1328","132.0","0.08","true"
"Tcp","4","77003","66","80","-1","16","4809441000","10","1328","132.0","0.08","true"
"Tcp","4","77004","66","80","-1","16","4809435000","10","1328","132.0","0.08","true"
"Tcp","4","77004","66","80","-1","16","1201979000","8","1196","149.0","0.06451612903225806","true"
"Tcp","4","77004","66","80","-1","16","4803470000","10","1328","132.0","0.08","true"
"Tcp","4","77004","66","80","-1","16","1203355000","8","1196","149.0","0.06451612903225806","true"
"Tcp","4","77004","66","80","-1","16","4959799000","10","1328","132.0","0.08","true"
"Tcp","4","77004","66","80","-1","16","4868342000","10","1328","132.0","0.08","true"
"Tcp","4","77004","66","80","-1","16","4960002000","10","1328","132.0","0.08","true"
"Tcp","4","77004","66","80","-1","16","1305755000","8","1196","149.0","0.06451612903225806","true"
"Tcp","4","77004","66","80","-1","16","1206288000","8","1196","149.0","0.06451612903225806","true"
"Tcp","4","77004","66","80","-1","16","4868571000","10","1328","132.0","0.08","true"
"Tcp","4","77004","66","80","-1","16","4960437000","10","1328","132.0","0.07936507936507936","true"
"Tcp","4","77004","66","80","-1","16","1206303000","8","1196","149.0","0.06451612903225806","true"
"Tcp","4","77004","66","80","-1","16","4960460000","10","1328","132.0","0.07936507936507936","true"
"Tcp","4","77004","66","80","-1","16","1201546000","8","1196","149.0","0.064","true"
"Tcp","4","77005","66","80","-1","16","1201484000","8","1196","149.0","0.064","true"
"Tcp","4","77005","66","80","-1","16","1201444000","8","1196","149.0","0.064","true"
"Tcp","4","77005","66","80","-1","16","4801933000","10","1328","132.0","0.07936507936507936","true"
"Tcp","4","77005","66","80","-1","16","4865852000","10","1328","132.0","0.07936507936507936","true"
"Tcp","4","77005","66","80","-1","16","1259167000","8","1196","149.0","0.064","true"
"Tcp","4","77005","66","80","-1","16","4866056000","10","1328","132.0","0.07936507936507936","true"
"Tcp","4","77005","66","80","-1","16","1229092000","8","1196","149.0","0.064","true"
"Tcp","4","77005","66","80","-1","16","1204025000","8","1196","149.0","0.064","true"
"Tcp","4","77005","66","80","-1","16","1207339000","8","1196","149.0","0.064","true"
"Tcp","4","77005","66","80","-1","16","4869632000","10","1328","132.0","0.07936507936507936","true"
"Tcp","4","77005","66","80","-1","16","4869621000","10","1328","132.0","0.07936507936507936","true"
"Tcp","4","77005","66","80","-1","16","4869650000","10","1328","132.0","0.07936507936507936","true"
"Tcp","4","77005","66","80","-1","16","4809272000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77005","66","80","-1","16","4809222000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77005","66","80","-1","16","4809221000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77006","66","80","-1","16","1202707000","7","1130","161.0","0.056","true"
"Tcp","4","77006","66","80","-1","16","4801538000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77006","66","80","-1","16","4858301000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77006","66","80","-1","16","1231557000","8","1196","149.0","0.06349206349206349","true"
"Tcp","4","77006","66","80","-1","16","1221662000","8","1196","149.0","0.06349206349206349","true"
"Tcp","4","77006","66","80","-1","16","4810175000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77006","66","80","-1","16","4810145000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77006","66","80","-1","16","4810145000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77006","66","80","-1","16","1202453000","8","1196","149.0","0.06349206349206349","true"
"Tcp","4","77006","66","80","-1","16","1202944000","8","1196","149.0","0.06349206349206349","true"
"Tcp","4","77006","66","80","-1","16","1223406000","8","1196","149.0","0.06349206349206349","true"
"Tcp","4","77006","66","80","-1","16","4803676000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77006","66","80","-1","16","4803665000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77006","66","80","-1","16","4802212000","10","1328","132.0","0.07874015748031496","true"
"Tcp","4","77006","66","80","-1","16","4802156000","10","1328","132.0","0.078125","true"
"Tcp","4","77006","66","80","-1","16","4802152000","10","1328","132.0","0.078125","true"
"Tcp","4","77007","66","80","-1","16","1252557000","8","1196","149.0","0.06349206349206349","true"
"Tcp","4","77007","66","80","-1","16","4879541000","10","1328","132.0","0.078125","true"
"Tcp","4","77007","66","80","-1","16","4809182000","10","1328","132.0","0.078125","true"
"Tcp","4","77007","66","80","-1","16","1210610000","8","1196","149.0","0.06299212598425197","true"
"Tcp","4","77007","66","80","-1","16","4809173000","10","1328","132.0","0.078125","true"
"Tcp","4","77007","66","80","-1","16","4809172000","10","1328","132.0","0.078125","true"
"Tcp","4","77007","66","80","-1","16","1205237000","8","1196","149.0","0.06299212598425197","true"
"Tcp","4","77007","66","80","-1","16","1205275000","7","1130","161.0","0.05511811023622047","true"
"Tcp","4","77007","66","80","-1","16","1205240000","8","1196","149.0","0.06299212598425197","true"
"Tcp","4","77007","66","80","-1","16","1205552000","8","1196","149.0","0.06299212598425197","true"
"Tcp","4","77007","66","80","-1","16","1205392000","8","1196","149.0","0.06299212598425197","true"
"Tcp","4","77007","66","80","-1","16","1201469000","8","1196","149.0","0.06299212598425197","true"
"Tcp","4","77007","66","80","-1","16","1218447000","8","1196","149.0","0.06299212598425197","true"
"Tcp","4","77007","66","80","-1","16","1218444000","8","1196","149.0","0.06299212598425197","true"
"Tcp","4","77007","66","80","-1","16","1218536000","8","1196","149.0","0.06299212598425197","true"
"Tcp","4","77008","66","80","-1","16","4896541000","9","1262","140.0","0.06976744186046512","true"
"Tcp","4","77008","66","80","-1","16","4896193000","9","1262","140.0","0.06976744186046512","true"
"Tcp","4","77008","66","80","-1","16","4806042000","10","1328","132.0","0.07751937984496124","true"
"Tcp","4","77008","66","80","-1","16","4806094000","6","396","66.0","0.04838709677419355","true"
"Tcp","4","77008","66","80","-1","16","4810170000","8","1188","148.0","0.06201550387596899","true"
"Tcp","4","77008","66","80","-1","16","4816914000","10","1328","132.0","0.07751937984496124","true"
"Tcp","4","77008","66","80","-1","16","4817110000","8","536","67.0","0.06201550387596899","true"
"Tcp","4","77008","66","80","-1","16","4817261000","10","1328","132.0","0.07751937984496124","true"
"Tcp","4","77008","66","80","-1","16","4817198000","6","396","66.0","0.04838709677419355","true"
"Tcp","4","77008","66","80","-1","16","4828936000","10","1328","132.0","0.07751937984496124","true"
"Tcp","4","77008","74","80","-1","2","0","1","74","74.0","0.008695652173913044","true"
"Tcp","4","77008","66","80","-1","16","1204876000","8","1196","149.0","0.0625","true"
"Tcp","4","77008","66","80","-1","16","1204835000","8","1196","149.0","0.0625","true"
"Tcp","4","77008","66","80","-1","17","11126000","2","140","70.0","0.017391304347826087","true"
"Tcp","4","77008","66","80","-1","16","1209260000","8","1196","149.0","0.0625","true"
"Tcp","4","77008","66","80","-1","16","1209387000","8","1196","149.0","0.0625","true"
"Tcp","4","77009","66","80","-1","16","1209477000","8","1196","149.0","0.0625","true"
"Tcp","4","77009","66","80","-1","16","4800951000","10","1328","132.0","0.07751937984496124","true"
"Tcp","4","77009","66","80","-1","16","4800986000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77009","66","80","-1","16","4801255000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77009","66","80","-1","16","4808105000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77009","66","80","-1","16","4808050000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77009","66","80","-1","16","4808318000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77009","66","80","-1","16","1271569000","8","1196","149.0","0.06201550387596899","true"
"Tcp","4","77009","66","80","-1","16","4808258000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77009","66","80","-1","16","4808113000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77009","66","80","-1","16","1205144000","8","1196","149.0","0.06201550387596899","true"
"Tcp","4","77009","66","80","-1","16","1213400000","8","1196","149.0","0.06201550387596899","true"
"Tcp","4","77009","66","80","-1","16","1213473000","8","1196","149.0","0.06201550387596899","true"
"Tcp","4","77009","66","80","-1","16","1213469000","8","1196","149.0","0.06201550387596899","true"
"Tcp","4","77009","66","80","-1","16","4807093000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77010","66","80","-1","16","4799086000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77010","66","80","-1","16","4806755000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77010","66","80","-1","16","4817937000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77010","66","80","-1","16","4818129000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77010","66","80","-1","16","4806288000","10","1328","132.0","0.07692307692307693","true"
"Tcp","4","77010","66","80","-1","16","4806246000","10","1328","132.0","0.07633587786259542","true"
"Tcp","4","77010","66","80","-1","16","4806247000","10","1328","132.0","0.07633587786259542","true"
"Tcp","4","77010","66","80","-1","16","4806246000","10","1328","132.0","0.07633587786259542","true"
