"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_rateps","attack"
"Tcp","4","76047","66","80","-1","16","9599110000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76047","66","80","-1","16","9603901000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76047","66","80","-1","16","9640967000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9641001000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9641006000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9641040000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9607826000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9607967000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9602069000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9602066000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9602065000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9607016000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9606966000","11","1394","126.0","0.06832298136645963","true"
"Tcp","4","76048","66","80","-1","16","9606034000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76048","66","80","-1","16","9606211000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76048","66","80","-1","16","9601195000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76048","66","80","-1","16","9602845000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76048","66","80","-1","16","9593987000","11","1394","126.0","0.06790123456790123","true"
"Icmp","4","76048","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76049","66","80","-1","16","9603491000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9607032000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9603684000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9601893000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9602156000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9602117000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9614512000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9614652000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9601933000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9601934000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9602094000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9601999000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9602094000","11","1394","126.0","0.06790123456790123","true"
"Tcp","4","76049","66","80","-1","16","9612051000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76049","66","80","-1","16","9612057000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76049","66","80","-1","16","9605908000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9606048000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9610175000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9610318000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9601930000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9602088000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9602198000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9604931000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9605079000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9599921000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9600060000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9605076000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","9608240000","11","1394","126.0","0.06748466257668712","true"
"Tcp","4","76050","66","80","-1","16","3973000","2","140","70.0","0.014388489208633094","true"
"Tcp","4","76050","66","80","-1","16","4935000","4","468","117.0","0.02877697841726619","true"
"Tcp","4","76051","66","80","-1","16","3983000","6","600","100.0","0.04316546762589928","true"
"Tcp","4","76051","66","80","-1","16","9604858000","11","1394","126.0","0.06707317073170732","true"
"Icmp","4","76051","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76051","66","80","-1","16","9600373000","11","1394","126.0","0.06707317073170732","true"
"Tcp","4","76051","66","80","-1","16","9607419000","11","1394","126.0","0.06707317073170732","true"
"Tcp","4","76051","66","80","-1","16","9601455000","11","1394","126.0","0.06707317073170732","true"
"Icmp","4","76051","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76051","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76051","66","80","-1","16","9597353000","11","1394","126.0","0.06707317073170732","true"
"Tcp","4","76051","66","80","-1","16","4805284000","10","1328","132.0","0.06134969325153374","true"
"Tcp","4","76051","66","80","-1","16","9597380000","11","1394","126.0","0.06707317073170732","true"
"Tcp","4","76051","66","80","-1","16","4800974000","10","1328","132.0","0.06134969325153374","true"
"Tcp","4","76051","66","80","-1","16","4800510000","10","1328","132.0","0.06134969325153374","true"
"Tcp","4","76051","66","80","-1","16","4811093000","10","1328","132.0","0.06134969325153374","true"
"Tcp","4","76051","66","80","-1","16","4805221000","10","1328","132.0","0.06134969325153374","true"
"Tcp","4","76051","66","80","-1","16","4796112000","10","1328","132.0","0.06134969325153374","true"
"Tcp","4","76051","66","80","-1","16","4805550000","10","1328","132.0","0.06134969325153374","true"
"Tcp","4","76052","66","80","-1","16","4811165000","10","1328","132.0","0.06134969325153374","true"
"Tcp","4","76052","66","80","-1","16","4803226000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4803225000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4803224000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4802878000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4805536000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4806196000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4818208000","10","1328","132.0","0.06097560975609756","true"
"Icmp","4","76052","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76052","66","80","-1","16","4810268000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4810233000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4801184000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4808193000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4801200000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4802178000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76052","66","80","-1","16","4802184000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76053","66","80","-1","16","4806214000","10","1328","132.0","0.06097560975609756","true"
"Tcp","4","76053","66","80","-1","16","4800191000","10","1328","132.0","0.06097560975609756","true"
"Icmp","4","76053","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76053","66","80","-1","16","3975000","2","140","70.0","0.014598540145985401","true"
"Tcp","4","76053","66","80","-1","16","4977000","4","468","117.0","0.029197080291970802","true"
"Tcp","4","76053","66","80","-1","16","4925000","6","600","100.0","0.043795620437956206","true"
"Icmp","4","76053","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76053","66","80","-1","16","9607398000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76053","66","80","-1","16","9602500000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76053","66","80","-1","16","9607372000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76053","66","80","-1","16","9619321000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76053","66","80","-1","16","9609420000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76053","66","80","-1","16","9609396000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76053","66","80","-1","16","9609406000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76053","66","80","-1","16","9609488000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76053","66","80","-1","16","9611301000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76054","66","80","-1","16","9611321000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76054","66","80","-1","16","9611256000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76054","66","80","-1","16","9610247000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9610399000","11","1394","126.0","0.06626506024096386","true"
"Tcp","4","76054","66","80","-1","16","9610334000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9610566000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9611391000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9604346000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9604549000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9611412000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9609352000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9604303000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9604516000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9612390000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76054","66","80","-1","16","9612374000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76055","66","80","-1","16","9599566000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76055","66","80","-1","16","9599543000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76055","66","80","-1","16","9606224000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76055","66","80","-1","16","9606407000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76055","66","80","-1","16","9605195000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76055","66","80","-1","16","9605355000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76055","66","80","-1","16","9605294000","11","1394","126.0","0.0658682634730539","true"
"Tcp","4","76055","66","80","-1","16","9605597000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76055","66","80","-1","16","9609400000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76055","66","80","-1","16","9601433000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76055","66","80","-1","16","9601542000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76055","66","80","-1","16","9601718000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76055","66","80","-1","16","9607355000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76055","66","80","-1","16","9607380000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76055","66","80","-1","16","9605396000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76055","66","80","-1","16","9605397000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9610298000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9610349000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9610578000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9604427000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9604487000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9604354000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9604540000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9604536000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9607376000","11","1394","126.0","0.06547619047619048","true"
"Tcp","4","76056","66","80","-1","16","9605379000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76056","66","80","-1","16","9605543000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76056","66","80","-1","16","9609400000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76056","66","80","-1","16","9606257000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76056","66","80","-1","16","9606511000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76056","66","80","-1","16","9609311000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9609260000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9597131000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9597175000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9597438000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9606257000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9606513000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9606343000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9606527000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9597359000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9607243000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9611389000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9611379000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9607626000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9607609000","11","1394","126.0","0.0650887573964497","true"
"Tcp","4","76057","66","80","-1","16","9607611000","11","1394","126.0","0.06470588235294118","true"
"Tcp","4","76057","66","80","-1","16","9608069000","11","1394","126.0","0.06470588235294118","true"
"Tcp","4","76058","66","80","-1","16","9598372000","11","1394","126.0","0.06470588235294118","true"
"Tcp","4","76058","66","80","-1","16","9598382000","11","1394","126.0","0.06470588235294118","true"
"Icmp","4","76058","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76058","66","80","-1","16","9600390000","11","1394","126.0","0.06470588235294118","true"
"Tcp","4","76058","66","80","-1","16","9596148000","11","1394","126.0","0.06470588235294118","true"
"Icmp","4","76058","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76058","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76058","66","80","-1","16","5020000","2","140","70.0","0.014598540145985401","true"
"Tcp","4","76058","66","80","-1","16","4865000","4","468","117.0","0.029197080291970802","true"
"Tcp","4","76058","66","80","-1","16","4028000","6","600","100.0","0.043795620437956206","true"
"Tcp","4","76058","54","21","-1","16","3996000","2","120","60.0","0.014598540145985401","false"
"Tcp","4","76058","70","21","-1","24","62000","4","244","61.0","0.029197080291970802","false"
"Tcp","4","76058","66","80","-1","16","9610335000","11","1394","126.0","0.06470588235294118","true"
"Icmp","4","76058","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76058","66","80","-1","2","0","1","66","66.0","0.007352941176470588","false"
"Tcp","4","76058","66","80","-1","2","0","1","66","66.0","0.007352941176470588","false"
"Tcp","4","76059","66","80","-1","2","0","1","66","66.0","0.007352941176470588","false"
"Tcp","4","76059","54","80","-1","16","3868000","2","120","60.0","0.014705882352941176","false"
"Tcp","4","76059","54","80","-1","16","4088000","2","120","60.0","0.014705882352941176","false"
"Tcp","4","76059","54","80","-1","16","4044000","2","120","60.0","0.014598540145985401","false"
"Icmp","4","76059","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76059","54","80","-1","17","47892837000","8","2009","251.0","0.04145077720207254","false"
"Tcp","4","76059","54","80","-1","16","4007000","2","120","60.0","0.014705882352941176","false"
"Icmp","4","76059","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76059","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76059","66","80","-1","16","9612424000","11","1394","126.0","0.06432748538011696","true"
"Tcp","4","76059","66","80","-1","16","9612441000","11","1394","126.0","0.06432748538011696","true"
"Tcp","4","76059","66","80","-1","16","9617382000","11","1394","126.0","0.06432748538011696","true"
"Tcp","4","76059","66","80","-1","16","9611401000","11","1394","126.0","0.06432748538011696","true"
"Tcp","4","76059","66","80","-1","16","9610374000","11","1394","126.0","0.06432748538011696","true"
"Tcp","4","76059","66","80","-1","16","9609596000","11","1394","126.0","0.06432748538011696","true"
"Tcp","4","76059","66","80","-1","16","9609791000","11","1394","126.0","0.06432748538011696","true"
"Tcp","4","76060","66","80","-1","16","9609890000","11","1394","126.0","0.06432748538011696","true"
"Tcp","4","76060","66","80","-1","16","9606820000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9606952000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9606881000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9607368000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9605359000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9610407000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9606812000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9609214000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9609358000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9604586000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9604417000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9604387000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","66","80","-1","16","9608391000","11","1394","126.0","0.06395348837209303","true"
"Tcp","4","76060","54","80","-1","16","2146685000","4","903","225.0","0.028985507246376812","false"
"Tcp","4","76061","54","80","-1","16","3450000","6","1011","168.0","0.043478260869565216","false"
"Tcp","4","76061","54","80","-1","16","32000","8","1119","139.0","0.057971014492753624","false"
"Tcp","4","76061","54","80","-1","16","3865000","10","1227","122.0","0.07246376811594203","false"
"Http","4","76061","715","80","-1","24","2159471000","3","835","278.0","0.021739130434782608","false"
"Http","4","76061","686","80","-1","24","2164932000","3","806","268.0","0.02158273381294964","false"
"Tcp","4","76061","54","80","-1","16","12916000","11","1281","116.0","0.07913669064748201","false"
"Http","4","76061","687","80","-1","24","9963000","4","1522","380.0","0.02877697841726619","false"
"Http","4","76061","719","80","-1","24","7791000","4","1525","381.0","0.02877697841726619","false"
"Tcp","4","76061","66","80","-1","16","9646827000","11","1394","126.0","0.06358381502890173","true"
"Tcp","4","76061","66","80","-1","16","9646950000","11","1394","126.0","0.06358381502890173","true"
"Tcp","4","76061","66","80","-1","16","9604419000","11","1394","126.0","0.06358381502890173","true"
"Tcp","4","76061","66","80","-1","16","9655935000","11","1394","126.0","0.06358381502890173","true"
"Tcp","4","76061","54","80","-1","16","117187000","5","1569","313.0","0.03597122302158273","false"
"Tcp","4","76061","54","80","-1","16","117139000","5","1612","322.0","0.03597122302158273","false"
"Http","4","76061","785","80","-1","24","172319000","6","3020","503.0","0.04316546762589928","false"
"Icmp","4","76062","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Http","4","76062","800","80","-1","24","63689000","13","2135","164.0","0.09352517985611511","false"
"Tcp","4","76062","54","80","-1","16","135340000","7","2451","350.0","0.050359712230215826","false"
"Icmp","4","76062","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76062","74","80","-1","2","0","1","74","74.0","0.007352941176470588","true"
"Http","4","76062","262","80","-1","24","46000","3","402","134.0","0.022058823529411766","true"
"Tcp","4","76062","66","80","-1","17","51000","5","534","106.0","0.03676470588235294","true"
"Tcp","4","76062","79","21","-1","24","5004275000","5","323","64.0","0.03546099290780142","false"
"Tcp","4","76062","66","80","-1","2","0","1","66","66.0","0.007352941176470588","false"
"Http","4","76062","869","80","-1","24","61000","3","989","329.0","0.022058823529411766","false"
"Tcp","4","76062","54","80","-1","16","1289377000","6","1836","306.0","0.04316546762589928","false"
"Tcp","4","76062","54","80","-1","16","2344131000","8","3911","488.0","0.05714285714285714","false"
"Tcp","4","76062","54","80","-1","16","3927000","10","4019","401.0","0.07142857142857142","false"
"Tcp","4","76062","54","80","-1","16","35000","12","4127","343.0","0.08571428571428572","false"
"Icmp","4","76062","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Icmp","4","76062","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76063","54","80","-1","16","2324761000","4","1043","260.0","0.029411764705882353","false"
"Http","4","76063","804","80","-1","24","668456000","5","1847","369.0","0.03676470588235294","false"
"Tcp","4","76063","66","80","-1","16","19202564000","12","1460","121.0","0.06818181818181818","true"
"Tcp","4","76063","66","80","-1","16","19202596000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19206013000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19205979000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19227954000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19228084000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19210042000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19205203000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19205332000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19201165000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19201100000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","66","80","-1","16","19210035000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76063","54","80","-1","16","4886461000","6","1630","271.0","0.0425531914893617","false"
"Tcp","4","76063","66","80","-1","16","19203017000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76064","66","80","-1","16","19202982000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76064","66","80","-1","16","19204289000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76064","66","80","-1","16","19209967000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76064","66","80","-1","16","19209941000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76064","66","80","-1","16","19210039000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76064","66","80","-1","16","19202031000","12","1460","121.0","0.06779661016949153","true"
"Tcp","4","76064","66","80","-1","16","19200150000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76064","66","80","-1","16","19206041000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76064","66","80","-1","16","19206021000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76064","66","80","-1","16","19198025000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76064","66","80","-1","16","19199721000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76064","66","80","-1","16","19199947000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76064","66","80","-1","16","19199948000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76064","66","80","-1","16","19199882000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76064","66","80","-1","16","19200011000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19204856000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19205087000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19204988000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19205150000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19201072000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19201079000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19197912000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19197936000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19198095000","12","1460","121.0","0.06741573033707865","true"
"Tcp","4","76065","66","80","-1","16","19199982000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76065","66","80","-1","16","19200157000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76065","66","80","-1","16","19239037000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76065","66","80","-1","16","19239021000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76065","66","80","-1","16","19239052000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76065","66","80","-1","16","19197083000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76065","66","80","-1","16","19199996000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19200155000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19196966000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19200964000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19201133000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19196936000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19197068000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19197164000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19247460000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19247634000","12","1460","121.0","0.0670391061452514","true"
