"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)filter(org.jnetpcap.protocol.tcpip.Tcp.flags==hex:02)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)filter(org.jnetpcap.protocol.tcpip.Tcp.flags==hex:02)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)filter(org.jnetpcap.protocol.tcpip.Tcp.flags==hex:02)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)filter(org.jnetpcap.protocol.tcpip.Tcp.flags==hex:02)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)filter(org.jnetpcap.protocol.tcpip.Tcp.flags==hex:02)).enc_rateps","attack"
"Tcp","4","75968","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75968","74","80","-1","2","5082000","911","67262","73.0","8.435185185185185","true"
"Tcp","4","75968","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75968","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75968","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75968","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75968","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75968","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75968","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75968","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75968","74","80","-1","2","5977000","915","67558","73.0","8.394495412844037","true"
"Tcp","4","75969","74","80","-1","2","5073000","916","67632","73.0","8.403669724770642","true"
"Tcp","4","75969","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75969","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75969","74","80","-1","2","6016000","918","67780","73.0","8.422018348623853","true"
"Tcp","4","75969","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75969","74","80","-1","2","7458000","920","67928","73.0","8.440366972477063","true"
"Tcp","4","75969","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75969","74","80","-1","2","5908000","921","68002","73.0","8.44954128440367","true"
"Tcp","4","75969","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75969","74","80","-1","2","6008000","923","68150","73.0","8.39090909090909","true"
"Tcp","4","75969","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75969","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75969","74","80","-1","2","7991000","925","68298","73.0","8.409090909090908","true"
"Tcp","4","75969","74","80","-1","2","5931000","926","68372","73.0","8.418181818181818","true"
"Tcp","4","75970","74","80","-1","2","5043000","927","68446","73.0","8.427272727272728","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","74","80","-1","2","6948000","928","68520","73.0","8.436363636363636","true"
"Tcp","4","75970","74","80","-1","2","5075000","929","68594","73.0","8.445454545454545","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75970","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75971","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75971","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75971","74","80","-1","2","5938000","935","69038","73.0","8.423423423423424","true"
"Tcp","4","75971","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75971","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75971","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75971","74","80","-1","2","5897000","938","69260","73.0","8.45045045045045","true"
"Tcp","4","75971","74","80","-1","2","5059000","939","69334","73.0","8.45945945945946","true"
"Tcp","4","75971","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75971","74","80","-1","2","5834000","941","69482","73.0","8.401785714285714","true"
"Tcp","4","75971","74","80","-1","2","6090000","942","69556","73.0","8.410714285714286","true"
"Tcp","4","75971","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75971","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75971","74","80","-1","2","6007000","945","69778","73.0","8.4375","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","74","80","-1","2","6030000","949","70074","73.0","8.398230088495575","true"
"Tcp","4","75972","74","80","-1","2","6074000","950","70148","73.0","8.4070796460177","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75972","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75973","74","80","-1","2","7050000","953","70370","73.0","8.43362831858407","true"
"Tcp","4","75973","74","80","-1","2","5787000","954","70444","73.0","8.442477876106194","true"
"Tcp","4","75973","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75973","74","80","-1","2","6045000","956","70592","73.0","8.460176991150442","true"
"Tcp","4","75973","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75973","74","80","-1","2","6991000","958","70740","73.0","8.47787610619469","true"
"Tcp","4","75973","74","80","-1","2","5907000","959","70814","73.0","8.486725663716815","true"
"Tcp","4","75973","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75973","74","80","-1","2","5962000","962","71036","73.0","8.513274336283185","true"
"Tcp","4","75973","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75973","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75973","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75973","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","74","80","-1","2","6779000","968","71480","73.0","8.491228070175438","true"
"Tcp","4","75974","74","80","-1","2","5966000","969","71554","73.0","8.5","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75974","74","80","-1","2","5100000","972","71776","73.0","8.452173913043477","true"
"Tcp","4","75974","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75975","74","80","-1","2","5880000","974","71924","73.0","8.469565217391304","true"
"Tcp","4","75975","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75975","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75975","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75975","74","80","-1","2","7037000","978","72220","73.0","8.504347826086956","true"
"Tcp","4","75975","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75975","74","80","-1","2","6000000","980","72368","73.0","8.521739130434783","true"
"Tcp","4","75975","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75975","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75975","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75975","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75975","74","80","-1","2","5297000","981","72442","73.0","8.456896551724139","true"
"Tcp","4","75975","74","80","-1","2","5742000","982","72516","73.0","8.46551724137931","true"
"Tcp","4","75975","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75976","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75976","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75976","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75976","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75976","74","80","-1","2","6371000","984","72664","73.0","8.482758620689655","true"
"Tcp","4","75976","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75976","74","80","-1","2","6006000","986","72812","73.0","8.5","true"
"Tcp","4","75976","74","80","-1","2","6048000","988","72960","73.0","8.517241379310345","true"
"Tcp","4","75976","74","80","-1","2","5907000","989","73034","73.0","8.525862068965518","true"
"Tcp","4","75976","74","80","-1","2","5994000","991","73182","73.0","8.47008547008547","true"
"Tcp","4","75976","74","80","-1","2","5995000","993","73330","73.0","8.487179487179487","true"
"Tcp","4","75976","74","80","-1","2","6036000","995","73478","73.0","8.504273504273504","true"
"Tcp","4","75976","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75977","74","80","-1","2","7063000","1000","73848","73.0","8.474576271186441","true"
"Tcp","4","75978","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75978","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75978","74","80","-1","2","7037000","1004","74144","73.0","8.508474576271187","true"
"Tcp","4","75978","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75978","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75978","74","80","-1","2","5911000","1005","74218","73.0","8.516949152542374","true"
"Tcp","4","75978","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75978","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75978","74","80","-1","2","6904000","1007","74366","73.0","8.533898305084746","true"
"Tcp","4","75978","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75978","74","80","-1","2","6878000","1009","74514","73.0","8.478991596638656","true"
"Tcp","4","75978","74","80","-1","2","6000000","1010","74588","73.0","8.487394957983193","true"
"Tcp","4","75978","74","80","-1","2","6083000","1011","74662","73.0","8.495798319327731","true"
"Tcp","4","75979","74","80","-1","2","6950000","1012","74736","73.0","8.504201680672269","true"
"Tcp","4","75979","74","80","-1","2","6057000","1013","74810","73.0","8.512605042016807","true"
"Tcp","4","75979","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75979","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75979","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75979","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75979","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75979","74","80","-1","2","5924000","1016","75032","73.0","8.53781512605042","true"
"Tcp","4","75979","74","80","-1","2","6080000","1017","75106","73.0","8.546218487394958","true"
"Tcp","4","75979","74","80","-1","2","6959000","1018","75180","73.0","8.483333333333333","true"
"Tcp","4","75979","74","80","-1","2","5987000","1020","75328","73.0","8.5","true"
"Tcp","4","75979","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75979","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75979","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Icmp","4","75980","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75980","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75981","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Icmp","4","75982","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","75982","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75983","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75984","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75985","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Icmp","4","75986","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75986","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75987","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75988","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75989","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75990","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75990","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75990","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75990","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75990","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75990","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75990","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
"Tcp","4","75990","66","80","-1","16","-1","-1","-1","-1.0","-1.0","true"
