"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Tcp","4","76812","77","80","-1","24","39000","18873","2005159","106.0","20.38120950323974","true"
"Tcp","4","76812","98","80","-1","24","591000","18875","2005361","106.0","20.383369330453565","true"
"Tcp","4","76813","96","80","-1","24","31000","18878","2005632","106.0","20.386609071274297","true"
"Tcp","4","76813","102","80","-1","24","30000","18879","2005734","106.0","20.36569579288026","true"
"Tcp","4","76813","81","80","-1","24","41000","18881","2005901","106.0","20.367853290183387","true"
"Tcp","4","76813","88","80","-1","24","31000","18883","2006089","106.0","20.370010787486514","true"
"Tcp","4","76813","80","80","-1","24","29000","18885","2006277","106.0","20.372168284789645","true"
"Tcp","4","76813","90","80","-1","24","1603000","18888","2006539","106.0","20.375404530744337","true"
"Tcp","4","76813","100","80","-1","24","49000","18889","2006639","106.0","20.376483279395902","true"
"Tcp","4","76813","103","80","-1","24","38000","18891","2006837","106.0","20.37864077669903","true"
"Tcp","4","76813","87","80","-1","24","29000","18893","2006999","106.0","20.380798274002156","true"
"Tcp","4","76813","77","80","-1","24","29000","18895","2007152","106.0","20.382955771305287","true"
"Tcp","4","76813","106","80","-1","24","31000","18897","2007353","106.0","20.385113268608414","true"
"Tcp","4","76813","93","80","-1","24","30000","18899","2007535","106.0","20.38727076591154","true"
"Tcp","4","76813","81","80","-1","24","29000","18901","2007714","106.0","20.389428263214672","true"
"Tcp","4","76813","97","80","-1","24","29000","18903","2007898","106.0","20.3915857605178","true"
"Tcp","4","76813","99","80","-1","24","29000","18905","2008089","106.0","20.393743257820926","true"
"Tcp","4","76814","90","80","-1","24","3487000","18907","2008275","106.0","20.395900755124057","true"
"Tcp","4","76814","83","80","-1","24","40000","18909","2008446","106.0","20.398058252427184","true"
"Tcp","4","76814","97","80","-1","24","29000","18911","2008644","106.0","20.37823275862069","true"
"Tcp","4","76814","102","80","-1","24","30000","18913","2008855","106.0","20.380387931034484","true"
"Tcp","4","76814","93","80","-1","24","30000","18915","2009023","106.0","20.382543103448278","true"
"Tcp","4","76814","98","80","-1","24","30000","18917","2009216","106.0","20.384698275862068","true"
"Tcp","4","76814","102","80","-1","24","36000","18919","2009396","106.0","20.38685344827586","true"
"Tcp","4","76814","86","80","-1","24","30000","18921","2009576","106.0","20.389008620689655","true"
"Tcp","4","76814","95","80","-1","24","32000","18923","2009767","106.0","20.39116379310345","true"
"Tcp","4","76814","97","80","-1","24","29000","18925","2009953","106.0","20.393318965517242","true"
"Tcp","4","76814","77","80","-1","24","31000","18927","2010129","106.0","20.395474137931036","true"
"Tcp","4","76814","105","80","-1","24","30000","18929","2010331","106.0","20.39762931034483","true"
"Tcp","4","76814","90","80","-1","24","30000","18931","2010514","106.0","20.39978448275862","true"
"Tcp","4","76814","105","80","-1","24","40000","18933","2010705","106.0","20.401939655172413","true"
"Tcp","4","76814","87","80","-1","24","42000","18935","2010894","106.0","20.404094827586206","true"
"Tcp","4","76814","89","80","-1","24","32000","18937","2011065","106.0","20.40625","true"
"Tcp","4","76815","109","80","-1","24","31000","18940","2011369","106.0","20.40948275862069","true"
"Tcp","4","76815","98","80","-1","24","31000","18941","2011467","106.0","20.38858988159311","true"
"Tcp","4","76815","93","80","-1","24","30000","18943","2011642","106.0","20.390742734122714","true"
"Tcp","4","76815","93","80","-1","24","28000","18945","2011843","106.0","20.392895586652315","true"
"Tcp","4","76815","107","80","-1","24","37000","18947","2012041","106.0","20.395048439181917","true"
"Tcp","4","76815","78","80","-1","24","29000","18950","2012309","106.0","20.39827771797632","true"
"Tcp","4","76815","92","80","-1","24","29000","18951","2012401","106.0","20.39935414424112","true"
"Tcp","4","76815","85","80","-1","24","29000","18953","2012573","106.0","20.40150699677072","true"
"Tcp","4","76815","90","80","-1","24","29000","18956","2012837","106.0","20.404736275565124","true"
"Tcp","4","76815","100","80","-1","24","30000","18957","2012937","106.0","20.405812701829923","true"
"Tcp","4","76815","95","80","-1","24","29000","18959","2013107","106.0","20.407965554359528","true"
"Tcp","4","76815","94","80","-1","24","29000","18961","2013293","106.0","20.41011840688913","true"
"Tcp","4","76815","94","80","-1","24","29000","18963","2013481","106.0","20.41227125941873","true"
"Tcp","4","76815","85","80","-1","24","30000","18966","2013766","106.0","20.41550053821313","true"
"Tcp","4","76815","104","80","-1","24","31000","18967","2013870","106.0","20.416576964477933","true"
"Tcp","4","76816","100","80","-1","24","110000","18970","2014162","106.0","20.419806243272337","true"
"Tcp","4","76816","93","80","-1","24","35000","18971","2014255","106.0","20.420882669537136","true"
"Tcp","4","76816","106","80","-1","24","31000","18973","2014469","106.0","20.401075268817205","true"
"Icmp","4","76816","74","-1","-1","-1","1001703000","1350","110905","82.0","1.3888888888888888","false"
"Tcp","4","76816","74","80","-1","2","2699038000","18974","2014543","106.0","20.40215053763441","true"
"Icmp","4","76816","74","-1","-1","-1","999665000","1353","111127","82.0","1.3919753086419753","false"
"Tcp","4","76817","74","80","-1","2","3000004000","18975","2014617","106.0","20.381310418904405","true"
"Icmp","4","76818","74","-1","-1","-1","1000675000","1356","111349","82.0","1.3907692307692308","false"
"Tcp","4","76821","98","80","-1","24","1002692000","18977","2014789","106.0","20.29625668449198","true"
"Tcp","4","76821","88","80","-1","24","36000","18979","2014974","106.0","20.298395721925132","true"
"Tcp","4","76821","103","80","-1","24","53000","18981","2015185","106.0","20.30053475935829","true"
"Tcp","4","76821","88","80","-1","24","32000","18983","2015374","106.0","20.302673796791442","true"
"Tcp","4","76821","99","80","-1","24","32000","18985","2015574","106.0","20.3048128342246","true"
"Tcp","4","76821","91","80","-1","24","30000","18987","2015768","106.0","20.306951871657756","true"
"Tcp","4","76821","96","80","-1","24","31000","18989","2015958","106.0","20.30909090909091","true"
"Tcp","4","76821","93","80","-1","24","29000","18991","2016158","106.0","20.311229946524065","true"
"Tcp","4","76821","90","80","-1","24","29000","18993","2016344","106.0","20.31336898395722","true"
"Tcp","4","76821","96","80","-1","24","39000","18995","2016532","106.0","20.315508021390375","true"
"Tcp","4","76821","94","80","-1","24","1391000","18998","2016812","106.0","20.31871657754011","true"
"Tcp","4","76822","85","80","-1","24","65000","18999","2016897","106.0","20.319786096256685","true"
"Tcp","4","76822","87","80","-1","24","32000","19001","2017082","106.0","20.321925133689838","true"
"Tcp","4","76822","97","80","-1","24","32000","19003","2017270","106.0","20.302350427350426","true"
"Tcp","4","76822","94","80","-1","24","32000","19005","2017442","106.0","20.30448717948718","true"
"Tcp","4","76822","86","80","-1","24","32000","19007","2017617","106.0","20.306623931623932","true"
"Tcp","4","76822","98","80","-1","24","31000","19009","2017802","106.0","20.308760683760685","true"
"Tcp","4","76822","104","80","-1","24","31000","19011","2017993","106.0","20.310897435897434","true"
"Tcp","4","76822","102","80","-1","24","32000","19013","2018204","106.0","20.313034188034187","true"
"Tcp","4","76822","80","80","-1","24","31000","19015","2018366","106.0","20.31517094017094","true"
"Tcp","4","76822","100","80","-1","24","1434000","19017","2018562","106.0","20.317307692307693","true"
"Tcp","4","76822","103","80","-1","24","38000","19020","2018841","106.0","20.32051282051282","true"
"Tcp","4","76822","95","80","-1","24","29000","19021","2018936","106.0","20.321581196581196","true"
"Tcp","4","76822","112","80","-1","24","30000","19023","2019139","106.0","20.32371794871795","true"
"Tcp","4","76822","89","80","-1","24","29000","19025","2019305","106.0","20.325854700854702","true"
"Tcp","4","76822","82","80","-1","24","29000","19027","2019495","106.0","20.32799145299145","true"
"Tcp","4","76823","90","80","-1","24","29000","19029","2019687","106.0","20.330128205128204","true"
"Tcp","4","76823","75","80","-1","24","29000","19031","2019852","106.0","20.332264957264957","true"
"Tcp","4","76823","86","80","-1","24","29000","19034","2020125","106.0","20.31376734258271","true"
"Tcp","4","76823","98","80","-1","24","29000","19035","2020223","106.0","20.314834578441836","true"
"Tcp","4","76823","95","80","-1","24","70000","19037","2020408","106.0","20.316969050160086","true"
"Tcp","4","76823","92","80","-1","24","38000","19039","2020605","106.0","20.319103521878336","true"
"Tcp","4","76823","106","80","-1","24","30000","19041","2020796","106.0","20.321237993596586","true"
"Tcp","4","76823","94","80","-1","24","30000","19043","2020969","106.0","20.323372465314833","true"
"Tcp","4","76823","113","80","-1","24","32000","19046","2021267","106.0","20.326574172892208","true"
"Tcp","4","76823","85","80","-1","24","31000","19047","2021352","106.0","20.327641408751333","true"
"Tcp","4","76823","102","80","-1","24","31000","19049","2021554","106.0","20.329775880469583","true"
"Tcp","4","76823","88","80","-1","24","32000","19051","2021753","106.0","20.331910352187833","true"
"Tcp","4","76823","83","80","-1","24","31000","19053","2021935","106.0","20.334044823906083","true"
"Tcp","4","76823","88","80","-1","24","3364000","19055","2022117","106.0","20.336179295624333","true"
"Tcp","4","76823","102","80","-1","24","49000","19057","2022328","106.0","20.338313767342584","true"
"Tcp","4","76824","86","80","-1","24","29000","19059","2022492","106.0","20.340448239060834","true"
"Tcp","4","76824","101","80","-1","24","30000","19061","2022686","106.0","20.342582710779084","true"
"Tcp","4","76824","98","80","-1","24","30000","19063","2022883","106.0","20.323027718550108","true"
"Tcp","4","76824","102","80","-1","24","28000","19065","2023081","106.0","20.325159914712152","true"
"Tcp","4","76824","89","80","-1","24","29000","19067","2023270","106.0","20.3272921108742","true"
"Tcp","4","76824","81","80","-1","24","30000","19070","2023550","106.0","20.33049040511727","true"
"Tcp","4","76824","95","80","-1","24","32000","19071","2023645","106.0","20.331556503198293","true"
"Tcp","4","76824","95","80","-1","24","30000","19073","2023847","106.0","20.33368869936034","true"
"Tcp","4","76824","111","80","-1","24","1396000","19075","2024055","106.0","20.33582089552239","true"
"Tcp","4","76824","94","80","-1","24","40000","19077","2024249","106.0","20.337953091684437","true"
"Tcp","4","76824","86","80","-1","24","30000","19079","2024434","106.0","20.34008528784648","true"
"Tcp","4","76824","111","80","-1","24","29000","19081","2024631","106.0","20.34221748400853","true"
"Tcp","4","76824","74","80","-1","24","30000","19083","2024815","106.0","20.344349680170577","true"
"Tcp","4","76824","95","80","-1","24","29000","19085","2024993","106.0","20.34648187633262","true"
"Tcp","4","76824","90","80","-1","24","29000","19087","2025191","106.0","20.34861407249467","true"
"Tcp","4","76824","102","80","-1","24","29000","19089","2025390","106.0","20.350746268656717","true"
"Tcp","4","76825","92","80","-1","24","31000","19091","2025576","106.0","20.35287846481876","true"
"Tcp","4","76825","93","80","-1","24","50000","19093","2025752","106.0","20.35501066098081","true"
"Tcp","4","76825","97","80","-1","24","31000","19095","2025942","106.0","20.335463258785943","true"
"Tcp","4","76825","99","80","-1","24","31000","19097","2026149","106.0","20.337593184238553","true"
"Tcp","4","76825","94","80","-1","24","31000","19099","2026329","106.0","20.33972310969116","true"
"Tcp","4","76825","88","80","-1","24","30000","19101","2026520","106.0","20.34185303514377","true"
"Tcp","4","76825","94","80","-1","24","31000","19103","2026699","106.0","20.343982960596378","true"
"Tcp","4","76825","91","80","-1","24","31000","19105","2026901","106.0","20.34611288604899","true"
"Tcp","4","76825","82","80","-1","24","31000","19107","2027072","106.0","20.3482428115016","true"
"Tcp","4","76825","88","80","-1","24","30000","19109","2027258","106.0","20.350372736954206","true"
"Tcp","4","76825","95","80","-1","24","410000","19111","2027445","106.0","20.352502662406817","true"
"Tcp","4","76825","80","80","-1","24","31000","19114","2027716","106.0","20.35569755058573","true"
"Tcp","4","76825","91","80","-1","24","31000","19115","2027807","106.0","20.356762513312034","true"
"Tcp","4","76825","95","80","-1","24","31000","19117","2028001","106.0","20.35889243876464","true"
"Tcp","4","76825","88","80","-1","24","31000","19120","2028275","106.0","20.362087326943556","true"
"Tcp","4","76825","78","80","-1","24","30000","19121","2028353","106.0","20.363152289669863","true"
"Tcp","4","76826","97","80","-1","24","1668000","19123","2028565","106.0","20.36528221512247","true"
"Tcp","4","76826","78","80","-1","24","42000","19125","2028755","106.0","20.345744680851062","true"
"Tcp","4","76826","95","80","-1","24","31000","19127","2028946","106.0","20.347872340425532","true"
"Tcp","4","76826","96","80","-1","24","37000","19129","2029127","106.0","20.35","true"
"Tcp","4","76826","112","80","-1","24","31000","19131","2029341","106.0","20.352127659574467","true"
"Tcp","4","76826","107","80","-1","24","31000","19133","2029554","106.0","20.354255319148937","true"
"Tcp","4","76826","95","80","-1","24","32000","19135","2029731","106.0","20.356382978723403","true"
"Tcp","4","76826","85","80","-1","24","30000","19137","2029892","106.0","20.358510638297872","true"
"Tcp","4","76826","98","80","-1","24","34000","19139","2030093","106.0","20.36063829787234","true"
"Tcp","4","76826","83","80","-1","24","1429000","19141","2030278","106.0","20.362765957446808","true"
"Tcp","4","76826","111","80","-1","24","35000","19143","2030503","106.0","20.364893617021277","true"
"Tcp","4","76826","98","80","-1","24","32000","19145","2030695","106.0","20.367021276595743","true"
"Tcp","4","76826","101","80","-1","24","31000","19147","2030883","106.0","20.369148936170212","true"
"Tcp","4","76826","83","80","-1","24","32000","19149","2031064","106.0","20.371276595744682","true"
"Tcp","4","76826","81","80","-1","24","32000","19151","2031239","106.0","20.373404255319148","true"
"Tcp","4","76826","92","80","-1","24","31000","19153","2031433","106.0","20.375531914893617","true"
"Tcp","4","76827","90","80","-1","24","30000","19155","2031618","106.0","20.377659574468087","true"
"Tcp","4","76827","98","80","-1","24","34000","19157","2031821","106.0","20.358129649309245","true"
"Tcp","4","76827","103","80","-1","24","32000","19159","2032020","106.0","20.360255047821468","true"
"Tcp","4","76827","91","80","-1","24","32000","19162","2032275","106.0","20.363443145589798","true"
"Tcp","4","76827","95","80","-1","24","1386000","19163","2032370","106.0","20.364505844845908","true"
"Tcp","4","76827","82","80","-1","24","65000","19165","2032538","106.0","20.36663124335813","true"
"Tcp","4","76827","85","80","-1","24","46000","19167","2032713","106.0","20.368756641870352","true"
"Tcp","4","76827","102","80","-1","24","38000","19169","2032891","106.0","20.370882040382572","true"
"Tcp","4","76827","81","80","-1","24","36000","19171","2033069","106.0","20.373007438894792","true"
"Tcp","4","76827","107","80","-1","24","36000","19173","2033256","106.0","20.375132837407016","true"
"Tcp","4","76827","98","80","-1","24","37000","19175","2033454","106.0","20.377258235919236","true"
"Tcp","4","76827","90","80","-1","24","37000","19177","2033629","106.0","20.379383634431456","true"
"Tcp","4","76827","104","80","-1","24","40000","19179","2033823","106.0","20.381509032943676","true"
"Tcp","4","76827","98","80","-1","24","35000","19181","2034023","106.0","20.3836344314559","true"
"Tcp","4","76827","88","80","-1","24","38000","19183","2034218","106.0","20.38575982996812","true"
"Tcp","4","76828","95","80","-1","24","37000","19185","2034415","106.0","20.38788522848034","true"
"Tcp","4","76828","95","80","-1","24","38000","19187","2034613","106.0","20.39001062699256","true"
"Tcp","4","76828","94","80","-1","24","37000","19189","2034802","106.0","20.370488322717623","true"
"Tcp","4","76828","104","80","-1","24","38000","19191","2035007","106.0","20.372611464968152","true"
"Tcp","4","76828","92","80","-1","24","37000","19193","2035191","106.0","20.374734607218684","true"
"Tcp","4","76828","96","80","-1","24","8000","19195","2035386","106.0","20.376857749469213","true"
"Tcp","4","76828","105","80","-1","24","3000","19197","2035586","106.0","20.378980891719745","true"
"Tcp","4","76828","113","80","-1","24","4000","19199","2035791","106.0","20.381104033970274","true"
"Tcp","4","76828","96","80","-1","24","4000","19201","2035975","106.0","20.383227176220807","true"
"Tcp","4","76828","92","80","-1","24","5000","19203","2036159","106.0","20.38535031847134","true"
"Tcp","4","76828","102","80","-1","24","46000","19206","2036444","106.0","20.388535031847134","true"
"Tcp","4","76828","94","80","-1","24","44000","19208","2036639","106.0","20.390658174097666","true"
"Tcp","4","76828","95","80","-1","24","4000","19209","2036734","106.0","20.39171974522293","true"
"Tcp","4","76828","95","80","-1","24","4000","19211","2036924","106.0","20.39384288747346","true"
"Tcp","4","76828","103","80","-1","24","4000","19213","2037120","106.0","20.39596602972399","true"
"Tcp","4","76828","96","80","-1","24","4000","19215","2037326","106.0","20.398089171974522","true"
"Tcp","4","76829","85","80","-1","24","4000","19217","2037500","106.0","20.400212314225055","true"
"Tcp","4","76829","100","80","-1","24","36000","19220","2037802","106.0","20.40339702760085","true"
"Tcp","4","76829","78","80","-1","24","37000","19222","2037956","106.0","20.38388123011665","true"
"Tcp","4","76829","94","80","-1","24","3000","19223","2038050","106.0","20.38494167550371","true"
"Tcp","4","76829","78","80","-1","24","2614000","19225","2038237","106.0","20.387062566277837","true"
"Tcp","4","76829","112","80","-1","24","53000","19227","2038440","106.0","20.389183457051963","true"
"Tcp","4","76829","107","80","-1","24","4000","19230","2038745","106.0","20.39236479321315","true"
"Tcp","4","76829","97","80","-1","24","38000","19231","2038842","106.0","20.393425238600212","true"
"Tcp","4","76829","81","80","-1","24","39000","19233","2039017","106.0","20.39554612937434","true"
"Tcp","4","76829","90","80","-1","24","39000","19235","2039194","106.0","20.39766702014846","true"
"Tcp","4","76829","74","80","-1","2","1967775000","19237","2039348","106.0","20.399787910922587","true"
"Tcp","4","76829","74","80","-1","2","2999005000","19239","2039496","106.0","20.401908801696713","true"
"Tcp","4","76831","108","80","-1","24","79000","19241","2039691","106.0","20.36084656084656","true"
"Tcp","4","76831","84","80","-1","24","30000","19243","2039855","106.0","20.362962962962964","true"
"Tcp","4","76831","78","80","-1","24","29000","19245","2040033","106.0","20.365079365079364","true"
"Tcp","4","76831","88","80","-1","24","29000","19247","2040214","106.0","20.367195767195767","true"
"Tcp","4","76831","100","80","-1","24","30000","19249","2040388","105.0","20.36931216931217","true"
"Tcp","4","76831","104","80","-1","24","29000","19251","2040582","105.0","20.37142857142857","true"
"Tcp","4","76831","89","80","-1","24","30000","19254","2040865","105.0","20.374603174603173","true"
"Tcp","4","76831","93","80","-1","24","29000","19255","2040958","105.0","20.375661375661377","true"
"Tcp","4","76831","84","80","-1","24","1237000","19257","2041155","105.0","20.377777777777776","true"
"Tcp","4","76831","100","80","-1","24","34000","19259","2041340","105.0","20.37989417989418","true"
"Tcp","4","76832","96","80","-1","24","30000","19261","2041521","105.0","20.382010582010583","true"
"Tcp","4","76832","86","80","-1","24","29000","19263","2041696","105.0","20.384126984126983","true"
"Tcp","4","76832","90","80","-1","24","30000","19265","2041882","105.0","20.364693446088793","true"
"Tcp","4","76832","94","80","-1","24","29000","19268","2042169","105.0","20.367864693446087","true"
"Tcp","4","76832","104","80","-1","24","29000","19269","2042273","105.0","20.36892177589852","true"
"Tcp","4","76832","111","80","-1","24","29000","19271","2042479","105.0","20.37103594080338","true"
"Tcp","4","76832","105","80","-1","24","32000","19273","2042699","105.0","20.373150105708245","true"
"Tcp","4","76832","108","80","-1","24","30000","19275","2042889","105.0","20.37526427061311","true"
"Tcp","4","76832","95","80","-1","24","55000","19277","2043101","105.0","20.377378435517972","true"
"Tcp","4","76832","85","80","-1","24","30000","19279","2043283","105.0","20.379492600422832","true"
"Tcp","4","76832","84","80","-1","24","29000","19281","2043473","105.0","20.381606765327696","true"
"Tcp","4","76832","108","80","-1","24","29000","19283","2043669","105.0","20.38372093023256","true"
"Tcp","4","76832","92","80","-1","24","29000","19285","2043861","105.0","20.38583509513742","true"
"Tcp","4","76832","102","80","-1","24","29000","19287","2044061","105.0","20.387949260042284","true"
"Tcp","4","76832","95","80","-1","24","29000","19290","2044358","105.0","20.391120507399577","true"
"Tcp","4","76832","105","80","-1","24","29000","19291","2044463","105.0","20.392177589852007","true"
"Tcp","4","76833","91","80","-1","24","30000","19293","2044659","105.0","20.39429175475687","true"
"Tcp","4","76833","101","80","-1","24","395000","19295","2044860","105.0","20.374868004223863","true"
"Tcp","4","76833","97","80","-1","24","30000","19297","2045042","105.0","20.376979936642027","true"
"Tcp","4","76833","88","80","-1","24","28000","19299","2045223","105.0","20.37909186906019","true"
"Tcp","4","76833","78","80","-1","24","28000","19301","2045396","105.0","20.381203801478353","true"
"Tcp","4","76833","99","80","-1","24","28000","19303","2045587","105.0","20.383315733896517","true"
"Tcp","4","76833","111","80","-1","24","28000","19306","2045897","105.0","20.38648363252376","true"
"Tcp","4","76833","93","80","-1","24","28000","19308","2046086","105.0","20.388595564941923","true"
"Tcp","4","76833","100","80","-1","24","29000","19309","2046186","105.0","20.389651531151003","true"
"Tcp","4","76833","97","80","-1","24","32000","19311","2046367","105.0","20.391763463569166","true"
"Tcp","4","76833","113","80","-1","24","29000","19313","2046568","105.0","20.39387539598733","true"
"Tcp","4","76833","92","80","-1","24","56000","19315","2046751","105.0","20.39598732840549","true"
"Tcp","4","76833","103","80","-1","24","39000","19317","2046933","105.0","20.398099260823653","true"
"Tcp","4","76833","99","80","-1","24","31000","19319","2047127","105.0","20.400211193241816","true"
"Tcp","4","76833","96","80","-1","24","30000","19321","2047312","105.0","20.40232312565998","true"
"Tcp","4","76834","97","80","-1","24","29000","19323","2047493","105.0","20.404435058078143","true"
"Tcp","4","76834","103","80","-1","24","29000","19326","2047822","105.0","20.38607594936709","true"
"Tcp","4","76834","102","80","-1","24","30000","19327","2047924","105.0","20.387130801687764","true"
"Tcp","4","76834","102","80","-1","24","30000","19329","2048121","105.0","20.389240506329113","true"
"Tcp","4","76834","96","80","-1","24","1470000","19331","2048315","105.0","20.391350210970465","true"
"Tcp","4","76834","106","80","-1","24","59000","19333","2048533","105.0","20.393459915611814","true"
"Tcp","4","76834","96","80","-1","24","31000","19335","2048721","105.0","20.395569620253166","true"
"Tcp","4","76834","92","80","-1","24","30000","19337","2048914","105.0","20.397679324894515","true"
"Tcp","4","76834","96","80","-1","24","29000","19339","2049103","105.0","20.399789029535864","true"
"Tcp","4","76834","91","80","-1","24","31000","19342","2049390","105.0","20.40295358649789","true"
"Tcp","4","76834","86","80","-1","24","29000","19343","2049476","105.0","20.404008438818565","true"
"Tcp","4","76834","105","80","-1","24","1606000","19345","2049682","105.0","20.406118143459917","true"
"Tcp","4","76834","83","80","-1","24","3000","19348","2049956","105.0","20.40928270042194","true"
"Tcp","4","76834","99","80","-1","24","40000","19349","2050055","105.0","20.410337552742615","true"
"Tcp","4","76834","82","80","-1","24","37000","19351","2050231","105.0","20.412447257383967","true"
"Tcp","4","76835","96","80","-1","24","44000","19353","2050442","105.0","20.414556962025316","true"
"Tcp","4","76835","109","80","-1","24","38000","19355","2050643","105.0","20.416666666666668","true"
"Tcp","4","76835","100","80","-1","24","36000","19357","2050848","105.0","20.397260273972602","true"
"Tcp","4","76835","85","80","-1","24","36000","19359","2051047","105.0","20.39936775553214","true"
"Tcp","4","76835","99","80","-1","24","3000","19362","2051327","105.0","20.402528977871444","true"
"Tcp","4","76835","91","80","-1","24","38000","19363","2051418","105.0","20.40358271865121","true"
"Tcp","4","76835","82","80","-1","24","61000","19366","2051708","105.0","20.406743940990516","true"
"Tcp","4","76835","106","80","-1","24","3000","19367","2051814","105.0","20.407797681770283","true"
"Tcp","4","76835","91","80","-1","24","3000","19369","2051990","105.0","20.40990516332982","true"
"Tcp","4","76835","98","80","-1","24","36000","19372","2052259","105.0","20.413066385669126","true"
"Tcp","4","76835","94","80","-1","24","4000","19373","2052353","105.0","20.414120126448893","true"
"Tcp","4","76835","107","80","-1","24","4000","19375","2052559","105.0","20.41622760800843","true"
"Tcp","4","76835","110","80","-1","24","3000","19377","2052764","105.0","20.418335089567968","true"
"Tcp","4","76835","98","80","-1","24","3000","19379","2052957","105.0","20.420442571127502","true"
"Tcp","4","76835","98","80","-1","24","622000","19381","2053155","105.0","20.42255005268704","true"
"Tcp","4","76835","88","80","-1","24","48000","19383","2053349","105.0","20.424657534246574","true"
"Tcp","4","76836","96","80","-1","24","37000","19385","2053529","105.0","20.42676501580611","true"
"Tcp","4","76836","98","80","-1","24","36000","19387","2053724","105.0","20.42887249736565","true"
"Tcp","4","76836","89","80","-1","24","36000","19389","2053903","105.0","20.409473684210525","true"
"Tcp","4","76836","95","80","-1","24","36000","19391","2054107","105.0","20.411578947368422","true"
"Tcp","4","76836","96","80","-1","24","36000","19393","2054309","105.0","20.413684210526316","true"
"Tcp","4","76836","96","80","-1","24","36000","19395","2054499","105.0","20.41578947368421","true"
"Tcp","4","76836","97","80","-1","24","40000","19397","2054696","105.0","20.417894736842104","true"
"Tcp","4","76836","104","80","-1","24","1681000","19399","2054889","105.0","20.42","true"
"Tcp","4","76836","106","80","-1","24","89000","19401","2055108","105.0","20.422105263157896","true"
"Tcp","4","76836","102","80","-1","24","41000","19403","2055292","105.0","20.42421052631579","true"
"Tcp","4","76836","103","80","-1","24","36000","19405","2055490","105.0","20.426315789473684","true"
"Tcp","4","76836","98","80","-1","24","38000","19407","2055675","105.0","20.428421052631577","true"
"Tcp","4","76836","106","80","-1","24","37000","19409","2055881","105.0","20.430526315789475","true"
"Tcp","4","76836","91","80","-1","24","36000","19411","2056072","105.0","20.43263157894737","true"
"Tcp","4","76836","106","80","-1","24","37000","19413","2056285","105.0","20.434736842105263","true"
"Tcp","4","76837","94","80","-1","24","40000","19415","2056475","105.0","20.436842105263157","true"
"Tcp","4","76837","94","80","-1","24","37000","19417","2056658","105.0","20.438947368421054","true"
"Tcp","4","76837","98","80","-1","24","36000","19419","2056853","105.0","20.41955835962145","true"
"Tcp","4","76837","81","80","-1","24","37000","19421","2057036","105.0","20.42166140904311","true"
"Tcp","4","76837","101","80","-1","24","39000","19423","2057252","105.0","20.423764458464774","true"
"Tcp","4","76837","103","80","-1","24","1465000","19426","2057543","105.0","20.426919032597265","true"
"Tcp","4","76837","105","80","-1","24","5000","19427","2057648","105.0","20.427970557308097","true"
"Tcp","4","76837","77","80","-1","24","3000","19429","2057833","105.0","20.43007360672976","true"
"Tcp","4","76837","103","80","-1","24","4000","19431","2058034","105.0","20.43217665615142","true"
"Tcp","4","76837","90","80","-1","24","3000","19433","2058199","105.0","20.434279705573083","true"
"Tcp","4","76837","102","80","-1","24","4000","19435","2058383","105.0","20.436382754994742","true"
"Tcp","4","76837","100","80","-1","24","5000","19437","2058577","105.0","20.438485804416406","true"
"Tcp","4","76837","99","80","-1","24","4000","19439","2058754","105.0","20.440588853838065","true"
"Tcp","4","76837","103","80","-1","24","4000","19441","2058940","105.0","20.44269190325973","true"
"Tcp","4","76837","83","80","-1","24","3000","19443","2059127","105.0","20.444794952681388","true"
"Tcp","4","76837","107","80","-1","24","4000","19445","2059328","105.0","20.44689800210305","true"
"Tcp","4","76838","111","80","-1","24","4000","19447","2059530","105.0","20.44900105152471","true"
"Tcp","4","76838","78","80","-1","24","3000","19449","2059698","105.0","20.429621848739497","true"
"Tcp","4","76838","101","80","-1","24","4000","19451","2059892","105.0","20.43172268907563","true"
"Tcp","4","76838","106","80","-1","24","4000","19453","2060108","105.0","20.433823529411764","true"
"Tcp","4","76838","112","80","-1","24","53000","19456","2060396","105.0","20.436974789915965","true"
"Tcp","4","76838","116","80","-1","24","7275000","19457","2060512","105.0","20.438025210084035","true"
"Tcp","4","76838","101","80","-1","24","86000","19459","2060714","105.0","20.44012605042017","true"
"Tcp","4","76838","83","80","-1","24","40000","19461","2060904","105.0","20.442226890756302","true"
"Tcp","4","76838","78","80","-1","24","37000","19463","2061082","105.0","20.444327731092436","true"
"Tcp","4","76838","88","80","-1","24","37000","19465","2061251","105.0","20.446428571428573","true"
"Tcp","4","76838","66","80","-1","2","249019000","717","98687","137.0","0.7206030150753768","false"
"Tcp","4","76838","66","80","-1","2","192379000","719","98819","137.0","0.7226130653266332","false"
