"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Tcp","4","75934","66","80","-1","16","46000","1025","261582","255.0","21.80851063829787","true"
"Http","4","75934","726","80","-1","24","51000","1027","262382","255.0","21.395833333333332","true"
"Tcp","4","75934","74","80","-1","2","2997000","1029","262522","255.0","21.4375","true"
"Tcp","4","75934","66","80","-1","16","3952000","1031","263314","255.0","21.479166666666668","true"
"Http","4","75934","726","80","-1","24","56000","1033","264114","255.0","21.520833333333332","true"
"Tcp","4","75934","74","80","-1","2","61000","1035","264254","255.0","21.5625","true"
"Tcp","4","75934","66","80","-1","16","2053000","1037","265046","255.0","21.604166666666668","true"
"Http","4","75934","726","80","-1","24","60000","1039","265846","255.0","21.645833333333332","true"
"Tcp","4","75934","74","80","-1","2","988000","1041","265986","255.0","21.6875","true"
"Tcp","4","75934","66","80","-1","16","3572000","1043","266778","255.0","21.729166666666668","true"
"Http","4","75934","726","80","-1","24","87000","1045","267578","256.0","21.770833333333332","true"
"Tcp","4","75934","74","80","-1","2","57000","1047","267718","255.0","21.8125","true"
"Tcp","4","75934","66","80","-1","16","2012000","1049","268510","255.0","21.854166666666668","true"
"Http","4","75934","726","80","-1","24","52000","1051","269310","256.0","21.895833333333332","true"
"Tcp","4","75935","74","80","-1","2","3005000","1053","269450","255.0","21.9375","true"
"Tcp","4","75935","66","80","-1","16","4925000","1055","270242","256.0","21.53061224489796","true"
"Http","4","75935","726","80","-1","24","44000","1057","271042","256.0","21.571428571428573","true"
"Tcp","4","75935","74","80","-1","2","2113000","1059","271182","256.0","21.612244897959183","true"
"Tcp","4","75935","66","80","-1","16","3834000","1061","271974","256.0","21.653061224489797","true"
"Http","4","75935","726","80","-1","24","56000","1063","272774","256.0","21.693877551020407","true"
"Tcp","4","75935","74","80","-1","2","1883000","1065","272914","256.0","21.73469387755102","true"
"Tcp","4","75935","66","80","-1","16","3927000","1067","273706","256.0","21.775510204081634","true"
"Http","4","75935","726","80","-1","24","62000","1069","274506","256.0","21.816326530612244","true"
"Tcp","4","75935","74","80","-1","2","2022000","1071","274646","256.0","21.857142857142858","true"
"Tcp","4","75935","66","80","-1","16","3929000","1073","275438","256.0","21.897959183673468","true"
"Http","4","75935","726","80","-1","24","57000","1075","276238","256.0","21.93877551020408","true"
"Tcp","4","75935","74","80","-1","2","2003000","1077","276378","256.0","21.979591836734695","true"
"Tcp","4","75936","66","80","-1","16","3959000","1079","277170","256.0","22.020408163265305","true"
"Http","4","75936","726","80","-1","24","50000","1081","277970","257.0","22.06122448979592","true"
"Tcp","4","75936","74","80","-1","2","1988000","1083","278110","256.0","21.66","true"
"Tcp","4","75936","66","80","-1","16","3944000","1085","278902","257.0","21.7","true"
"Http","4","75936","726","80","-1","24","61000","1087","279702","257.0","21.74","true"
"Tcp","4","75936","74","80","-1","2","50000","1089","279842","256.0","21.78","true"
"Tcp","4","75936","66","80","-1","16","2942000","1091","280634","257.0","21.82","true"
"Http","4","75936","726","80","-1","24","63000","1093","281434","257.0","21.86","true"
"Tcp","4","75936","74","80","-1","2","2088000","1095","281574","257.0","21.9","true"
"Tcp","4","75936","66","80","-1","16","4844000","1097","282366","257.0","21.94","true"
"Http","4","75936","726","80","-1","24","1951000","1099","283166","257.0","21.98","true"
"Tcp","4","75936","74","80","-1","2","4937000","1101","283306","257.0","22.02","true"
"Tcp","4","75936","66","80","-1","16","3539000","1103","284098","257.0","22.06","true"
"Http","4","75936","726","80","-1","24","58000","1105","284898","257.0","22.1","true"
"Tcp","4","75937","74","80","-1","2","3006000","1107","285038","257.0","22.14","true"
"Tcp","4","75937","66","80","-1","16","3933000","1109","285830","257.0","21.745098039215687","true"
"Http","4","75937","726","80","-1","24","1946000","1111","286630","257.0","21.784313725490197","true"
"Tcp","4","75937","74","80","-1","2","6980000","1113","286770","257.0","21.823529411764707","true"
"Tcp","4","75937","66","80","-1","16","3881000","1115","287562","257.0","21.862745098039216","true"
"Http","4","75937","726","80","-1","24","1950000","1117","288362","258.0","21.901960784313726","true"
"Tcp","4","75937","74","80","-1","2","4002000","1119","288502","257.0","21.941176470588236","true"
"Tcp","4","75937","66","80","-1","16","3934000","1121","289294","258.0","21.980392156862745","true"
"Http","4","75937","726","80","-1","24","1966000","1123","290094","258.0","22.019607843137255","true"
"Tcp","4","75937","74","80","-1","2","60000","1126","290960","258.0","22.07843137254902","true"
"Tcp","4","75937","66","80","-1","16","3960000","1127","291026","258.0","22.098039215686274","true"
"Http","4","75937","726","80","-1","24","45000","1129","291826","258.0","22.137254901960784","true"
"Tcp","4","75937","74","80","-1","2","87000","1131","291966","258.0","22.176470588235293","true"
"Tcp","4","75937","66","80","-1","16","72000","1133","292758","258.0","22.215686274509803","true"
"Tcp","4","75938","74","80","-1","2","72000","1135","292898","258.0","22.254901960784313","true"
"Tcp","4","75938","66","80","-1","16","3152000","1137","293690","258.0","21.865384615384617","true"
"Http","4","75938","726","80","-1","24","79000","1139","294490","258.0","21.903846153846153","true"
"Tcp","4","75938","74","80","-1","2","2806000","1141","294630","258.0","21.942307692307693","true"
"Tcp","4","75938","66","80","-1","16","3109000","1143","295422","258.0","21.98076923076923","true"
"Http","4","75938","726","80","-1","24","77000","1145","296222","258.0","22.01923076923077","true"
"Tcp","4","75938","74","80","-1","2","2641000","1147","296362","258.0","22.057692307692307","true"
"Tcp","4","75938","66","80","-1","16","3129000","1149","297154","258.0","22.096153846153847","true"
"Http","4","75938","726","80","-1","24","71000","1151","297954","258.0","22.134615384615383","true"
"Tcp","4","75938","74","80","-1","2","2776000","1153","298094","258.0","22.173076923076923","true"
"Tcp","4","75938","66","80","-1","16","3143000","1155","298886","258.0","22.21153846153846","true"
"Http","4","75938","726","80","-1","24","93000","1157","299686","259.0","22.25","true"
"Tcp","4","75939","74","80","-1","2","2548000","1159","299826","258.0","22.28846153846154","true"
"Tcp","4","75939","66","80","-1","16","4956000","1161","300618","258.0","22.326923076923077","true"
"Tcp","4","75939","726","80","-1","24","91000","1163","301418","259.0","21.943396226415093","true"
"Tcp","4","75939","74","80","-1","2","2331000","1165","301558","258.0","21.9811320754717","true"
"Tcp","4","75939","66","80","-1","16","3489000","1167","302350","259.0","22.0188679245283","true"
"Http","4","75939","726","80","-1","24","72000","1169","303150","259.0","22.056603773584907","true"
"Tcp","4","75939","74","80","-1","2","2019000","1171","303290","259.0","22.09433962264151","true"
"Tcp","4","75939","66","80","-1","16","3225000","1173","304082","259.0","22.132075471698112","true"
"Http","4","75939","726","80","-1","24","66000","1175","304882","259.0","22.169811320754718","true"
"Tcp","4","75939","74","80","-1","2","2033000","1177","305022","259.0","22.20754716981132","true"
"Tcp","4","75939","66","80","-1","16","5002000","1179","305814","259.0","22.245283018867923","true"
"Http","4","75939","726","80","-1","24","3546000","1182","306680","259.0","22.30188679245283","true"
"Tcp","4","75939","74","80","-1","2","2999000","1183","306754","259.0","22.32075471698113","true"
"Tcp","4","75939","66","80","-1","16","3931000","1185","307546","259.0","22.358490566037737","true"
"Http","4","75940","726","80","-1","24","66000","1187","308346","259.0","22.39622641509434","true"
"Tcp","4","75940","74","80","-1","2","1986000","1189","308486","259.0","22.433962264150942","true"
"Tcp","4","75940","66","80","-1","16","3904000","1191","309278","259.0","22.055555555555557","true"
"Http","4","75940","726","80","-1","24","80000","1193","310078","259.0","22.09259259259259","true"
"Tcp","4","75940","74","80","-1","2","55000","1195","310218","259.0","22.12962962962963","true"
"Tcp","4","75940","66","80","-1","16","2355000","1197","311010","259.0","22.166666666666668","true"
"Http","4","75940","726","80","-1","24","78000","1199","311810","260.0","22.203703703703702","true"
"Tcp","4","75940","74","80","-1","2","3363000","1201","311950","259.0","22.24074074074074","true"
"Tcp","4","75940","74","80","-1","2","5569000","1203","312750","259.0","22.27777777777778","true"
"Tcp","4","75940","74","80","-1","2","6006000","1205","312898","259.0","22.314814814814813","true"
"Tcp","4","75940","74","80","-1","2","6605000","1207","313046","259.0","22.35185185185185","true"
"Tcp","4","75940","74","80","-1","2","5972000","1208","313120","259.0","22.37037037037037","true"
"Tcp","4","75940","74","80","-1","2","5980000","1210","313268","258.0","22.40740740740741","true"
"Tcp","4","75941","74","80","-1","2","6021000","1212","313416","258.0","22.444444444444443","true"
"Tcp","4","75941","74","80","-1","2","6016000","1214","313564","258.0","22.48148148148148","true"
"Tcp","4","75941","54","80","-1","16","44088000","291","48799","167.0","3.0","false"
"Tcp","4","75941","74","80","-1","2","7036000","1217","313786","257.0","22.12727272727273","true"
"Tcp","4","75941","74","80","-1","2","5999000","1219","313934","257.0","22.163636363636364","true"
"Tcp","4","75941","74","80","-1","2","7088000","1221","314082","257.0","22.2","true"
"Tcp","4","75941","74","80","-1","2","6010000","1223","314230","256.0","22.236363636363638","true"
"Tcp","4","75941","74","80","-1","2","6000000","1225","314378","256.0","22.272727272727273","true"
"Tcp","4","75941","74","80","-1","2","6011000","1227","314526","256.0","22.30909090909091","true"
"Tcp","4","75941","74","80","-1","2","6010000","1229","314674","256.0","22.345454545454544","true"
"Tcp","4","75941","74","80","-1","2","6013000","1231","314822","255.0","22.381818181818183","true"
"Tcp","4","75941","74","80","-1","2","6018000","1233","314970","255.0","22.418181818181818","true"
"Tcp","4","75942","74","80","-1","2","5982000","1235","315118","255.0","22.454545454545453","true"
"Tcp","4","75942","74","80","-1","2","8030000","1237","315266","254.0","22.089285714285715","true"
"Tcp","4","75942","74","80","-1","2","5994000","1239","315414","254.0","22.125","true"
"Tcp","4","75942","74","80","-1","2","5993000","1241","315562","254.0","22.160714285714285","true"
"Tcp","4","75942","74","80","-1","2","6016000","1243","315710","253.0","22.196428571428573","true"
"Tcp","4","75942","74","80","-1","2","6004000","1245","315858","253.0","22.232142857142858","true"
"Tcp","4","75942","74","80","-1","2","6028000","1246","315932","253.0","22.25","true"
"Tcp","4","75942","74","80","-1","2","5994000","1248","316080","253.0","22.285714285714285","true"
"Tcp","4","75942","74","80","-1","2","6036000","1250","316228","252.0","22.321428571428573","true"
"Tcp","4","75942","74","80","-1","2","6026000","1252","316376","252.0","22.357142857142858","true"
"Tcp","4","75942","74","80","-1","2","6793000","1254","316524","252.0","22.392857142857142","true"
"Tcp","4","75942","74","80","-1","2","6027000","1256","316672","252.0","22.428571428571427","true"
"Tcp","4","75943","74","80","-1","2","6012000","1258","316820","251.0","22.464285714285715","true"
"Tcp","4","75943","74","80","-1","2","6003000","1260","316968","251.0","22.105263157894736","true"
"Tcp","4","75943","74","80","-1","2","6002000","1262","317116","251.0","22.140350877192983","true"
"Tcp","4","75943","74","80","-1","2","5982000","1264","317264","251.0","22.17543859649123","true"
"Tcp","4","75943","74","80","-1","2","6102000","1265","317338","250.0","22.19298245614035","true"
"Tcp","4","75943","74","80","-1","2","7019000","1267","317486","250.0","22.228070175438596","true"
"Tcp","4","75943","74","80","-1","2","6034000","1269","317634","250.0","22.263157894736842","true"
"Tcp","4","75943","74","80","-1","2","5965000","1271","317782","250.0","22.29824561403509","true"
"Tcp","4","75943","74","80","-1","2","5990000","1273","317930","249.0","22.333333333333332","true"
"Tcp","4","75943","74","80","-1","2","5987000","1275","318078","249.0","22.36842105263158","true"
"Tcp","4","75943","74","80","-1","2","5995000","1277","318226","249.0","22.403508771929825","true"
"Tcp","4","75944","74","80","-1","2","5999000","1279","318374","248.0","22.43859649122807","true"
"Tcp","4","75944","74","80","-1","2","5981000","1281","318522","248.0","22.086206896551722","true"
"Tcp","4","75944","74","80","-1","2","6002000","1283","318670","248.0","22.120689655172413","true"
"Tcp","4","75944","74","80","-1","2","5988000","1285","318818","248.0","22.155172413793103","true"
"Tcp","4","75944","74","80","-1","2","7002000","1287","318966","247.0","22.189655172413794","true"
"Tcp","4","75944","74","80","-1","2","5952000","1289","319114","247.0","22.224137931034484","true"
"Tcp","4","75944","74","80","-1","2","6000000","1291","319262","247.0","22.25862068965517","true"
"Tcp","4","75944","74","80","-1","2","6979000","1293","319410","247.0","22.29310344827586","true"
"Tcp","4","75944","74","80","-1","2","5986000","1295","319558","246.0","22.32758620689655","true"
"Tcp","4","75944","74","80","-1","2","6026000","1297","319706","246.0","22.362068965517242","true"
"Tcp","4","75944","74","80","-1","2","5956000","1299","319854","246.0","22.396551724137932","true"
"Tcp","4","75944","74","80","-1","2","6052000","1301","320002","245.0","22.43103448275862","true"
"Tcp","4","75945","74","80","-1","2","6243000","1303","320150","245.0","22.46551724137931","true"
"Tcp","4","75945","74","80","-1","2","5995000","1305","320298","245.0","22.11864406779661","true"
"Tcp","4","75945","74","80","-1","2","6036000","1307","320446","245.0","22.152542372881356","true"
"Tcp","4","75945","74","80","-1","2","6009000","1309","320594","244.0","22.1864406779661","true"
"Tcp","4","75945","74","80","-1","2","6026000","1311","320742","244.0","22.220338983050848","true"
"Tcp","4","75945","74","80","-1","2","5952000","1313","320890","244.0","22.25423728813559","true"
"Tcp","4","75945","74","80","-1","2","5993000","1315","321038","244.0","22.28813559322034","true"
"Tcp","4","75945","74","80","-1","2","5981000","1317","321186","243.0","22.322033898305083","true"
"Tcp","4","75945","74","80","-1","2","6017000","1319","321334","243.0","22.35593220338983","true"
"Tcp","4","75945","74","80","-1","2","6016000","1321","321482","243.0","22.389830508474578","true"
"Tcp","4","75945","74","80","-1","2","5969000","1323","321630","243.0","22.423728813559322","true"
"Tcp","4","75946","74","80","-1","2","5979000","1325","321778","242.0","22.45762711864407","true"
"Tcp","4","75946","74","80","-1","2","7016000","1327","321926","242.0","22.116666666666667","true"
"Tcp","4","75946","74","80","-1","2","5982000","1329","322074","242.0","22.15","true"
"Tcp","4","75946","74","80","-1","2","6027000","1331","322222","242.0","22.183333333333334","true"
"Tcp","4","75946","74","80","-1","2","6021000","1333","322370","241.0","22.216666666666665","true"
"Tcp","4","75946","74","80","-1","2","6009000","1335","322518","241.0","22.25","true"
"Tcp","4","75946","74","80","-1","2","5995000","1337","322666","241.0","22.283333333333335","true"
"Tcp","4","75946","74","80","-1","2","6969000","1339","322814","241.0","22.316666666666666","true"
"Tcp","4","75946","74","80","-1","2","6001000","1341","322962","240.0","22.35","true"
"Tcp","4","75946","74","80","-1","2","6010000","1343","323110","240.0","22.383333333333333","true"
"Tcp","4","75946","74","80","-1","2","5988000","1345","323258","240.0","22.416666666666668","true"
"Tcp","4","75947","74","80","-1","2","5966000","1347","323406","240.0","22.45","true"
"Tcp","4","75947","74","80","-1","2","5977000","1349","323554","239.0","22.114754098360656","true"
"Tcp","4","75947","74","80","-1","2","5995000","1351","323702","239.0","22.147540983606557","true"
"Tcp","4","75947","74","80","-1","2","7362000","1353","323850","239.0","22.18032786885246","true"
"Tcp","4","75947","74","80","-1","2","5990000","1355","323998","239.0","22.21311475409836","true"
"Tcp","4","75947","74","80","-1","2","6011000","1357","324146","238.0","22.24590163934426","true"
"Tcp","4","75947","74","80","-1","2","6040000","1359","324294","238.0","22.278688524590162","true"
"Tcp","4","75947","74","80","-1","2","5997000","1361","324442","238.0","22.311475409836067","true"
"Tcp","4","75947","74","80","-1","2","6002000","1363","324590","238.0","22.34426229508197","true"
"Tcp","4","75947","74","80","-1","2","6000000","1365","324738","237.0","22.37704918032787","true"
"Tcp","4","75947","74","80","-1","2","6199000","1367","324886","237.0","22.40983606557377","true"
"Tcp","4","75948","74","80","-1","2","5570000","1369","325034","237.0","22.442622950819672","true"
"Tcp","4","75948","74","80","-1","2","6199000","1371","325182","237.0","22.112903225806452","true"
"Tcp","4","75948","74","80","-1","2","6004000","1372","325256","237.0","22.129032258064516","true"
"Tcp","4","75948","74","80","-1","2","6002000","1374","325404","236.0","22.161290322580644","true"
"Tcp","4","75948","74","80","-1","2","6013000","1376","325552","236.0","22.193548387096776","true"
"Tcp","4","75948","74","80","-1","2","5341000","1378","325700","236.0","22.225806451612904","true"
"Tcp","4","75948","74","80","-1","2","5967000","1380","325848","236.0","22.258064516129032","true"
"Tcp","4","75948","74","80","-1","2","6020000","1382","325996","235.0","22.29032258064516","true"
"Tcp","4","75948","74","80","-1","2","5639000","1384","326144","235.0","22.322580645161292","true"
"Tcp","4","75948","74","80","-1","2","6320000","1386","326292","235.0","22.35483870967742","true"
"Tcp","4","75948","74","80","-1","2","6013000","1388","326440","235.0","22.387096774193548","true"
"Tcp","4","75949","74","80","-1","2","6991000","1390","326588","234.0","22.419354838709676","true"
"Tcp","4","75949","74","80","-1","2","6729000","1392","326736","234.0","22.095238095238095","true"
"Tcp","4","75949","74","80","-1","2","6291000","1394","326884","234.0","22.126984126984127","true"
"Tcp","4","75949","74","80","-1","2","5978000","1396","327032","234.0","22.158730158730158","true"
"Tcp","4","75949","74","80","-1","2","5960000","1398","327180","234.0","22.19047619047619","true"
"Tcp","4","75949","74","80","-1","2","6118000","1400","327328","233.0","22.22222222222222","true"
"Tcp","4","75949","74","80","-1","2","6687000","1402","327476","233.0","22.253968253968253","true"
"Tcp","4","75949","74","80","-1","2","5986000","1404","327624","233.0","22.285714285714285","true"
"Tcp","4","75949","74","80","-1","2","6006000","1406","327772","233.0","22.317460317460316","true"
"Tcp","4","75949","74","80","-1","2","6014000","1408","327920","232.0","22.349206349206348","true"
"Tcp","4","75949","74","80","-1","2","5995000","1410","328068","232.0","22.38095238095238","true"
"Tcp","4","75950","74","80","-1","2","6470000","1412","328216","232.0","22.41269841269841","true"
"Tcp","4","75950","74","80","-1","2","5977000","1414","328364","232.0","22.444444444444443","true"
"Tcp","4","75950","74","80","-1","2","5992000","1416","328512","232.0","22.125","true"
"Tcp","4","75950","74","80","-1","2","5492000","1418","328660","231.0","22.15625","true"
"Tcp","4","75950","74","80","-1","2","8137000","1420","328808","231.0","22.1875","true"
"Tcp","4","75950","74","80","-1","2","6020000","1422","328956","231.0","22.21875","true"
"Tcp","4","75950","74","80","-1","2","7898000","1424","329104","231.0","22.25","true"
"Tcp","4","75950","74","80","-1","2","6987000","1426","329252","230.0","22.28125","true"
"Icmp","4","75950","74","-1","-1","-1","1002671000","63","7431","117.0","0.5887850467289719","false"
"Tcp","4","75950","74","80","-1","2","6893000","1429","329474","230.0","22.328125","true"
"Tcp","4","75950","74","80","-1","2","6028000","1431","329622","230.0","22.359375","true"
"Tcp","4","75950","74","80","-1","2","4909000","1433","329770","230.0","22.390625","true"
"Tcp","4","75951","74","80","-1","2","5743000","1435","329918","229.0","22.421875","true"
"Tcp","4","75951","74","80","-1","2","6011000","1437","330066","229.0","22.107692307692307","true"
"Tcp","4","75951","74","80","-1","2","6019000","1439","330214","229.0","22.138461538461538","true"
"Tcp","4","75951","74","80","-1","2","6037000","1441","330362","229.0","22.16923076923077","true"
"Tcp","4","75951","74","80","-1","2","5081000","1443","330510","229.0","22.2","true"
"Tcp","4","75951","74","80","-1","2","5052000","1445","330658","228.0","22.23076923076923","true"
"Tcp","4","75951","74","80","-1","2","6960000","1447","330806","228.0","22.26153846153846","true"
"Tcp","4","75951","74","80","-1","2","5184000","1449","330954","228.0","22.29230769230769","true"
"Tcp","4","75951","74","80","-1","2","5859000","1451","331102","228.0","22.323076923076922","true"
"Tcp","4","75951","74","80","-1","2","6036000","1453","331250","227.0","22.353846153846153","true"
"Tcp","4","75951","74","80","-1","2","5872000","1455","331398","227.0","22.384615384615383","true"
"Tcp","4","75952","74","80","-1","2","5996000","1457","331546","227.0","22.415384615384614","true"
"Tcp","4","75952","74","80","-1","2","7002000","1459","331694","227.0","22.446153846153845","true"
"Tcp","4","75952","74","80","-1","2","6988000","1461","331842","227.0","22.136363636363637","true"
"Tcp","4","75952","74","80","-1","2","6018000","1463","331990","226.0","22.166666666666668","true"
"Tcp","4","75952","74","80","-1","2","5992000","1465","332138","226.0","22.196969696969695","true"
"Tcp","4","75952","74","80","-1","2","6006000","1467","332286","226.0","22.227272727272727","true"
"Tcp","4","75952","74","80","-1","2","6987000","1469","332434","226.0","22.257575757575758","true"
"Tcp","4","75952","74","80","-1","2","6988000","1471","332582","226.0","22.28787878787879","true"
"Tcp","4","75952","74","80","-1","2","7014000","1473","332730","225.0","22.318181818181817","true"
"Tcp","4","75952","74","80","-1","2","5267000","1475","332878","225.0","22.348484848484848","true"
"Tcp","4","75952","74","80","-1","2","5984000","1477","333026","225.0","22.37878787878788","true"
"Tcp","4","75952","74","80","-1","2","6015000","1479","333174","225.0","22.40909090909091","true"
"Tcp","4","75953","74","80","-1","2","6006000","1481","333322","225.0","22.439393939393938","true"
"Tcp","4","75953","74","80","-1","2","7038000","1483","333470","224.0","22.134328358208954","true"
"Tcp","4","75953","74","80","-1","2","7026000","1485","333618","224.0","22.16417910447761","true"
"Tcp","4","75953","74","80","-1","2","5976000","1487","333766","224.0","22.19402985074627","true"
"Tcp","4","75953","74","80","-1","2","5839000","1489","333914","224.0","22.223880597014926","true"
"Tcp","4","75953","74","80","-1","2","7028000","1491","334062","224.0","22.253731343283583","true"
"Tcp","4","75953","74","80","-1","2","6033000","1493","334210","223.0","22.28358208955224","true"
"Tcp","4","75953","74","80","-1","2","6000000","1495","334358","223.0","22.313432835820894","true"
"Tcp","4","75953","74","80","-1","2","5990000","1497","334506","223.0","22.34328358208955","true"
"Tcp","4","75953","74","80","-1","2","6022000","1499","334654","223.0","22.37313432835821","true"
"Tcp","4","75953","74","80","-1","2","6297000","1501","334802","223.0","22.402985074626866","true"
"Tcp","4","75954","74","80","-1","2","5962000","1503","334950","222.0","22.432835820895523","true"
"Tcp","4","75954","74","80","-1","2","5909000","1505","335098","222.0","22.13235294117647","true"
"Tcp","4","75954","74","80","-1","2","5986000","1507","335246","222.0","22.16176470588235","true"
"Tcp","4","75954","74","80","-1","2","6177000","1509","335394","222.0","22.191176470588236","true"
"Tcp","4","75954","74","80","-1","2","5973000","1511","335542","222.0","22.220588235294116","true"
"Tcp","4","75954","74","80","-1","2","5970000","1513","335690","221.0","22.25","true"
"Tcp","4","75954","74","80","-1","2","5970000","1515","335838","221.0","22.279411764705884","true"
"Tcp","4","75954","74","80","-1","2","6060000","1517","335986","221.0","22.308823529411764","true"
"Tcp","4","75954","74","80","-1","2","6162000","1519","336134","221.0","22.33823529411765","true"
"Tcp","4","75954","74","80","-1","2","5885000","1521","336282","221.0","22.36764705882353","true"
"Tcp","4","75954","74","80","-1","2","6007000","1523","336430","220.0","22.397058823529413","true"
"Tcp","4","75955","74","80","-1","2","6146000","1525","336578","220.0","22.426470588235293","true"
"Tcp","4","75955","74","80","-1","2","6148000","1527","336726","220.0","22.130434782608695","true"
"Tcp","4","75955","74","80","-1","2","6171000","1529","336874","220.0","22.159420289855074","true"
"Tcp","4","75955","74","80","-1","2","6019000","1531","337022","220.0","22.18840579710145","true"
"Tcp","4","75955","74","80","-1","2","6988000","1533","337170","219.0","22.217391304347824","true"
"Icmp","4","75955","74","-1","-1","-1","999720000","294","49001","166.0","2.6486486486486487","false"
"Tcp","4","75955","74","80","-1","2","6028000","1536","337392","219.0","22.26086956521739","true"
"Tcp","4","75955","74","80","-1","2","5956000","1538","337540","219.0","22.28985507246377","true"
"Tcp","4","75955","74","80","-1","2","6020000","1540","337688","219.0","22.318840579710145","true"
"Tcp","4","75955","74","80","-1","2","5974000","1542","337836","219.0","22.347826086956523","true"
"Tcp","4","75955","74","80","-1","2","3943000","1544","337976","218.0","22.3768115942029","true"
"Tcp","4","75956","74","80","-1","2","6048000","1546","338124","218.0","22.405797101449274","true"
"Tcp","4","75956","74","80","-1","2","5783000","1548","338272","218.0","22.434782608695652","true"
"Tcp","4","75956","74","80","-1","2","6240000","1550","338420","218.0","22.142857142857142","true"
"Tcp","4","75956","74","80","-1","2","6196000","1552","338568","218.0","22.17142857142857","true"
"Tcp","4","75956","74","80","-1","2","5934000","1554","338716","217.0","22.2","true"
"Tcp","4","75956","74","80","-1","2","6915000","1556","338864","217.0","22.228571428571428","true"
"Tcp","4","75956","74","80","-1","2","5748000","1558","339012","217.0","22.257142857142856","true"
"Tcp","4","75956","74","80","-1","2","5767000","1560","339160","217.0","22.285714285714285","true"
"Tcp","4","75956","74","80","-1","2","6159000","1562","339308","217.0","22.314285714285713","true"
"Tcp","4","75956","74","80","-1","2","5982000","1564","339456","217.0","22.34285714285714","true"
"Tcp","4","75956","74","80","-1","2","6269000","1566","339604","216.0","22.37142857142857","true"
"Tcp","4","75956","74","80","-1","2","6455000","1568","339752","216.0","22.4","true"
"Tcp","4","75957","74","80","-1","2","5678000","1570","339900","216.0","22.428571428571427","true"
"Tcp","4","75957","74","80","-1","2","5954000","1572","340048","216.0","22.140845070422536","true"
"Tcp","4","75957","66","80","-1","16","5345000","1574","340188","216.0","22.169014084507044","true"
"Tcp","4","75957","74","80","-1","2","6890000","1576","340336","215.0","22.197183098591548","true"
"Tcp","4","75957","74","80","-1","2","6020000","1578","340484","215.0","22.225352112676056","true"
"Tcp","4","75957","74","80","-1","2","6022000","1580","340632","215.0","22.253521126760564","true"
"Tcp","4","75957","74","80","-1","2","5976000","1582","340780","215.0","22.281690140845072","true"
"Tcp","4","75957","74","80","-1","2","5614000","1584","340928","215.0","22.309859154929576","true"
"Tcp","4","75957","74","80","-1","2","7427000","1586","341076","215.0","22.338028169014084","true"
"Tcp","4","75957","74","80","-1","2","5574000","1588","341224","214.0","22.366197183098592","true"
"Tcp","4","75957","74","80","-1","2","5936000","1590","341372","214.0","22.3943661971831","true"
"Tcp","4","75958","74","80","-1","2","5969000","1592","341520","214.0","22.422535211267604","true"
"Tcp","4","75958","74","80","-1","2","5983000","1594","341668","214.0","22.13888888888889","true"
"Tcp","4","75958","74","80","-1","2","5077000","1595","341742","214.0","22.15277777777778","true"
"Tcp","4","75958","74","80","-1","2","6092000","1597","341890","214.0","22.180555555555557","true"
"Tcp","4","75958","74","80","-1","2","6028000","1599","342038","213.0","22.208333333333332","true"
"Tcp","4","75958","74","80","-1","2","6022000","1602","342260","213.0","22.25","true"
"Tcp","4","75958","74","80","-1","2","6021000","1603","342334","213.0","22.26388888888889","true"
"Tcp","4","75958","74","80","-1","2","5991000","1605","342482","213.0","22.291666666666668","true"
"Tcp","4","75958","74","80","-1","2","5999000","1607","342630","213.0","22.319444444444443","true"
"Tcp","4","75958","74","80","-1","2","5981000","1609","342778","213.0","22.34722222222222","true"
"Tcp","4","75958","74","80","-1","2","6000000","1611","342926","212.0","22.375","true"
"Tcp","4","75958","74","80","-1","2","5995000","1613","343074","212.0","22.40277777777778","true"
"Tcp","4","75959","74","80","-1","2","6098000","1615","343222","212.0","22.430555555555557","true"
"Tcp","4","75959","74","80","-1","2","6021000","1617","343370","212.0","22.15068493150685","true"
"Tcp","4","75959","74","80","-1","2","5596000","1619","343518","212.0","22.17808219178082","true"
"Tcp","4","75959","74","80","-1","2","6070000","1621","343666","212.0","22.205479452054796","true"
"Tcp","4","75959","74","80","-1","2","5903000","1623","343814","211.0","22.232876712328768","true"
"Tcp","4","75959","74","80","-1","2","5987000","1625","343962","211.0","22.26027397260274","true"
"Tcp","4","75959","74","80","-1","2","6051000","1627","344110","211.0","22.28767123287671","true"
"Tcp","4","75959","74","80","-1","2","6035000","1629","344258","211.0","22.315068493150687","true"
"Tcp","4","75959","74","80","-1","2","6031000","1631","344406","211.0","22.34246575342466","true"
"Tcp","4","75959","74","80","-1","2","5998000","1633","344554","210.0","22.36986301369863","true"
